,First Name,Last Name,Search Town,Search County,Search State,Name Type,url,Match Index,Match Status
1206,James,Pattison,Baltimore,Baltimore County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Pattison&name_x=ps_ps&residence=_baltimore-maryland-usa_223&residence_x=_1-1-a,,No Match
1207,William,Wilkins,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Wilkins&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,1089,Complete Match
1208,William,Richardson,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Richardson&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,,No Match: Too Many Potential Matches Found 9
1209,Archibald,Pattison,,Dorchester County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Archibald_Pattison&name_x=ps_ps&residence=_dorchester-maryland-usa_905&residence_x=_1-1,,No Match
1210,Richard,Sprigg,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Sprigg&name_x=1_1&residence=_anne+arundel-maryland-usa_169&residence_x=_1-0,1090,Complete Match
1211,Ignatius,Gardiner,,Charles County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Ignatius_Gardiner&name_x=ps_ps&residence=_charles-maryland-usa_549&residence_x=_1-0,1091,Complete Match
1212,Stanley,Byus,,Dorchester County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Stanley_Byus&name_x=ps_ps&residence=_dorchester-maryland-usa_905&residence_x=_1-1,,No Match
1213,Robert,Pattenger,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Pattenger&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1214,Robert,Pottenger,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Pottenger&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1215,Richard,Fraizer,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Fraizer&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,,No Match
1216,Richard,Frazier,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Frazier&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,,No Match
1217,James M,Lingan,Georgetown,Cecil County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=James+M_Lingan&name_x=ps_ps&residence=_georgetown-cecil-maryland-usa_6341&residence_x=_1-1-a,,No Match
1218,Joseph E,Rowles,Georgetown,Cecil County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph+E_Rowles&name_x=ps_ps&residence=_georgetown-cecil-maryland-usa_6341&residence_x=_1-1-a,,No Match
1219,George,Gale,Baltimore,Baltimore County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=George_Gale&name_x=s_s&residence=_baltimore-maryland-usa_223&residence_x=_1-0,1092,Complete Match
1220,John,Contee,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Contee&name_x=1_1&residence=_prince+georges-maryland-usa_23&residence_x=_1-0,1093,Complete Match
1221,John,Conter,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Conter&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-1,,No Match
1222,Uriah,Hornett,,Montgomery County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Uriah_Hornett&name_x=ps_ps&residence=_montgomery-maryland-usa_2081&residence_x=_1-1,,No Match
1223,Uriah,Horrest,,Montgomery County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Uriah_Horrest&name_x=ps_ps&residence=_montgomery-maryland-usa_2081&residence_x=_1-1,,No Match
1224,William,Matthews,Baltimore,Baltimore County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Matthews&name_x=s_s&residence=_baltimore-maryland-usa_223&residence_x=_1-0,1094 | 1095 | 1096,3 Potential Matches Found
1225,Thomas A,Reeder,,St Marys County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas+A_Reeder&name_x=1_1&residence=_st+marys-maryland-usa_23&residence_x=_1-0,1097,Complete Match
1226,Thomas A,Reider,,St Marys County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas+A_Reider&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,1097 | 1098,2 Potential Matches Found
1227,Jacob,Graybell,Baltimore,Baltimore County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jacob_Graybell&name_x=ps_ps&residence=_baltimore-maryland-usa_223&residence_x=_1-1,1099,Complete Match
1228,Jacob,Graybill,Baltimore,Baltimore County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jacob_Graybill&name_x=ps_ps&residence=_baltimore-maryland-usa_223&residence_x=_1-1,1099,Complete Match
1229,Beriah,Marbury,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Beriah_Marbury&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,,No Match
1230,Beriah,Maybury,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Beriah_Maybury&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,,No Match
1231,Jonas,Clapham,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jonas_Clapham&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,,No Match
1232,Richard,Conway,,,VA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Conway&name_x=ps_ps&residence=_virginia-usa_49&residence_x=_1-0,,No Match
1233,John,Enshine,,Talbot County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Enshine&name_x=ps_ps&residence=_talbot-maryland-usa_2849&residence_x=_1-1,,No Match
1234,John,Erskine,,Talbot County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Erskine&name_x=1_1&residence=_talbot-maryland-usa_2849&residence_x=_1-0,1100,Complete Match
1235,Jacob,Aldridge,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Jacob_Aldridge&name_x=1_1&residence=_prince+georges-maryland-usa_23&residence_x=_1-0,1101,Complete Match
1236,Edwrad,Harris,,Queen Annes County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Edwrad_Harris&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,1102 | 1103 | 916 | 917,4 Potential Matches Found
1237,John,Snowden,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Snowden&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,1104,Complete Match
1238,Samuel,Snowden,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Snowden&name_x=1_1&residence=_prince+georges-maryland-usa_23&residence_x=_1-0,1105,Complete Match
1239,Lewis,Valck,Baltimore,Baltimore County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Lewis_Valck&name_x=ps_ps&residence=_baltimore-maryland-usa_223&residence_x=_1-1-a,,No Match
1240,Gerrard,Wood,,Charles County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Gerrard_Wood&name_x=1_1&residence=_charles-maryland-usa_549&residence_x=_1-0,1106,Complete Match
1241,Samuel,John,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_John&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0-a,1107,Complete Match
1242,Thomas,Snowden,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Snowden&name_x=1_1&residence=_prince+georges-maryland-usa_23&residence_x=_1-0,1108,Complete Match
1243,Alexander Lawson,Smith,,Harford County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Alexander+Lawson_Smith&name_x=ps_ps&residence=_harford-maryland-usa_1302&residence_x=_1-0-a,1109,Complete Match
1244,Archibald,Goldex,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Archibald_Goldex&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,,No Match
1245,andrew,Baille,,Charles County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=andrew_Baille&name_x=ps_ps&residence=_charles-maryland-usa_549&residence_x=_1-0,1110,Complete Match
1246,Frederick,Grammer,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Frederick_Grammer&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,,No Match
1247,Thomas,Harwood,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Harwood&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1,1111,Complete Match
1248,William,Harwood,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Harwood&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1,1112,Complete Match
1249,Henry G,Sothoron,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Henry+G_Sothoron&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1113,Complete Match
1250,Margery,Whitaker,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Margery_Whitaker&name_x=1_1&residence=_prince+georges-maryland-usa_23&residence_x=_1-0,1114,Complete Match
1251,Robert,Whitaker,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Whitaker&name_x=1_1&residence=_prince+georges-maryland-usa_23&residence_x=_1-0,1115,Complete Match
1252,Samuel,Beall,,,VA,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Beall&name_x=ps_ps&residence=_virginia-usa_49&residence_x=_1-0,,No Match
1253,Peter,Hoffman,Baltimore,Baltimore County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Peter_Hoffman&name_x=1_1&residence=_baltimore-baltimore-maryland-usa_223&residence_x=_1-0,1116,Complete Match
1254,Michael,Pue,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Michael_Pue&name_x=1_1&residence=_anne+arundel-maryland-usa_169&residence_x=_1-0,1117,Complete Match
1255,Caleb,Dorsey,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Caleb_Dorsey&name_x=1_1&residence=_anne+arundel-maryland-usa_169&residence_x=_1-0,1118 | 1119,2 Potential Matches Found
1256,Richard,Dorsey,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Dorsey&name_x=1_1&residence=_anne+arundel-maryland-usa_169&residence_x=_1-0,1120 | 1121 | 1122,3 Potential Matches Found
1257,Ignatius,Fenwick,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Ignatius_Fenwick&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,1123,Complete Match
1258,Ignatuis,Fenwick,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Ignatuis_Fenwick&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,1123,Complete Match
1259,William,Lodge,,Montgomery County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Lodge&name_x=ps_ps&residence=_montgomery-maryland-usa_2081&residence_x=_1-1,,No Match
1260,Henry,O'Neale,,Montgomery County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Henry_O%27Neale&name_x=s_s&residence=_montgomery-maryland-usa_2081&residence_x=_1-0,1124,Complete Match
1261,Samuel T,Wright,,Queen Annes County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel+T_Wright&name_x=1_1&residence=_queen+annes-maryland-usa_23&residence_x=_1-0,1125,Complete Match
1262,Samuel Tarbutt,Wright,,Queen Annes County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel+Tarbutt_Wright&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
1263,Samuel Turbut,Wright,,Queen Annes County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel+Turbut_Wright&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
1264,Gassaway,Watkins,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Gassaway_Watkins&name_x=s_s&residence=_anne+arundel-maryland-usa_169&residence_x=_1-0,1126,Complete Match
1265,Gassway,Watkins,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Gassway_Watkins&name_x=s_s&residence=_anne+arundel-maryland-usa_169&residence_x=_1-0,1126,Complete Match
1266,Christopher,Johnston,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Christopher_Johnston&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1267,David,Poe,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Poe&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1127,Complete Match
1268,Josiah,Watson,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Josiah_Watson&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,1128,Complete Match
1269,William Count,Van Hoogendorp,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William+Count_Van+Hoogendorp&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1270,David,Steuart,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Steuart&name_x=s_s&residence=_anne+arundel-maryland-usa_169&residence_x=_1-0,1129 | 1130 | 1131,3 Potential Matches Found
1271,Benjamin,Mackall,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Benjamin_Mackall&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1132,Complete Match
1272,John Chris,Hedrick,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John+Chris_Hedrick&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,1133,Complete Match
1273,Thomas,Hope,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Hope&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,1134,Complete Match
1274,Robert,Pinkney,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Pinkney&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1275,Harmanus,Alricks,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Harmanus_Alricks&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1276,John H,Stone,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John+H_Stone&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,1135 | 1136,2 Potential Matches Found
1277,John,Randall,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Randall&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1137,Complete Match
1278,John,Rondall,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Rondall&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,1137 | 1138 | 1139,3 Potential Matches Found
1279,Thomas Noble,Stockell,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas+Noble_Stockell&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,1140,Complete Match
1280,Thomas Noble,Stockett,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas+Noble_Stockett&name_x=s_s&residence=_Maryland-usa_23&residence_x=_1-0,1141 | 1142,2 Potential Matches Found
1281,James,Carey,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Carey&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1143 | 1144,2 Potential Matches Found
1282,Richard,Caton,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Caton&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1283,John Munnick,Huysen,Baltimore,Baltimore County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John+Munnick_Huysen&name_x=ps_ps&residence=_baltimore-maryland-usa_223&residence_x=_1-1-a,,No Match
1284,Margaret,Finleyson,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Margaret_Finleyson&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1285,Archibald,Monereiff,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Archibald_Monereiff&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1286,Joseph Newton,Chiswell,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph+Newton_Chiswell&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,1145,Complete Match
1287,Zachariah,Mcdonald,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Zachariah_Mcdonald&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1288,Zachariah,Mcdonlad,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Zachariah_Mcdonlad&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1289,Stephen Newton,Chiswell,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Stephen+Newton_Chiswell&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,1146,Complete Match
1290,Joshua,Dorsey,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joshua_Dorsey&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1147 | 1148 | 1149,3 Potential Matches Found
1291,Lewis,Brank,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Lewis_Brank&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1292,David,Smith,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Smith&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1150 | 1151 | 1152 | 1153,4 Potential Matches Found
1293,John Thompson,Mason,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John+Thompson_Mason&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,,No Match: Too Many Potential Matches Found 5
1294,Fredrick,Grammar,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Fredrick_Grammar&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,,No Match
1295,Jesse,Bowen,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Jesse_Bowen&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1154,Complete Match
1296,Elinor,Elzey,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Elinor_Elzey&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1297,Edward,Hall,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Edward_Hall&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1155 | 1156 | 1157 | 1158,4 Potential Matches Found
1298,Thomas,Ringgold,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Ringgold&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1159 | 1160 | 1161,3 Potential Matches Found
1299,James,Rowland,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Rowland&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,1162,Complete Match
1300,William,Cooke,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Cooke&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,1163 | 1164,2 Potential Matches Found
1301,James,Kelso,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Kelso&name_x=1_1&residence=_anne+arundel-maryland-usa_169&residence_x=_1-0,1165,Complete Match
1302,Moses,Darling,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Moses_Darling&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1303,Burton,Whetcroft,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Burton_Whetcroft&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,,No Match
1304,Damaries,Kennedy,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Damaries_Kennedy&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1305,Damaris,Kennedy,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Damaris_Kennedy&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1306,Thomas,Munroe,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Munroe&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1166,Complete Match
1307,Susanna,Livingstone,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Susanna_Livingstone&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1308,Ann,Maccubin,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Ann_Maccubin&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,1167 | 1168,2 Potential Matches Found
1309,David,Plunkett,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Plunkett&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1310,David,Stewart,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Stewart&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1129 | 1130 | 1131 | 1169,4 Potential Matches Found
1311,Francis,Charlton,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Francis_Charlton&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1312,Edmund,Nelms,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Edmund_Nelms&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1313,Freeborn,Brown,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Freeborn_Brown&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1170,Complete Match
1314,Freebron,Brown,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Freebron_Brown&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,1170,Complete Match
1315,John,Horrell,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Horrell&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1171,Complete Match
1316,Joseph,Miller,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Miller&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,,No Match: Too Many Potential Matches Found 6
1317,Bale,Randall,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Bale_Randall&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,1172 | 1173,2 Potential Matches Found
1318,Eleanor,Walker,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Eleanor_Walker&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,1174,Complete Match
1319,Eleanor,Watkins,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Eleanor_Watkins&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1320,William,Hollingsworth,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Hollingsworth&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1175 | 1176,2 Potential Matches Found
1321,Elizabeth,Elzey,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Elizabeth_Elzey&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1322,John,Laird,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Laird&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,1177 | 1178,2 Potential Matches Found
1323,Thomas,Dick,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Dick&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1324,Daniel,Delozier,Baltimore,Baltimore County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Daniel_Delozier&name_x=ps_ps&residence=_baltimore-maryland-usa_223&residence_x=_1-1,1179,Complete Match
1325,William,Sharp,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Sharp&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1180,Complete Match
1326,Philip,Rogers,Baltimore,Baltimore County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Philip_Rogers&name_x=1_1&residence=_baltimore-baltimore-maryland-usa_223&residence_x=_1-0,1181,Complete Match
1327,Thomas C,Deye,,Baltimore County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas+C_Deye&name_x=1_1&residence=_baltimore-maryland-usa_223&residence_x=_1-0,1182,Complete Match
1328,Thomas Cockey,Deye,,Baltimore County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas+Cockey_Deye&name_x=s_s&residence=_baltimore-maryland-usa_223&residence_x=_1-0,1182 | 1183,2 Potential Matches Found
1329,Gabriel,Duvall,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Gabriel_Duvall&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1,1184,Complete Match
1330,George,Wedge,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=George_Wedge&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1331,John,Mason,Georgetown,Cecil County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Mason&name_x=ps_ps&residence=_georgetown-cecil-maryland-usa_6341&residence_x=_1-1-a,1185,Complete Match
1332,Upton,Scott,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Upton_Scott&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1-a,,No Match
1333,Michael,Smith,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Michael_Smith&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1186 | 1187 | 1188,3 Potential Matches Found
1334,George William,West,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=George+William_West&name_x=ps_ps&residence=_anne+arundel-maryland-usa_169&residence_x=_1-0-a,1189,Complete Match
1335,William,Cole,,,SC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Cole&name_x=1_1&residence=_South Carolina-usa_43&residence_x=_1-0,1190 | 1191 | 1192,3 Potential Matches Found
1336,Joshua,Howard,,Frederick County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Joshua_Howard&name_x=1_1&residence=_frederick-maryland-usa_1081&residence_x=_1-0,1193,Complete Match
