,First Name,Last Name,Search Town,Search County,Search State,Name Type,url,Match Index,Match Status
1337,John Smith,Brookes,,Prince Georges County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John+Smith_Brookes&name_x=1_1&residence=_prince+georges-maryland-usa_23&residence_x=_1-0,1194,Complete Match
1338,William,Whetcroft,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Whetcroft&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1339,Gassaway,Watkins,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Gassaway_Watkins&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1,1126,Complete Match
1340,Gassway,Watkins,Annapolis,Anne Arundel County,MD,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Gassway_Watkins&name_x=ps_ps&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=_1-1,1126,Complete Match
1341,Tristiam,Bowdle,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Tristiam_Bowdle&name_x=ps_ps&residence=_anne+arundel-maryland-usa_169&residence_x=_1-1,1195,Complete Match
1342,Tristram,Bowdle,,Anne Arundel County,MD,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Tristram_Bowdle&name_x=ps_ps&residence=_anne+arundel-maryland-usa_169&residence_x=_1-1,1195,Complete Match
1343,Tristram,Bowdle,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Tristram_Bowdle&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1195,Complete Match
1344,James,West,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=James_West&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1196 | 1197 | 1198,3 Potential Matches Found
1345,Thomas,Bailey,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Bailey&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1199 | 1200 | 1201,3 Potential Matches Found
1346,John,Collahan,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Collahan&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,1202 | 1203 | 1204,3 Potential Matches Found
1347,Ezekiel John,Dorsey,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Ezekiel+John_Dorsey&name_x=s_s&residence=_maryland-usa_23&residence_x=_1-0,,No Match: Too Many Potential Matches Found 9
1348,Otto H,Williams,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Otto+H_Williams&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1205,Complete Match
1349,Alexander,Robinson,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Alexander_Robinson&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1206,Complete Match
1350,Thomas,Horrell,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Horrell&name_x=ps_ps&residence=_maryland-usa_23&residence_x=_1-0,,No Match
1351,James,Scott,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=James_Scott&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1207 | 1208 | 1209 | 1210,4 Potential Matches Found
1352,John,Mason,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Mason&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1185 | 1211 | 1212,3 Potential Matches Found
1353,Nathaniel,Allen,Edenton,Chowan County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Nathaniel_Allen&name_x=1_1&residence=_edenton-chowan-north carolina-usa_20300&residence_x=_1-0,1213,Complete Match
1354,William,Boyd,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Boyd&name_x=1_1&residence=_New York-usa_35&residence_x=_1-0,1214,Complete Match
1355,Joseph,Green,,Wayne County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Green&name_x=1_1&residence=_wayne-north carolina-usa_3098&residence_x=_1-0,1215,Complete Match
1356,Edward,Allen,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Edward_Allen&name_x=ps_ps&residence=_north+carolina-usa_36&residence_x=_1-0,,No Match
1357,Josiah,Collins,Edenton,Chowan County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Josiah_Collins&name_x=1_1&residence=_edenton-chowan-north carolina-usa_20300&residence_x=_1-0,1216,Complete Match
1358,George,Pickett,Richmond,Chesterfield County,VA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=George_Pickett&name_x=ps_ps&residence=_chesterfield-virginia-usa_587&residence_x=_1-1-a,,No Match
1359,John Council,Bryan,New Bern,Craven County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John+Council_Bryan&name_x=ps_ps&residence=_new+bern-craven-north+carolina-usa_20367&residence_x=_1-1,1217 | 1218 | 1219,3 Potential Matches Found
1360,John,Lowrance,,Rowan County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Lowrance&name_x=1_1&residence=_rowan-north carolina-usa_2565&residence_x=_1-0,1220,Complete Match
1361,Richard,Graham,,Rowan County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Richard_Graham&name_x=1_1&residence=_rowan-north carolina-usa_2565&residence_x=_1-0,1221 | 1222 | 1223,3 Potential Matches Found
1362,William,Brandon,,Rowan County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Brandon&name_x=1_1&residence=_rowan-north carolina-usa_2565&residence_x=_1-0,1224 | 1225,2 Potential Matches Found
1363,William,Wallace,,Rowan County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Wallace&name_x=s_s&residence=_rowan-north+carolina-usa_2565&residence_x=_1-0,1226,Complete Match
1364,Philemon,Hawkins,,Warren County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Philemon_Hawkins&name_x=ps_ps&residence=_warren-north+carolina-usa_3038&residence_x=_1-1,1227 | 1228,2 Potential Matches Found
1365,John,Ingles,Tarboro,Edgecombe County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Ingles&name_x=ps_ps&residence=_tarboro-edgecombe-north+carolina-usa_20514&residence_x=_1-1,1229,Complete Match
1366,David,Lynn,,,MD,state,https://www.ancestrylibrary.com/search/collections/5058/?name=David_Lynn&name_x=1_1&residence=_Maryland-usa_23&residence_x=_1-0,1086,Complete Match
1367,Robert,Means,Richmond,Chesterfield County,VA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Means&name_x=ps_ps&residence=_chesterfield-virginia-usa_587&residence_x=_1-1-a,1230 | 1231 | 1232,3 Potential Matches Found
1368,Margaret,Gaston,New Bern,Craven County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Margaret_Gaston&name_x=ps_ps&residence=_new+bern-craven-north+carolina-usa_20367&residence_x=_1-1,1233,Complete Match
1369,Hardy,Murfree,Murfreesboro,Hertford County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Hardy_Murfree&name_x=ps_ps&residence=_murfreesboro-hertford-north+carolina-usa_20740&residence_x=_1-1-a,,No Match
1370,Robert,Reddick,,Perquimans County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Robert_Reddick&name_x=1_1&residence=_perquimans-north carolina-usa_2323&residence_x=_1-0,1234,Complete Match
1371,Alexander,Nelson,,Mecklenburg County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Alexander_Nelson&name_x=ps_ps&residence=_mecklenburg-north+carolina-usa_1978&residence_x=_1-0-a,1235,Complete Match
1372,John,Ingram,Fayetteville,Cumberland County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Ingram&name_x=1_1&residence=_fayetteville-cumberland-north carolina-usa_20380&residence_x=_1-0,1236,Complete Match
1373,John,Campbell,,New Castle County,DE,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Campbell&name_x=ps_ps&residence=_new+castle-delaware-usa_2156&residence_x=_1-0-a,1237 | 1238 | 1239 | 1240,4 Potential Matches Found
1374,Archibald,Gracie,Petersburg,Grant County,VA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Archibald_Gracie&name_x=ps_ps&residence=_petersburg-grant-west+virginia-usa_24544&residence_x=_1-1-a,,No Match
1375,Elnathan,Tart,,Edgecombe County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Elnathan_Tart&name_x=ps_ps&residence=_edgecombe-north+carolina-usa_949&residence_x=_1-1,,No Match
1376,John,Euson,,Pitt County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Euson&name_x=ps_ps&residence=_pitt-north+carolina-usa_2374&residence_x=_1-0,1241,Complete Match
1377,Lewis,Beard,Salisbury,Hillsborough County,NH,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Lewis_Beard&name_x=ps_ps&residence=_hillsborough-new+hampshire-usa_1372&residence_x=_1-1-a,,No Match
1378,Isaac,Cole,New Bern,Craven County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Isaac_Cole&name_x=ps_ps&residence=_new+bern-craven-north+carolina-usa_20367&residence_x=_1-1-a,,No Match
1379,Bassett,Stith,Halifax,Halifax County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Bassett_Stith&name_x=ps_ps&residence=_halifax-halifax-north+carolina-usa_20659&residence_x=_1-1-a,,No Match
1380,Jesse,Jones,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Jesse_Jones&name_x=1_1&residence=_North Carolina-usa_36&residence_x=_1-0,,No Match: Too Many Potential Matches Found 11
1381,Thephilus,Hunter,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thephilus_Hunter&name_x=s_s&residence=_north+carolina-usa_36&residence_x=_1-0,1242 | 1243 | 1244,3 Potential Matches Found
1382,Simon,Turner,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Simon_Turner&name_x=1_1&residence=_North Carolina-usa_36&residence_x=_1-0,1245 | 1246,2 Potential Matches Found
1383,Mathew,Lock,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Mathew_Lock&name_x=1_1&residence=_North Carolina-usa_36&residence_x=_1-0,1247 | 1248 | 1249,3 Potential Matches Found
1384,Joseph,Coningham,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Coningham&name_x=1_1&residence=_North Carolina-usa_36&residence_x=_1-0,1250,Complete Match
1385,Thomas,Blount,Washington,Beaufort County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Blount&name_x=ps_ps&residence=_washington-beaufort-north+carolina-usa_20057&residence_x=_1-1,1251,Complete Match
1386,Bassett,Stith,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Bassett_Stith&name_x=ps_ps&residence=_north+carolina-usa_36&residence_x=_1-0,,No Match
1387,William,Steele,,,NY,state,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Steele&name_x=s_s&residence=_new+york-usa_35&residence_x=_1-0,1252 | 1253,2 Potential Matches Found
1388,Francis,Bussier,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Francis_Bussier&name_x=ps_ps&residence=_north+carolina-usa_36&residence_x=_1-0,,No Match
1389,William,Mcclure,New Bern,Craven County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Mcclure&name_x=ps_ps&residence=_new+bern-craven-north+carolina-usa_20367&residence_x=_1-1,1254,Complete Match
1390,Joseph,Lindley,Richmond,Chesterfield County,VA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Lindley&name_x=ps_ps&residence=_chesterfield-virginia-usa_587&residence_x=_1-1-a,,No Match
1391,William,Hartshorne,Richmond,Chesterfield County,VA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Hartshorne&name_x=ps_ps&residence=_chesterfield-virginia-usa_587&residence_x=_1-1-a,,No Match
1392,Osborn,Jeffreys,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Osborn_Jeffreys&name_x=1_1&residence=_North Carolina-usa_36&residence_x=_1-0,1255,Complete Match
1393,John,Hammond,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Hammond&name_x=1_1&residence=_North Carolina-usa_36&residence_x=_1-0,1256 | 1257 | 1258 | 1259,4 Potential Matches Found
1394,Stephen,Burt,Halifax,Halifax County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Stephen_Burt&name_x=ps_ps&residence=_halifax-halifax-north+carolina-usa_20659&residence_x=_1-1,1260,Complete Match
1395,Thomas,Amis,Halifax,Halifax County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas_Amis&name_x=ps_ps&residence=_halifax-halifax-north+carolina-usa_20659&residence_x=_1-1,1261,Complete Match
1396,William,Littlejohn,Edenton,Chowan County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Littlejohn&name_x=ps_ps&residence=_edenton-chowan-north+carolina-usa_20300&residence_x=_1-1-a,,No Match
1397,Betty,Wright,New Bern,Craven County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Betty_Wright&name_x=ps_ps&residence=_new+bern-craven-north+carolina-usa_20367&residence_x=_1-1-a,1262,Complete Match
1398,John,Haywood,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Haywood&name_x=1_1&residence=_North Carolina-usa_36&residence_x=_1-0,1263,Complete Match
1399,John,Humphries,,Currituck County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Humphries&name_x=1_1&residence=_currituck-north carolina-usa_793&residence_x=_1-0,1264,Complete Match
1400,John,Walker,,New Castle County,DE,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Walker&name_x=ps_ps&residence=_new+castle-delaware-usa_2156&residence_x=_1-0-a,,No Match: Too Many Potential Matches Found 5
1401,John,Hogg,Hillsborough,Orange County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Hogg&name_x=ps_ps&residence=_hillsborough-orange-north+carolina-usa_21091&residence_x=_1-1-a,,No Match
1402,John,Linox,,Rockingham County,NC,county,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Linox&name_x=ps_ps&residence=_rockingham-north+carolina-usa_2549&residence_x=_1-0-a,1265,Complete Match
1403,Jacob,Blount,Edenton,Chowan County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Jacob_Blount&name_x=1_1&residence=_edenton-chowan-north carolina-usa_20300&residence_x=_1-0,1266,Complete Match
1404,Joseph,Tagert,New Bern,Craven County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joseph_Tagert&name_x=ps_ps&residence=_new+bern-craven-north+carolina-usa_20367&residence_x=_1-1,1267,Complete Match
1405,John,Casey,Hillsborough,Orange County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Casey&name_x=ps_ps&residence=_hillsborough-orange-north+carolina-usa_21091&residence_x=_1-1-a,,No Match
1406,Samuel,Dickenson,Edenton,Chowan County,NC,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Dickenson&name_x=1_1&residence=_edenton-chowan-north carolina-usa_20300&residence_x=_1-0,1268,Complete Match
1407,Thomas Edward,Sumner,,,NC,state,https://www.ancestrylibrary.com/search/collections/5058/?name=Thomas+Edward_Sumner&name_x=s_s&residence=_north+carolina-usa_36&residence_x=_1-0,,No Match: Too Many Potential Matches Found 7
1408,Ammi R,Cutter,Portsmouth,Rockingham County,NH,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Ammi+R_Cutter&name_x=1_1&residence=_portsmouth-rockingham-new hampshire-usa_5430&residence_x=_1-0,1269,Complete Match
1409,Martha,Poor,Exeter,Rockingham County,NH,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Martha_Poor&name_x=1_1&residence=_exeter-rockingham-new hampshire-usa_5408&residence_x=_1-0,1270,Complete Match
1410,Oliver,Peabody,,Rockingham County,NH,county,https://www.ancestrylibrary.com/search/collections/5058/?name=Oliver_Peabody&name_x=1_1&residence=_rockingham-new hampshire-usa_2548&residence_x=_1-0,1271,Complete Match
1411,Matthew,Thornton,Merrimack,Hillsborough County,NH,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Matthew_Thornton&name_x=ps_ps&residence=_merrimack-hillsborough-new+hampshire-usa_4989&residence_x=_1-1,1272,Complete Match
1412,William,Fisher,Exeter,Rockingham County,NH,town,https://www.ancestrylibrary.com/search/collections/5058/?name=William_Fisher&name_x=ps_ps&residence=_exeter-rockingham-new+hampshire-usa_5408&residence_x=_1-1,1273,Complete Match
1413,John,Fisher,Boston,Suffolk County,MA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John_Fisher&name_x=ps_ps&residence=_boston-suffolk-massachusetts-usa_4668&residence_x=_1-1,1274 | 1275 | 1276,3 Potential Matches Found
1414,Samuel,Brooks,Exeter,Rockingham County,NH,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Samuel_Brooks&name_x=1_1&residence=_exeter-rockingham-new hampshire-usa_5408&residence_x=_1-0,1277,Complete Match
1415,Nathan,Bond,Boston,Suffolk County,MA,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Nathan_Bond&name_x=1_1&residence=_boston-suffolk-massachusetts-usa_4668&residence_x=_1-0,1278,Complete Match
1416,John Ward,Gilman,Exeter,Rockingham County,NH,town,https://www.ancestrylibrary.com/search/collections/5058/?name=John+Ward_Gilman&name_x=1_1&residence=_exeter-rockingham-new hampshire-usa_5408&residence_x=_1-0,1279,Complete Match
1417,Simon,Wiggin,Exeter,Rockingham County,NH,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Simon_Wiggin&name_x=1_1&residence=_exeter-rockingham-new hampshire-usa_5408&residence_x=_1-0,1280,Complete Match
1418,Susanna,Atkinson,Portsmouth,Rockingham County,NH,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Susanna_Atkinson&name_x=1_1&residence=_portsmouth-rockingham-new hampshire-usa_5430&residence_x=_1-0,1281,Complete Match
1419,Joanna,Hixon,Portsmouth,Rockingham County,NH,town,https://www.ancestrylibrary.com/search/collections/5058/?name=Joanna_Hixon&name_x=ps_ps&residence=_portsmouth-rockingham-new+hampshire-usa_5430&residence_x=_1-1-a,,No Match
