jpeg_no,state,no,letter,cert_date,cert_month,cert_year,first_name,last_name,raw_name,title,due_day,due_month,due_year,amount,90th,strike_through,note,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37
72,MA,675,N,14,3,1784,BENJAMIN,JONES,BENJAMIN JONES,,6,1,1780,48,54,5543,,,,,,,,,,,,,,,,,,
72,MA,676,P,14,3,1784,JOHN,HITCHCOCK,JOHN HITCHCOCK,,1,1,1779,15,,"Lo 73,427",,,,,,,,,,,,,,,,,,
72,MA,677,R,14,3,1784,JONATHAN,MEREICK,JONATHAN MEREICK,,1,1,1780,32,,Ro 6393,,,,,,,,,,,,,,,,,,
72,MA,678,E,15,3,1784,NOAH,WARRINER,NOAH WARRINER,,20,6,1780,10,30,Ro 6739,,,,,,,,,,,,,,,,,,
72,MA,679,G,15,3,1784,JOSEPH,GRESWOULD,JOSEPH GRESWOULD,,9,3,1780,9,,929,,,,,,,,,,,,,,,,,,
72,MA,680,P,15,3,1784,GIDEON,BRUT,GIDEON BRUT,,20,8,1780,1,71,"Lo 174,1868",,,,,,,,,,,,,,,,,,
72,MA,681,R,16,3,1784,SAMUEL,BEEBE,SAMUEL BEEBE,,19,2,1780,16,45,"Lo 209,2136",,,,,,,,,,,,,,,,,,
72,MA,682,N,16,3,1784,SAMUEL,BLISS,SAMUEL BLISS,,30,9,1780,2,64,"Lo 97,988",,,,,,,,,,,,,,,,,,
72,MA,683,P,19,3,1784,ELISHA,COOK,ELISHA COOK,,10,6,1778,58,30,Ro 6591,,,,,,,,,,,,,,,,,,
72,MA,684,R,19,3,1784,JOSIAH,COOK,JOSIAH COOK,,15,9,1780,24,18,Ro 5939,,,,,,,,,,,,,,,,,,
72,MA,685,D,22,3,1784,POLLY,PATTEN,POLLY PATTEN,,16,4,1782,2,45,,,,,,,,,,,,,,,,,,,
72,MA,686,E,22,3,1784,JOHN,GIBBS,JOHN GIBBS,,15,2,1781,13,78,Ro 5469,,,,,,,,,,,,,,,,,,
72,MA,687,G,23,3,1784,CORNELIUS,WILLIAMS,CORNELIUS WILLIAMS,,10,2,1781,74,60,,,,,,,,,,,,,,,,,,,
72,MA,688,N,23,3,1784,KING,SACKET,KING SACKET,,20,12,1781,7,45,,,,,,,,,,,,,,,,,,,
72,MA,689,P,24,3,1784,STEPHEN,BLISS,STEPHEN BLISS,,30,7,1777,8,30,"Lo 137,1363",,,,,,,,,,,,,,,,,,
72,MA,690,R,24,3,1784,EBENEZER,PARISH,EBENEZER PARISH,,8,8,1781,4,60,Ro 6769,,,,,,,,,,,,,,,,,,
72,MA,691,D,25,3,1784,AMBER,HOLCOMB,AMBER HOLCOMB,,28,1,1781,27,6,484,Last name not sure,,,,,,,,,,,,,,,,,
72,MA,692,E,26,3,1784,JONATHAN,KING,JONATHAN KING,,16,4,1782,2,45,"Lo 150,1640",,,,,,,,,,,,,,,,,,
72,MA,693,G,26,3,1784,DAVID,BLAIR,DAVID BLAIR,,1,10,1780,14,20,Ro 5418,,,,,,,,,,,,,,,,,,
72,MA,694,N,29,3,1784,JOHN,HOLBROOK,JOHN HOLBROOK,,29,2,1780,25,38,32,,,,,,,,,,,,,,,,,,
72,MA,695,P,1,3,1784,JOEL,NASH,JOEL NASH,Jun,16,7,1780,46,28,"Lo 150,1706",,,,,,,,,,,,,,,,,,
72,MA,696,R,1,3,1784,JOHN,BREWER,JOHN BREWER,,20,7,1780,22,50,650,,,,,,,,,,,,,,,,,,
72,MA,697,D,1,3,1784,SILAS,SPRAGUE,SILAS SPRAGUE,,10,7,1780,6,63,90,,,,,,,,,,,,,,,,,,
72,MA,698,E,1,3,1784,WILLIAM,ROBERTS,WILLIAM ROBERTS,,3,7,1780,3,61,888,,,,,,,,,,,,,,,,,,
72,MA,699,G,1,3,1784,TIMOTHY,YOUNGLOVE,TIMOTHY YOUNGLOVE,,24,2,1781,17,,776,,,,,,,,,,,,,,,,,,
72,MA,700,N,2,3,1784,OLIVER,CHAPIN,OLIVER CHAPIN,,28,5,1780,2,37,Ro 6768,,,,,,,,,,,,,,,,,,
72,MA,701,P,2,3,1784,BENONE,ATCHINSON,BENONE ATCHINSON,,30,10,1780,1,47,"Lo 188,2115",,,,,,,,,,,,,,,,,,
72,MA,702,R,5,3,1784,GAD,HORTON,GAD HORTON,,24,5,1780,7,68,"Lo 119,1197",,,,,,,,,,,,,,,,,,
72,MA,703,D,5,3,1784,EPRAIM,CHAPIN,EPRAIM CHAPIN,,20,10,1780,4,40,"Lo 38,269",,,,,,,,,,,,,,,,,,
72,MA,704,E,6,3,1784,THOMAS,COOLEY,THOMAS COOLEY,,26,1,1781,7,30,3854,,,,,,,,,,,,,,,,,,
72,MA,705,G,7,3,1784,HENRY,SPRING,HENRY SPRING,,7,1,1779,26,22,"Lo 97,795",,,,,,,,,,,,,,,,,,
72,MA,706,N,11,3,1784,EBENEZER,COLE,EBENEZER COLE,,16,4,1782,1,22,"Lo 119,1086",,,,,,,,,,,,,,,,,,
72,MA,707,P,16,3,1784,TIMOTHY,BURBABANKS,TIMOTHY BURBABANKS,,18,11,1781,24,10,5902,,,,,,,,,,,,,,,,,,
72,MA,708,R,17,3,1784,THOMAS,HUNT,THOMAS HUNT,,27,6,1780,2,45,6345,,,,,,,,,,,,,,,,,,
72,MA,709,D,19,3,1784,ZENAS,PARSONS,ZENAS PARSONS,,20,7,1779,40,14,5419,,,,,,,,,,,,,,,,,,
73,MA,710,E,20,4,1784,DANIEL,BLISS,DANIEL BLISS,,26,8,1780,20,81,"Lo 97,827",,,,,,,,,,,,,,,,,,
73,MA,711,G,21,4,1784,THOMAS I.,DOUGLASS,THOMAS I. DOUGLASS,,15,2,1781,30,,Ro 6773,,,,,,,,,,,,,,,,,,
73,MA,712,H,21,4,1784,JAD,BLISS,JAD BLISS,,22,2,1781,96,22,540,,,,,,,,,,,,,,,,,,
73,MA,713,L,23,4,1784,DAN,WINCHELL,DAN WINCHELL,,29,6,1780,22,20,5098,,,,,,,,,,,,,,,,,,
73,MA,714,A,23,4,1784,JOSEPH,JONES,JOSEPH JONES,,10,10,1780,8,30,no 91,,,,,,,,,,,,,,,,,,
73,MA,715,B,25,4,1784,JONATHAN,LOOMIS,JONATHAN LOOMIS,,2,9,1780,9,21,Ro 697,,,,,,,,,,,,,,,,,,
73,MA,716,C,25,4,1784,SILVANUS,SANDERSON,SILVANUS SANDERSON,,29,2,1780,9,7,450,,,,,,,,,,,,,,,,,,
73,MA,717,A,27,4,1784,ANDREW,SIGOURNEY,ANDREW SIGOURNEY,,30,9,1780,15,25,Ro 6736,,,,,,,,,,,,,,,,,,
73,MA,718,B,27,4,1784,SETH,SAGE,SETH SAGE,,27,1,1781,77,30,5363,,,,,,,,,,,,,,,,,,
73,MA,719,C,28,4,1784,DANIEL,LAMB,DANIEL LAMB,,15,10,1777,8,86,Ro 6711,,,,,,,,,,,,,,,,,,
73,MA,720,H,29,4,1784,ELIJAH,STOUGHTON,ELIJAH STOUGHTON,,29,1,1778,56,,"Lo 182,2053",,,,,,,,,,,,,,,,,,
73,MA,721,I,25,5,1784,ELIPHALET,LEONARD,ELIPHALET LEONARD,,30,5,1778,13,,"Lo 97,852",,,,,,,,,,,,,,,,,,
73,MA,722,L,25,5,1784,ENOCH,COOPER,ENOCH COOPER,,1,1,1778,8,14,,,,,,,,,,,,,,,,,,,
73,MA,723,A,30,5,1784,ISAAC FELLOWS,,ISAAC FELLOWS,,21,9,1777,637,28,"Lo 150,1713",,,,,,,,,,,,,,,,,,
73,MA,724,B,9,6,1784,DANIEL,HEMENWAY,DANIEL HEMENWAY,,21,1,1779,45,,"Lo 182,2068",,,,,,,,,,,,,,,,,,
73,MA,725,C,9,6,1784,THOMAS,CARNES,THOMAS CARNES,,16,4,1782,16,22,N 42,,,,,,,,,,,,,,,,,,
73,MA,726,H,9,6,1784,RICHARD,HUNEWELL,RICHARD HUNEWELL,,16,4,1782,6,22,845,,,,,,,,,,,,,,,,,,
73,MA,727,I,10,6,1784,SAMUEL,NYE,SAMUEL NYE,,16,4,1782,7,45,6238,,,,,,,,,,,,,,,,,,
73,MA,728,L,10,6,1784,BARACH,MAXWELL,BARACH MAXWELL,,23,8,1779,3,54,"Lo 150,1727",,,,,,,,,,,,,,,,,,
73,MA,729,A,10,6,1784,SETH,WASHBURN,SETH WASHBURN,,16,4,1782,6,22,"Lo 150,1647",,,,,,,,,,,,,,,,,,
73,MA,730,B,10,6,1784,SAMUEL,GREEN,SAMUEL GREEN,,16,4,1782,1,22,"Lo 6,123",,,,,,,,,,,,,,,,,,
73,MA,731,H,11,6,1784,JOHN,DASHWOOD,JOHN DASHWOOD,,16,4,1782,2,45,Ro 5469,,,,,,,,,,,,,,,,,,
73,MA,732,I,11,6,1784,LEVI,NICHOLLS,LEVI NICHOLLS,,16,4,1782,2,45,Ro 6575,,,,,,,,,,,,,,,,,,
73,MA,733,L,12,6,1784,JAMES,WHITE,JAMES WHITE,,16,4,1782,15,,Ro 5922,,,,,,,,,,,,,,,,,,
73,MA,734,A,12,6,1784,JOHN,GREEN,JOHN GREEN,,16,4,1782,5,,104,,,,,,,,,,,,,,,,,,
73,MA,735,B,12,6,1784,THOMAS,CONEY,THOMAS CONEY,,9,6,1779,69,,"Lo 174,1962",,,,,,,,,,,,,,,,,,
73,MA,736,C,14,6,1784,DANIEL,PIERES,DANIEL PIERES,,16,4,1782,8,67,414,,,,,,,,,,,,,,,,,,
73,MA,737,H,14,6,1784,JOHNATHAN,PARKER,JOHNATHAN PARKER,,25,9,1780,245,75,Ro 5346,,,,,,,,,,,,,,,,,,
73,MA,738,L,14,6,1784,JOHN,HEBBY,JOHN HEBBY,,26,8,1780,19,31,"Lo 97,900",,,,,,,,,,,,,,,,,,
73,MA,739,L,14,6,1784,SETH,REED,SETH REED,,6,8,1779,1307,45,"Lo 89,612",,,,,,,,,,,,,,,,,,
73,MA,740,A,14,6,1784,ROBERT,CRANCH,ROBERT CRANCH,,23,6,1780,7,73,400,,,,,,,,,,,,,,,,,,
73,MA,741,B,15,6,1784,WILLIAM,MACKAY,WILLIAM MACKAY,,16,4,1782,1,22,Ro 5363,,,,,,,,,,,,,,,,,,
74,MA,742,C,15,6,1784,ELISHA,SEVENS,ELISHA SEVENS,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
74,MA,743,H,15,6,1784,NATH,PIERPONT,NATH PIERPONT,,16,4,1782,6,22,"Lo 165,1827",,,,,,,,,,,,,,,,,,
74,MA,744,I,15,6,1784,ADAMS,BAILEY,ADAMS BAILEY,,16,4,1782,16,22,Ro 6188,,,,,,,,,,,,,,,,,,
74,MA,745,L,15,6,1784,TIMOTHY,DEXTER,TIMOTHY DEXTER,,31,5,1781,1555,1,Ro 6393,,,,,,,,,,,,,,,,,,
74,MA,746,A,15,6,1784,JAMES,FLETCHER,JAMES FLETCHER,,16,4,1782,25,,"Lo 97,842",,,,,,,,,,,,,,,,,,
74,MA,747,B,15,6,1784,RICHARD,DEVENS,RICHARD DEVENS,,16,4,1782,55,,,Strike thorug invisible,,,,,,,,,,,,,,,,,
74,MA,748,H,16,6,1784,ALLEN,CROCKER,ALLEN CROCKER,,17,9,1777,756,,68,,,,,,,,,,,,,,,,,,
74,MA,749,I,16,6,1784,FREDERICK,CONSTABLE,FREDERICK CONSTABLE,,24,9,1780,78,,"Lo 38,254",,,,,,,,,,,,,,,,,,
74,MA,750,A,16,6,1784,ADAMS,BAILEY,ADAMS BAILEY,,1,4,1780,44,53,Ro 6188,,,,,,,,,,,,,,,,,,
74,MA,751,L,16,6,1784,DANIEL,HARRINGTON,DANIEL HARRINGTON,,16,4,1782,5,,"Lo 89,571",,,,,,,,,,,,,,,,,,
74,MA,752,B,16,6,1784,ISSAC,SEARS,ISSAC SEARS,,16,4,1782,10,,Ro 6393,,,,,,,,,,,,,,,,,,
74,MA,753,C,16,6,1784,SEARS & SMITH,,SEARS & SMITH,,16,4,1782,135,,Ro 6393,,,,,,,,,,,,,,,,,,
74,MA,754,H,16,6,1784,PASCHAL N,SMITH,PASCHAL N SMITH,,16,4,1782,22,45,Ro 6393,,,,,,,,,,,,,,,,,,
74,MA,755,I,16,6,1784,SHIMPTON,HATCHINSON,SHIMPTON HATCHINSON,,16,4,1782,17,45,"Lo 188,2117",,,,,,,,,,,,,,,,,,
74,MA,756,L,17,6,1784,JOSEPH,SIMONS,JOSEPH SIMONS,,1,3,1778,67,18,"Lo 89,632",,,,,,,,,,,,,,,,,,
74,MA,757,A,17,6,1784,BENJAMIN,TIDD,BENJAMIN TIDD,,29,9,1778,9,54,"Lo 73,314",,,,,,,,,,,,,,,,,,
74,MA,758,B,17,6,1784,LEMUEL,GAY,LEMUEL GAY,,16,4,1782,1,22,4878,,,,,,,,,,,,,,,,,,
74,MA,759,C,17,6,1784,JAMES,POPE,JAMES POPE,,16,4,1782,57,45,4878,,,,,,,,,,,,,,,,,,
74,MA,760,H,18,6,1784,SETH,REED,SETH REED,,25,9,1780,292,76,"Lo 89,672",,,,,,,,,,,,,,,,,,
74,MA,761,I,18,6,1784,JOSEPH,WELCH,JOSEPH WELCH,,24,9,1780,208,,"Lo 38,268",,,,,,,,,,,,,,,,,,
74,MA,762,A,19,6,1784,WILLIAM SWEET,,WILLIAM SWEET,,10,11,1780,525,41,N 47,,,,,,,,,,,,,,,,,,
74,MA,763,B,19,6,1784,MAY,SHARROW,MAY SHARROW,,16,4,1782,1,22,"Lo 73,419",,,,,,,,,,,,,,,,,,
74,MA,764,C,19,6,1784,BENJAMIN,JEFFRIES,BENJAMIN JEFFRIES,,20,6,1782,30,,"Lo 97,872",,,,,,,,,,,,,,,,,,
74,MA,765,H,21,6,1784,DAVID,WAIT,DAVID WAIT,,6,7,1780,31,65,Ro 6543,,,,,,,,,,,,,,,,,,
74,MA,766,I,21,6,1784,JOHN,CUNNINGHAM,JOHN CUNNINGHAM,,31,1,1781,99,44,"Lo 38,268",,,,,,,,,,,,,,,,,,
74,MA,767,L,21,6,1784,ISRAEL,STONE,ISRAEL STONE,,31,5,1780,23,,"Lo 182,20061",,,,,,,,,,,,,,,,,,
74,MA,768,A,21,6,1784,SAMUEL,PARKMAN,SAMUEL PARKMAN,,16,4,1782,30,,5543,,,,,,,,,,,,,,,,,,
74,MA,769,B,21,6,1784,SAMUEL,PARTRIDGE,SAMUEL PARTRIDGE,,16,4,1782,5,,"Lo 97,880",,,,,,,,,,,,,,,,,,
74,MA,770,H,21,6,1784,JOHN GOOCH,,JOHN GOOCH,,20,4,1779,652,16,303,,,,,,,,,,,,,,,,,,
74,MA,771,I,22,6,1784,JOHN,STONE,JOHN STONE,,15,6,1781,595,49,Ro 6398,,,,,,,,,,,,,,,,,,
74,MA,772,L,22,6,1784,JOSHUA,CONVERSE,JOSHUA CONVERSE,,16,4,1782,5,,"Lo 39,611",,,,,,,,,,,,,,,,,,
74,MA,773,A,22,6,1784,THOMAS,WETHERILL,THOMAS WETHERILL,,16,4,1782,6,22,683,,,,,,,,,,,,,,,,,,
75,MA,774,B,22,6,1784,SAMUEL,BARTLETT,SAMUEL BARTLETT,,16,4,1782,2,45,5414,,,,,,,,,,,,,,,,,,
75,MA,775,C,22,6,1784,THOMAS C.,VERNON,THOMAS C. VERNON,,21,8,1781,95,15,"Lo 6,97",,,,,,,,,,,,,,,,,,
75,MA,776,H,23,6,1784,LEMUEL,TOBEY,LEMUEL TOBEY,,16,4,1782,1,22,"Lo 73,335",,,,,,,,,,,,,,,,,,
75,MA,777,I,23,6,1784,PETER,MCINTOSH,PETER MCINTOSH,,25,9,1780,150,,Ro 6711,,,,,,,,,,,,,,,,,,
75,MA,778,L,23,6,1784,SAMUEL,WARD,SAMUEL WARD,,16,4,1782,7,45,"Lo 138,1492",,,,,,,,,,,,,,,,,,
75,MA,779,H,23,6,1784,NATH,FARUINGTON,NATH FARUINGTON,,11,12,1781,13,67,"Lo 38,223",,,,,,,,,,,,,,,,,,
75,MA,780,I,23,6,1784,ISAAC,STOREY,ISAAC STOREY,,16,4,1782,1,22,Ro 6393,,,,,,,,,,,,,,,,,,
75,MA,781,L,23,6,1784,EDMUND,KNEELAND,EDMUND KNEELAND,,16,4,1782,5,,"Lo 89,542",,,,,,,,,,,,,,,,,,
75,MA,782,N,24,6,1784,JOHN,MAY,JOHN MAY,,1,11,1781,41,80,Ro 6393,,,,,,,,,,,,,,,,,,
75,MA,783,P,24,6,1784,WILLIAM,HAGER,WILLIAM HAGER,,25,9,1780,205,,Ro 6597,,,,,,,,,,,,,,,,,,
75,MA,784,R,24,6,1784,SILAS,NOYES,SILAS NOYES,,16,4,1782,13,67,"Lo 150,1727",,,,,,,,,,,,,,,,,,
75,MA,785,N,24,6,1784,WILLIAM,ASPINWALL,WILLIAM ASPINWALL,,16,4,1782,40,,"Lo 150,1640",,,,,,,,,,,,,,,,,,
75,MA,786,P,24,6,1784,JAMES,FREELAND,JAMES FREELAND,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
75,MA,787,R,25,6,1784,EPHRAIM,WHEELER,EPHRAIM WHEELER,,15,9,1782,26,48,Ro 6325,,,,,,,,,,,,,,,,,,
75,MA,788,D,25,6,1784,JAMES,PERKINS,JAMES PERKINS,,25,9,1780,170,15,"Lo 150,1699",,,,,,,,,,,,,,,,,,
75,MA,789,E,25,6,1784,BARTHOLOMEW,PIERCE,BARTHOLOMEW PIERCE,,18,8,1779,12,30,,,,,,,,,,,,,,,,,,,
75,MA,790,G,1,7,1784,JOSEPH,FARRAR,JOSEPH FARRAR,,16,4,1782,5,,303,,,,,,,,,,,,,,,,,,
75,MA,791,N,1,7,1784,FRANCIS,BIGELOW,FRANCIS BIGELOW,,16,4,1782,1,22,"Lo 89,726",,,,,,,,,,,,,,,,,,
75,MA,792,P,1,7,1784,EZRA,PARMENTER,EZRA PARMENTER,,31,7,1780,150,,"Lo 150,1678",,,,,,,,,,,,,,,,,,
75,MA,793,R,1,7,1784,JACOB,GOULD,JACOB GOULD,,15,10,1780,228,45,Ro 5180,,,,,,,,,,,,,,,,,,
75,MA,794,D,1,7,1784,EZRA,CLARK,EZRA CLARK,,1,10,1781,15,,,,,,,,,,,,,,,,,,,,
75,MA,795,E,1,7,1784,WILLIAM,GREENLEAF,WILLIAM GREENLEAF,,16,4,1782,7,45,"Lo 150,1704",,,,,,,,,,,,,,,,,,
75,MA,796,G,1,7,1784,SAMSON,REED,SAMSON REED,,25,9,1780,205,,"Lo 97,872",,,,,,,,,,,,,,,,,,
75,MA,797,O,1,7,1784,JOHN,WHITNEY,JOHN WHITNEY,,5,5,1780,4,33,"Lo 165,1823",,,,,,,,,,,,,,,,,,
75,MA,798,O,1,7,1784,DANIEL,COOLEDGE,DANIEL COOLEDGE,,19,6,1780,7,9,"Lo 119,1124",,,,,,,,,,,,,,,,,,
75,MA,799,R,1,7,1784,REUBEN,PARTRIDGE,REUBEN PARTRIDGE,,5,5,1780,4,33,"Lo 97,1065",,,,,,,,,,,,,,,,,,
75,MA,800,D,1,7,1784,AMOS,PERRY,AMOS PERRY,,23,8,1780,5,2,"Lo 97,1001",,,,,,,,,,,,,,,,,,
75,MA,801,E,1,7,1784,JOSIAH,LITTLE,JOSIAH LITTLE,,16,4,1782,10,,,,,,,,,,,,,,,,,,,,
75,MA,802,G,1,7,1784,MOSES,PERRY,MOSES PERRY,,28,12,1779,2,13,2135,,,,,,,,,,,,,,,,,,
75,MA,803,N,1,7,1784,NATHAN,STALLEN,NATHAN STALLEN,,15,2,1779,107,30,"Lo 6,103",,,,,,,,,,,,,,,,,,
75,MA,804,R,1,7,1784,ASA,HUOCK,ASA HUOCK,,20,11,1780,4,40,,,,,,,,,,,,,,,,,,,
75,MA,805,D,1,7,1784,ISAAC,TUCKERMAN,ISAAC TUCKERMAN,,30,9,1780,280,,"Lo 38,220",,,,,,,,,,,,,,,,,,
76,MA,806,E,1,7,1784,WILLIAM,ARCHIBALD,WILLIAM ARCHIBALD,,1,12,1780,360,,32,,,,,,,,,,,,,,,,,,
76,MA,807,N,1,7,1784,ELISHA,BYLES,ELISHA BYLES,,30,9,1780,242,15,5418,,,,,,,,,,,,,,,,,,
76,MA,808,P,1,7,1784,JAMES,VARNEY,JAMES VARNEY,,25,9,1780,205,,"Lo 138,1492",,,,,,,,,,,,,,,,,,
76,MA,809,R,1,7,1784,WILLIAM,SPRAGUE,WILLIAM SPRAGUE,,25,9,1780,148,45,"Lo 89,611",,,,,,,,,,,,,,,,,,
76,MA,810,D,1,7,1784,ELISHA,FERRY,ELISHA FERRY,,17,2,1780,38,75,Ro 5346,,,,,,,,,,,,,,,,,,
76,MA,811,E,1,7,1784,ADAM,BLACKMAN,ADAM BLACKMAN,,16,4,1782,8,67,"Lo 73,352",,,,,,,,,,,,,,,,,,
76,MA,812,G,1,7,1784,EBENEZER,SIMPSON,EBENEZER SIMPSON,,25,9,1780,204,,,,,,,,,,,,,,,,,,,,
76,MA,813,N,1,7,1784,WILLIAM,STORY,WILLIAM STORY,,1,4,1781,17,66,,,,,,,,,,,,,,,,,,,
76,MA,814,P,2,7,1784,STEPHEN,FROST,STEPHEN FROST,,25,9,1780,273,,"Lo 209,2121",,,,,,,,,,,,,,,,,,
76,MA,815,R,2,7,1784,JOHN,PORTER,JOHN PORTER,,3,8,1776,40,,"Lo 97,1061",,,,,,,,,,,,,,,,,,
76,MA,816,D,2,7,1784,EBENEZER,SEAVER,EBENEZER SEAVER,,6,5,1780,48,16,Ro 5363,,,,,,,,,,,,,,,,,,
76,MA,817,E,2,7,1784,BENJAMIN,COLEMORE,BENJAMIN COLEMORE,,16,4,1781,8,,Ro 6393,,,,,,,,,,,,,,,,,,
76,MA,818,G,2,7,1784,CALVIN,CHITTENDIN,CALVIN CHITTENDIN,,16,4,1782,1,22,Ro 6026,,,,,,,,,,,,,,,,,,
76,MA,819,N,3,7,1784,DAVID,TUFTS,DAVID TUFTS,,25,2,1780,174,21,,Last name not sure,,,,,,,,,,,,,,,,,
76,MA,820,P,3,7,1784,CHAUNCEY,BREWER,CHAUNCEY BREWER,,1,9,1781,4,34,4338,,,,,,,,,,,,,,,,,,
76,MA,821,R,3,7,1784,JEPTHA,HOLLAND,JEPTHA HOLLAND,,26,10,1780,7,37,Ro 6386,,,,,,,,,,,,,,,,,,
76,MA,822,D,3,7,1784,WHITEN,SHILDON,WHITEN SHILDON,,10,10,1780,20,25,Ro 6542,,,,,,,,,,,,,,,,,,
76,MA,823,E,3,7,1784,ZADOCK,LOOMIS,ZADOCK LOOMIS,,14,8,1780,3,42,207,,,,,,,,,,,,,,,,,,
76,MA,824,G,3,7,1784,TIMOTHY,CHIPMAN,TIMOTHY CHIPMAN,,6,8,1780,11,47,Ro 6386,,,,,,,,,,,,,,,,,,
76,MA,825,N,5,7,1784,JOSEPH,CALLINDER,JOSEPH CALLINDER,,12,10,1780,45,50,Ro 6386,,,,,,,,,,,,,,,,,,
76,MA,826,P,5,7,1784,DIRCK,SPOOR,DIRCK SPOOR,,2,10,1780,2,70,Ro 6766,,,,,,,,,,,,,,,,,,
76,MA,827,R,5,7,1784,EBENEZER,KELLOGG,EBENEZER KELLOGG,,30,6,1780,4,30,295,,,,,,,,,,,,,,,,,,
76,MA,828,D,5,7,1784,ZENAS,HUGGINS,ZENAS HUGGINS,,29,7,1780,6,55,6386,,,,,,,,,,,,,,,,,,
76,MA,829,E,5,7,1784,JOHN,ASKLEY,JOHN ASKLEY,,16,10,1781,80,,No 1,,,,,,,,,,,,,,,,,,
76,MA,830,G,5,7,1784,AARON,TAYLOR,AARON TAYLOR,,16,10,1781,35,,Ro 6375,,,,,,,,,,,,,,,,,,
76,MA,831,N,5,7,1784,WILLIAM,FELLOWS,WILLIAM FELLOWS,,16,10,1781,20,,930,,,,,,,,,,,,,,,,,,
76,MA,832,P,5,7,1784,SUSANNA,PARKER,SUSANNA PARKER,,6,3,1780,3,,4038,,,,,,,,,,,,,,,,,,
76,MA,833,R,6,7,1784,TIMOTHY,TUFTS,TIMOTHY TUFTS,,16,4,1782,5,,"Lo 137,1338",,,,,,,,,,,,,,,,,,
76,MA,834,D,6,7,1784,JOHN,BALLARD,JOHN BALLARD,,9,12,1781,13,67,Ro 5419,,,,,,,,,,,,,,,,,,
76,MA,835,E,6,7,1784,SAMUEL,SANGER,SAMUEL SANGER,,16,4,1782,7,45,"Lo 97,1001",,,,,,,,,,,,,,,,,,
76,MA,836,G,6,7,1784,NATH W.,APPLETON,NATH W. APPLETON,,16,4,1782,6,22,Ro 5464,,,,,,,,,,,,,,,,,,
76,MA,837,N,6,7,1784,NATH,CARTER,NATH CARTER,,16,4,1782,17,45,"Lo 6,79",,,,,,,,,,,,,,,,,,
77,MA,838,P,6,7,1784,WILLIAM,BENNET,WILLIAM BENNET,,9,12,1780,479,48,"Lo 119,1179",,,,,,,,,,,,,,,,,,
77,MA,839,R,6,7,1784,BENJAMIN,WALLENT,BENJAMIN WALLENT,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
77,MA,840,D,6,7,1784,DAMINIUS,RAORD,DAMINIUS RAORD,,16,4,1782,7,45,"Lo 182,2072",Name not sure,,,,,,,,,,,,,,,,,
77,MA,841,E,6,7,1784,SAMUEL,HUNT,SAMUEL HUNT,,16,4,1782,17,45,,,,,,,,,,,,,,,,,,,
77,MA,842,G,6,7,1784,SETH,WALDRON,SETH WALDRON,,29,6,1780,454,25,"Lo 119,1179",,,,,,,,,,,,,,,,,,
77,MA,843,N,6,7,1784,DAVID,HUTCHINS,DAVID HUTCHINS,,23,8,1780,265,25,"Lo 119,1179",,,,,,,,,,,,,,,,,,
77,MA,844,P,7,7,1784,THEOPHILUS,GOULD,THEOPHILUS GOULD,,16,4,1782,6,22,"Lo 97,954",,,,,,,,,,,,,,,,,,
77,MA,845,R,7,7,1784,JOHN,WHITNEY,JOHN WHITNEY,,16,4,1782,1,22,4625,,,,,,,,,,,,,,,,,,
77,MA,846,D,7,7,1784,ELISHA,HUNT,ELISHA HUNT,,29,2,1780,17,45,"Lo 150,1678",,,,,,,,,,,,,,,,,,
77,MA,847,E,7,7,1784,BENJAMIN,RICE,BENJAMIN RICE,,28,3,1780,2,25,"Lo 187,2092",,,,,,,,,,,,,,,,,,
77,MA,848,G,7,7,1784,RICHARD,HASKETT,RICHARD HASKETT,,16,4,1782,1,22,"Lo 119,1179",,,,,,,,,,,,,,,,,,
77,MA,849,D,7,7,1784,THOMAS,FAYERWEATHER,THOMAS FAYERWEATHER,,16,4,1782,5,,Ro 5340,,,,,,,,,,,,,,,,,,
77,MA,850,G,7,7,1784,WILLIAM,STONE,WILLIAM STONE,,15,10,1780,54,9,Ro 6467,,,,,,,,,,,,,,,,,,
77,MA,851,N,7,7,1784,WILLIAM,BROWN,WILLIAM BROWN,,16,4,1782,11,22,,,,,,,,,,,,,,,,,,,
77,MA,852,P,7,7,1784,JESSE,EAMES,JESSE EAMES,,16,4,1782,5,,"Lo 89,632",,,,,,,,,,,,,,,,,,
77,MA,853,R,7,7,1784,JOSEPH,OSMER,JOSEPH OSMER,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
77,MA,854,A,8,7,1784,JONATHAN,GLOVER,JONATHAN GLOVER,,16,4,1782,2,45,Ro 6174,,,,,,,,,,,,,,,,,,
77,MA,855,B,8,7,1784,EDMUND,MOORES,EDMUND MOORES,,16,4,1782,13,67,809,,,,,,,,,,,,,,,,,,
77,MA,856,C,8,7,1784,DANIEL,PARSONS,DANIEL PARSONS,,16,4,1782,5,,"Lo 144,1580",,,,,,,,,,,,,,,,,,
