jpeg_no,state,no,letter,cert_date,cert_month,cert_year,first_name,last_name,raw_name,title,due_day,due_month,due_year,amount,90th,strike_through,note,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37
84,MA,1074,G,23,9,1784,WILLIAM,SAVORY,WILLIAM SAVORY,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
84,MA,1075,N,23,9,1784,JONATHAN,MARSH,JONATHAN MARSH,,16,4,1782,1,22,4038,,,,,,,,,,,,,,,,,,
84,MA,1076,P,23,9,1784,THOMAS,WORTHEN,THOMAS WORTHEN,,16,4,1782,1,22,"Lo 144,1568",,,,,,,,,,,,,,,,,,
84,MA,1077,R,23,9,1784,JONATHAN,JACKSON,JONATHAN JACKSON,,16,4,1782,11,22,436,,,,,,,,,,,,,,,,,,
84,MA,1078,D,23,9,1784,PELATIAH,MERRITT,PELATIAH MERRITT,,16,4,1782,5,,"Lo 150,1727",,,,,,,,,,,,,,,,,,
84,MA,1079,E,23,9,1784,JOSIAH,MORSS,JOSIAH MORSS,,16,4,1782,5,,74,,,,,,,,,,,,,,,,,,
84,MA,1080,G,23,9,1784,MOSES,MOODY,MOSES MOODY,,16,4,1782,5,,"Lo 246,2183",,,,,,,,,,,,,,,,,,
84,MA,1081,N,23,9,1784,BANJAMIN,HILL,BANJAMIN HILL,,16,4,1782,5,,"Lo 97,889",,,,,,,,,,,,,,,,,,
84,MA,1082,P,23,9,1784,SARAH,LAUGHTON,SARAH LAUGHTON,,16,4,1782,5,,"Lo 97,1052",,,,,,,,,,,,,,,,,,
84,MA,1083,R,23,9,1784,WILLIAM,STICKNEY,WILLIAM STICKNEY,Capt,16,4,1782,5,,"Lo 150,1722",,,,,,,,,,,,,,,,,,
84,MA,1084,D,23,9,1784,MOSES,PILSBURY,MOSES PILSBURY,Jun,16,4,1782,5,,"Lo 144,1568",,,,,,,,,,,,,,,,,,
84,MA,1085,E,23,9,1784,EDWARD,SAMNER,EDWARD SAMNER,,16,4,1782,5,,"Lo 150,1676",,,,,,,,,,,,,,,,,,
84,MA,1086,G,23,9,1784,SOLOMON,RICHARDS,SOLOMON RICHARDS,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
84,MA,1087,N,24,9,1784,THOMAS,PORTER,THOMAS PORTER,,16,4,1782,22,45,,,,,,,,,,,,,,,,,,,
84,MA,1088,P,24,9,1784,BARNABAS,CLIS,BARNABAS CLIS,,16,4,1782,5,,"Lo 73,369",,,,,,,,,,,,,,,,,,
84,MA,1089,R,26,9,1784,RULPH,ABRAHAMS,RULPH ABRAHAMS,,16,4,1782,5,,3792,,,,,,,,,,,,,,,,,,
84,MA,1090,D,26,9,1784,EBENEZER,PEABODY,EBENEZER PEABODY,,16,4,1782,5,,4686,,,,,,,,,,,,,,,,,,
84,MA,1091,E,29,9,1784,JOHN,PEARL,JOHN PEARL,,16,4,1782,5,,4686,,,,,,,,,,,,,,,,,,
84,MA,1092,G,4,10,1784,ALLEN,CROCKER,ALLEN CROCKER,,16,4,1782,7,45,"Lo 38,142",,,,,,,,,,,,,,,,,,
84,MA,1093,N,5,10,1784,JOHN,MACHETT,JOHN MACHETT,,16,4,1782,1,22,207,,,,,,,,,,,,,,,,,,
84,MA,1094,P,6,10,1784,THOMAS,MCLVILL,THOMAS MCLVILL,,16,4,1782,43,67,"Lo 165,1750",,,,,,,,,,,,,,,,,,
84,MA,1095,R,7,10,1784,JOHN,PARKER,JOHN PARKER,,16,4,1782,41,22,Ro 6596,,,,,,,,,,,,,,,,,,
84,MA,1096,N,12,10,1784,EBENEZER,BICKFORD,EBENEZER BICKFORD,,16,4,1782,5,,,,,,,,,,,,,,,,,,,,
84,MA,1097,P,12,10,1784,TAMAR,RICE,TAMAR RICE,,16,4,1782,1,22,5414,,,,,,,,,,,,,,,,,,
84,MA,1098,D,13,10,1784,OBADIAH,MOSES,OBADIAH MOSES,,14,8,1782,20,31,"Lo 169,1784",,,,,,,,,,,,,,,,,,
85,MA,1099,E,13,10,1784,THOMAS,SAWIN,THOMAS SAWIN,,19,6,1780,3,49,3922,,,,,,,,,,,,,,,,,,
85,MA,1100,G,14,10,1784,BENJAMIN,SNOW,BENJAMIN SNOW,,12,10,1779,19,47,Ro 5340,,,,,,,,,,,,,,,,,,
85,MA,1101,N,14,10,1784,STEPHEN,BARTLETT,STEPHEN BARTLETT,,12,10,1779,19,47,Ro 5340,,,,,,,,,,,,,,,,,,
85,MA,1102,P,15,10,1784,BEZALEEL,GLEASON,BEZALEEL GLEASON,,8,9,1780,27,29,Ro 6707,,,,,,,,,,,,,,,,,,
85,MA,1103,R,15,10,1784,AARON,SIBLEY,AARON SIBLEY,,30,1,1779,19,47,207,,,,,,,,,,,,,,,,,,
85,MA,1104,D,15,10,1784,POLLY,STACEY,POLLY STACEY,,16,4,1782,5,,4314,,,,,,,,,,,,,,,,,,
85,MA,1105,E,15,10,1784,HENRY,SWAN,HENRY SWAN,,16,4,1782,5,,"Lo 165,1739",,,,,,,,,,,,,,,,,,
85,MA,1106,G,19,10,1784,JOHN COFFIN,JONES,JOHN COFFIN JONES,,1,11,1781,34,30,No. 18,,,,,,,,,,,,,,,,,,
85,MA,1107,N,20,10,1784,JAMES,PARMENTER,JAMES PARMENTER,,12,8,1779,12,46,490,,,,,,,,,,,,,,,,,,
85,MA,1108,P,20,10,1784,WILLIAM,STONE,WILLIAM STONE,,16,4,1782,1,22,"Lo 182,2012",,,,,,,,,,,,,,,,,,
85,MA,1109,E,21,10,1784,SETH,SIVINGSTON,SETH SIVINGSTON,,16,4,1782,6,22,4625,,,,,,,,,,,,,,,,,,
85,MA,1110,W,21,10,1784,SAMUEL,WITHINGTON,SAMUEL WITHINGTON,,16,4,1782,1,22,Ro 6386,,,,,,,,,,,,,,,,,,
85,MA,1111,G,21,10,1784,THOMAS,MARSHALL,THOMAS MARSHALL,,16,4,1782,7,45,"Lo 138,1492",,,,,,,,,,,,,,,,,,
85,MA,1112,N,21,10,1784,REUBEN,PARTRIDGE,REUBEN PARTRIDGE,,1,9,1780,9,35,"Lo 144,1608",,,,,,,,,,,,,,,,,,
85,MA,1113,P,23,10,1784,SAMUEL,COVERLY,SAMUEL COVERLY,,16,4,1782,5,,4625,,,,,,,,,,,,,,,,,,
85,MA,1114,R,27,10,1784,JONATHAN,READ,JONATHAN READ,,11,11,1777,2870,,"Lo 137,1306",,,,,,,,,,,,,,,,,,
85,MA,1115,D,27,10,1784,REUBEN,FELLOWS,REUBEN FELLOWS,,1,5,1777,2066,60,"Lo 187,2089",,,,,,,,,,,,,,,,,,
85,MA,1116,E,9,11,1784,JEDEDIAH,PARMENTER,JEDEDIAH PARMENTER,,3,3,1780,10,45,"Lo 97,1065",Name not sure,,,,,,,,,,,,,,,,,
85,MA,1117,P,9,11,1784,JOSIAH,BLAKE,JOSIAH BLAKE,,5,12,1779,59,77,"Lo 6,72",,,,,,,,,,,,,,,,,,
85,MA,1118,N,9,11,1784,STEPHEN,HARRIS,STEPHEN HARRIS,,30,6,1780,5,70,5055,,,,,,,,,,,,,,,,,,
85,MA,1119,R,9,11,1784,DANIEL,LORING,DANIEL LORING,,1,5,1781,6,30,Ro 6907,,,,,,,,,,,,,,,,,,
85,MA,1120,D,9,11,1784,JONAS,HAYWOOD,JONAS HAYWOOD,,1,8,1780,4,23,"Lo 6,41",,,,,,,,,,,,,,,,,,
85,MA,1121,E,9,11,1784,AMOS,DWINET,AMOS DWINET,,30,9,1777,56,,"Lo 97,821",,,,,,,,,,,,,,,,,,
85,MA,1122,G,9,11,1784,EPHRAIM WHEELER & CO,,EPHRAIM WHEELER & CO,,2,8,1780,6,,"Lo 6,41",,,,,,,,,,,,,,,,,,
85,MA,1123,N,10,11,1784,AMOS,RICHARDSON,AMOS RICHARDSON,,9,8,1780,10,2,"Lo 150,1673",,,,,,,,,,,,,,,,,,
85,MA,1124,P,10,11,1784,JOHN,NOYES,JOHN NOYES,Esq,28,3,1780,8,,"Lo 119,1086",,,,,,,,,,,,,,,,,,
85,MA,1125,R,10,11,1784,GALRIEL,CASE,GALRIEL CASE,,27,1,1785,44,,Ro 6393,,,,,,,,,,,,,,,,,,
85,MA,1126,D,10,11,1784,JOSEPH,MORTON,JOSEPH MORTON,,1,9,1780,18,47,Ro 6393,,,,,,,,,,,,,,,,,,
85,MA,1127,E,10,11,1784,MOSES,MOSMAN,MOSES MOSMAN,,16,4,1782,17,45,,,,,,,,,,,,,,,,,,,
85,MA,1128,G,10,11,1784,BENJAMIN,WOODWORTH,BENJAMIN WOODWORTH,,16,4,1782,5,,"Lo 182,2063",,,,,,,,,,,,,,,,,,
85,MA,1129,N,10,11,1784,ELLIS GRAY,,ELLIS GRAY,Esq,28,8,1775,55,30,Ro 5340,,,,,,,,,,,,,,,,,,
85,MA,1130,P,10,11,1784,JOSIAH,STEARNS,JOSIAH STEARNS,,6,7,1779,5,61,650,,,,,,,,,,,,,,,,,,
85,MA,1131,R,10,11,1784,WILLIAM,HUNNIWELL,WILLIAM HUNNIWELL,,16,4,1782,7,45,Ro 6712,,,,,,,,,,,,,,,,,,
85,MA,1132,D,10,11,1784,JOSEPH,STONE,JOSEPH STONE,,16,4,1782,5,,"Lo 165,1784",,,,,,,,,,,,,,,,,,
85,MA,1133,E,10,11,1784,HENRY,SMITH,HENRY SMITH,,16,4,1782,5,,"Lo 73,363",,,,,,,,,,,,,,,,,,
86,MA,1134,G,10,11,1784,ASA,WATERMAN,ASA WATERMAN,,16,4,1782,2,45,1241,,,,,,,,,,,,,,,,,,
86,MA,1135,N,11,11,1784,JOHN,MERRICKS,JOHN MERRICKS,,16,4,1782,2,45,"Lo 240,2201",,,,,,,,,,,,,,,,,,
86,MA,1136,P,11,11,1784,DANIEL,MEWCOMB,DANIEL MEWCOMB,,16,4,1782,16,22,5329,,,,,,,,,,,,,,,,,,
86,MA,1137,R,12,11,1784,MAJOR GEN WILLIAM HEATH,,MAJOR GEN WILLIAM HEATH,,15,2,1781,144,39,"Lo 144,1587",,,,,,,,,,,,,,,,,,
86,MA,1138,H,12,11,1784,JAMES BAYLEY & CO,,JAMES BAYLEY & CO,,16,4,1782,2,45,"Lo 150,1640",,,,,,,,,,,,,,,,,,
86,MA,1139,I,12,11,1784,MOSES,HOLMAN,MOSES HOLMAN,,16,4,1782,2,45,4878,,,,,,,,,,,,,,,,,,
86,MA,1140,L,12,11,1784,CALEB,STICKNEY,CALEB STICKNEY,,16,4,1782,1,22,"Lo 97,1061",,,,,,,,,,,,,,,,,,
86,MA,1141,H,12,11,1784,SAMUEL,LUNT,SAMUEL LUNT,,16,4,1782,1,22,"Lo 97,1020",,,,,,,,,,,,,,,,,,
86,MA,1142,I,12,11,1784,ENOCH,LONG,ENOCH LONG,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
86,MA,1143,A,12,11,1784,ALEXANDER,CAMPBELL,ALEXANDER CAMPBELL,,16,4,1782,2,45,"Lo 119,1240",,,,,,,,,,,,,,,,,,
86,MA,1144,B,12,11,1784,JACOB,BOARDMAN,JACOB BOARDMAN,,16,4,1782,6,22,"Lo 38,207",,,,,,,,,,,,,,,,,,
86,MA,1145,C,12,11,1784,SAMUEL,PLUMMER,SAMUEL PLUMMER,,16,4,1782,5,,4333,,,,,,,,,,,,,,,,,,
86,MA,1146,H,12,11,1784,EDMUND,SAWYER,EDMUND SAWYER,,16,4,1782,2,45,"Lo 240,2184",,,,,,,,,,,,,,,,,,
86,MA,1147,I,12,11,1784,JOHN,SUMNER,JOHN SUMNER,,30,8,1780,16,36,Ro 6543,,,,,,,,,,,,,,,,,,
86,MA,1148,L,12,11,1784,THOMAS SANDFORD & CO,,THOMAS SANDFORD & CO,,13,4,1778,2660,15,"Lo 119,1179",,,,,,,,,,,,,,,,,,
86,MA,1149,A,12,11,1784,HENRY,NEWMAN,HENRY NEWMAN,,8,3,1777,1048,52,Ro 6535,,,,,,,,,,,,,,,,,,
86,MA,1150,B,16,11,1784,THOMAS,FAIRSERVICE,THOMAS FAIRSERVICE,,16,4,1782,5,,Ro 6776,,,,,,,,,,,,,,,,,,
86,MA,1151,C,16,11,1784,JOHN,APPLETON,JOHN APPLETON,,16,4,1782,5,,"Lo 38,172",,,,,,,,,,,,,,,,,,
86,MA,1152,H,18,11,1784,JONATHAN,HATCH,JONATHAN HATCH,,11,11,1777,285,20,Ro 5340,,,,,,,,,,,,,,,,,,
86,MA,1153,I,19,11,1784,NATHANIEL,COGSWELL,NATHANIEL COGSWELL,,16,4,1782,1,22,"Lo 38,172",,,,,,,,,,,,,,,,,,
86,MA,1154,L,19,11,1784,JOSEPH,FAIRBANKS,JOSEPH FAIRBANKS,,20,1,1780,73,9,144,,,,,,,,,,,,,,,,,,
86,MA,1155,H,19,11,1784,JOHN,BAILEY,JOHN BAILEY,,25,3,1780,13,30,,,,,,,,,,,,,,,,,,,
86,MA,1156,I,19,11,1784,JOHN,SANGER,JOHN SANGER,,1,6,1780,113,30,"Lo 89,672",,,,,,,,,,,,,,,,,,
86,MA,1157,L,19,11,1784,LEMUEL,WITHINGTON,LEMUEL WITHINGTON,,4,3,1781,4,67,5077,,,,,,,,,,,,,,,,,,
86,MA,1158,A,19,11,1784,JOHN,MCLANE,JOHN MCLANE,,25,9,1780,246,15,"Lo 150,1699",,,,,,,,,,,,,,,,,,
86,MA,1159,B,20,11,1784,JOHN,GILL,JOHN GILL,,14,12,1780,18,56,Ro 5340,,,,,,,,,,,,,,,,,,
86,MA,1160,C,20,11,1784,EBENEZER,POPE,EBENEZER POPE,,19,1,1780,168,30,"Lo 97,1065",,,,,,,,,,,,,,,,,,
86,MA,1161,H,20,11,1784,EZRA,BADLAM,EZRA BADLAM,Col,2,12,1779,84,73,"Lo 165,1750",,,,,,,,,,,,,,,,,,
86,MA,1162,I,22,11,1784,JOSEPH,STORER,JOSEPH STORER,,16,4,1782,6,22,No. 18,,,,,,,,,,,,,,,,,,
86,MA,1163,L,23,11,1784,JOSEPH,KETTELL,JOSEPH KETTELL,,16,4,1782,1,22,306,,,,,,,,,,,,,,,,,,
86,MA,1164,A,23,11,1784,JOHN,TRASK,JOHN TRASK,,8,3,1781,507,8,"Lo 138,1440",,,,,,,,,,,,,,,,,,
86,MA,1165,B,24,11,1784,ELLIT,MAKEPEACE,ELLIT MAKEPEACE,,16,1,1778,36,83,"Lo 97,986",,,,,,,,,,,,,,,,,,
86,MA,1166,C,24,11,1784,JOSIAH,FARNAM,JOSIAH FARNAM,Jun,11,11,1779,21,,5055,,,,,,,,,,,,,,,,,,
87,MA,1167,H,24,11,1784,HENRY,PATCH,HENRY PATCH,,31,7,1780,5,50,425,,,,,,,,,,,,,,,,,,
87,MA,1168,J,24,11,1784,ASA,FLAGG,ASA FLAGG,,9,8,1780,7,83,425,,,,,,,,,,,,,,,,,,
87,MA,1169,L,24,11,1784,CESAR,PRESCOTT,CESAR PRESCOTT,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
87,MA,1170,A,29,11,1784,EUNICE,HOLLOWELL,EUNICE HOLLOWELL,,24,12,1779,14,20,"Lo 165,1813",,,,,,,,,,,,,,,,,,
87,MA,1171,B,29,11,1784,WILLIAM,STEVENS,WILLIAM STEVENS,,5,10,1785,56,22,"Lo 6,61",,,,,,,,,,,,,,,,,,
87,MA,1172,C,30,11,1784,JOHN,TUDOR,JOHN TUDOR,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
87,MA,1173,H,30,11,1784,JACOB,GERRISH,JACOB GERRISH,,1,12,1779,6,67,"Lo 6,79",,,,,,,,,,,,,,,,,,
87,MA,1174,I,1,12,1784,WILLIAM,STANLEY,WILLIAM STANLEY,,3,3,1778,627,30,"Lo 119,1179",,,,,,,,,,,,,,,,,,
87,MA,1175,L,1,12,1784,WILLIAM,UPHAM,WILLIAM UPHAM,,11,8,1780,29,80,Ro 5418,,,,,,,,,,,,,,,,,,
87,MA,1176,A,1,12,1784,NATH,FROTHINGHAM,NATH FROTHINGHAM,,15,1,1776,1141,,"Lo 119,1179",,,,,,,,,,,,,,,,,,
87,MA,1177,B,1,12,1784,JOSEPH,LEE,JOSEPH LEE,Esq,6,5,1776,666,60,"Lo 6,100",,,,,,,,,,,,,,,,,,
87,MA,1178,C,2,12,1784,SAMUEL,WOODBURNE,SAMUEL WOODBURNE,,17,11,1778,16,44,32,,,,,,,,,,,,,,,,,,
87,MA,1179,H,6,12,1784,WILLIAM,TIDD,WILLIAM TIDD,,16,4,1782,5,,"Lo 89,632",,,,,,,,,,,,,,,,,,
87,MA,1180,I,7,12,1784,JOHN,KEYES,JOHN KEYES,,3,10,1780,3,84,"Lo 165,1792",,,,,,,,,,,,,,,,,,
87,MA,1181,L,7,12,1784,BENJAMIN,PHILLIPS,BENJAMIN PHILLIPS,,5,4,1776,453,58,Ro 5522,,,,,,,,,,,,,,,,,,
87,MA,1182,A,8,12,1784,HALE & BURT,,HALE & BURT,,11,9,1780,2437,30,668,,,,,,,,,,,,,,,,,,
87,MA,1183,B,8,12,1784,STEPHEN,CLEVERLY,STEPHEN CLEVERLY,,16,4,1782,10,,"Lo 6,52",,,,,,,,,,,,,,,,,,
87,MA,1184,C,8,12,1784,GIDEON,WALKIR,GIDEON WALKIR,,16,4,1782,1,22,,,,,,,,,,,,,,,,,,,
87,MA,1185,H,9,12,1784,MOSES,GAY,MOSES GAY,,16,4,1782,5,,Ro 6711,,,,,,,,,,,,,,,,,,
87,MA,1186,I,9,1,1784,JOSEPH,FULLER,JOSEPH FULLER,,16,4,1782,5,,450,,,,,,,,,,,,,,,,,,
87,MA,1187,L,11,12,1784,ELISHA,TILLOTSON,ELISHA TILLOTSON,,24,3,1780,19,30,"Lo 97,900",,,,,,,,,,,,,,,,,,
87,MA,1188,A,11,12,1784,STEPHEN,WELLS,STEPHEN WELLS,,12,10,1777,584,,"Lo 6,61",,,,,,,,,,,,,,,,,,
87,MA,1189,B,13,12,1784,JOHN,CARNES,JOHN CARNES,Jun,16,4,1782,18,67,"Lo 150,1658",,,,,,,,,,,,,,,,,,
87,MA,1190,C,13,12,1784,WILLIAM,HARRINGTON,WILLIAM HARRINGTON,,26,9,1779,24,22,"Lo 89,624",,,,,,,,,,,,,,,,,,
87,MA,1191,A,13,12,1784,BENJAMIN,BROWN,BENJAMIN BROWN,,16,4,1782,5,,"Lo 119,1234",,,,,,,,,,,,,,,,,,
87,MA,1192,B,13,12,1784,JAMES,LOVELL,JAMES LOVELL,,20,4,1780,28,37,Ro 5522,,,,,,,,,,,,,,,,,,
87,MA,1193,H,14,12,1784,ANNA,RAND,ANNA RAND,,3,5,1780,16,53,"Lo 150,1659",,,,,,,,,,,,,,,,,,
87,MA,1194,I,14,12,1784,JOSIAH,WHEELER,JOSIAH WHEELER,,14,9,1780,278,30,"Lo 6,13",,,,,,,,,,,,,,,,,,
87,MA,1195,I,15,12,1784,JOSEPH,CRAFT,JOSEPH CRAFT,,16,4,1782,5,,"Lo 182,2061",,,,,,,,,,,,,,,,,,
87,MA,1196,L,16,12,1784,STEVENS,MASON,STEVENS MASON,,1,9,1781,128,,"Lo 38,268",,,,,,,,,,,,,,,,,,
87,MA,1197,A,20,12,1784,DAVID,SEWALL,DAVID SEWALL,,16,4,1782,11,22,"Lo 89,727",,,,,,,,,,,,,,,,,,
87,MA,1198,B,21,12,1784,THOMAS,NEWELL,THOMAS NEWELL,,16,4,1782,6,22,Ro 5346,,,,,,,,,,,,,,,,,,
87,MA,1199,H,21,12,1784,HODIJAH,BAILIES,HODIJAH BAILIES,Maj,16,9,1781,105,43,"Lo 73,410",,,,,,,,,,,,,,,,,,
87,MA,1200,I,21,12,1784,SARAH,PARKER,SARAH PARKER,,30,11,1775,420,,"Lo 138,1454",,,,,,,,,,,,,,,,,,
87,MA,1201,L,22,12,1784,GEN,LINCOLN,GEN LINCOLN,Major,22,9,1780,103,57,Ro 5346,,,,,,,,,,,,,,,,,,
87,MA,1202,A,22,12,1784,JOHN,HURD,JOHN HURD,,16,4,1782,5,,Ro 6713,,,,,,,,,,,,,,,,,,
88,MA,1203,B,24,12,1784,THOMAS,NIXON,THOMAS NIXON,Col,14,12,1781,14,57,"Lo 97,886",,,,,,,,,,,,,,,,,,
88,MA,1204,C,30,12,1784,JOHN,PARKER,JOHN PARKER,,15,5,1780,6,76,2550,,,,,,,,,,,,,,,,,,
88,MA,1205,H,5,1,1785,ROBERT L.,EELLS,ROBERT L. EELLS,,16,4,1782,2,45,"Lo 138,1492",,,,,,,,,,,,,,,,,,
88,MA,1206,I,5,1,1785,MARY,EUSTIS,MARY EUSTIS,,16,4,1782,1,22,439,,,,,,,,,,,,,,,,,,
88,MA,1207,L,13,1,1785,SAMUEL,CURTIS,SAMUEL CURTIS,,16,4,1782,5,,4878,,,,,,,,,,,,,,,,,,
88,MA,1208,A,13,1,1785,BENJAMIN,DELLINON,BENJAMIN DELLINON,,16,4,1782,17,45,"Lo 73,403",Last name not sure,,,,,,,,,,,,,,,,,
88,MA,1209,B,18,1,1785,MOSES,RAND,MOSES RAND,,25,9,1782,204,,Ro 6393,,,,,,,,,,,,,,,,,,
88,MA,1210,C,18,1,1785,SAMUEL,CHANDLER,SAMUEL CHANDLER,,25,9,1780,214,52,Ro 6712,,,,,,,,,,,,,,,,,,
88,MA,1211,D,19,1,1785,WILLIAM,BOYSTON,WILLIAM BOYSTON,,1,9,1780,150,,"Lo 137,1402",,,,,,,,,,,,,,,,,,
88,MA,1212,E,21,1,1785,THOMAS,STEVENS,THOMAS STEVENS,,1,9,1781,160,,"Lo 150,1699",,,,,,,,,,,,,,,,,,
88,MA,1213,G,21,1,1785,ROWAND,BOGLE,ROWAND BOGLE,,20,8,1780,10,83,"Lo 182,2071",,,,,,,,,,,,,,,,,,
88,MA,1214,N,22,1,1785,JOEL,HAGER,JOEL HAGER,,15,6,1780,268,30,"Lo 97,1066",,,,,,,,,,,,,,,,,,
88,MA,1215,P,24,1,1785,JOHN,BUCKMAN,JOHN BUCKMAN,,26,411,1780,51,56,568,,,,,,,,,,,,,,,,,,
88,MA,1216,R,24,1,1785,JOSEPH,MORES,JOSEPH MORES,,16,4,1880,5,,"Lo 89,674",,,,,,,,,,,,,,,,,,
88,MA,1217,D,24,1,1785,SAMUEL,TAYLOR,SAMUEL TAYLOR,,16,4,1782,1,22,1008,,,,,,,,,,,,,,,,,,
88,MA,1218,E,24,1,1785,WILLIAM,SHERURNE,WILLIAM SHERURNE,,4,4,1780,32,45,Ro 6325,,,,,,,,,,,,,,,,,,
88,MA,1219,G,24,1,1785,REMEMBER,INGRAHAM,REMEMBER INGRAHAM,,1,8,1780,9,57,"Lo 182,2072",,,,,,,,,,,,,,,,,,
88,MA,1220,N,24,1,1785,WILLIAM,WHITE,WILLIAM WHITE,,20,9,1779,8,30,"Lo 182,2052",,,,,,,,,,,,,,,,,,
88,MA,1221,P,24,1,1785,HENRY,ROBY,HENRY ROBY,,1,10,1780,51,,"Lo 174,1933",,,,,,,,,,,,,,,,,,
88,MA,1222,R,25,1,1785,EPRAIM,BROWN,EPRAIM BROWN,,17,10,1781,19,15,457,,,,,,,,,,,,,,,,,,
88,MA,1223,D,25,1,1785,ELIJAH,CASWELL,ELIJAH CASWELL,,16,4,1782,5,,5939,,,,,,,,,,,,,,,,,,
88,MA,1224,E,25,1,1785,JOHN,WARREN,JOHN WARREN,Doct,7,7,1781,54,45,5418,,,,,,,,,,,,,,,,,,
88,MA,1225,G,25,1,1785,BENJAMIN,GANNET,BENJAMIN GANNET,,16,6,1780,10,5,1706,,,,,,,,,,,,,,,,,,
88,MA,1226,P,26,1,1785,PETER,TUFTS,PETER TUFTS,,10,9,1775,2595,60,No 25,,,,,,,,,,,,,,,,,,
88,MA,1227,R,26,1,1785,JAMES PIKE,,JAMES PIKE,,16,5,1781,90,,"Lo 165,1736",,,,,,,,,,,,,,,,,,
88,MA,1228,D,26,1,1785,ISAAC,GLEASON,ISAAC GLEASON,,16,4,1782,12,45,"Lo 38,142",,,,,,,,,,,,,,,,,,
88,MA,1229,E,27,1,1785,SAMUEL,NUTTING,SAMUEL NUTTING,,25,7,1780,15,,Ro 5419,,,,,,,,,,,,,,,,,,
88,MA,1230,G,27,1,1785,SAMUEL,WINTER,SAMUEL WINTER,,1,3,1781,40,,Ro 5418,,,,,,,,,,,,,,,,,,
88,MA,1231,D,27,1,1785,JOHN,HARD,JOHN HARD,,16,4,1782,20,,Ro 6393,,,,,,,,,,,,,,,,,,
88,MA,1232,E,28,1,1785,SAMUEL,BUCK,SAMUEL BUCK,,20,2,1780,14,30,Ro 5469,,,,,,,,,,,,,,,,,,
88,MA,1233,G,28,1,1785,JOHN,KING,JOHN KING,,1,4,1780,76,60,Ro 6046,,,,,,,,,,,,,,,,,,
88,MA,1234,N,28,1,1785,JOHN,KING,JOHN KING,,1,4,1780,76,60,Ro 6769,,,,,,,,,,,,,,,,,,
88,MA,1235,P,28,1,1785,JOHN,KING,JOHN KING,,1,4,1780,76,60,Ro 5340,,,,,,,,,,,,,,,,,,
88,MA,1236,R,28,1,1785,JOHN,KING,JOHN KING,,1,4,1780,76,60,Ro 6046,,,,,,,,,,,,,,,,,,
88,MA,1237,D,28,1,1785,JOHN,KING,JOHN KING,,1,4,1780,76,60,844,,,,,,,,,,,,,,,,,,
88,MA,1238,E,28,1,1785,JOHN,KING,JOHN KING,,1,4,1780,68,,"Lo 188,2115",,,,,,,,,,,,,,,,,,
89,MA,1239,G,28,1,1785,JOHN,KING,JOHN KING,,1,4,1780,64,60,Ro 5340,,,,,,,,,,,,,,,,,,
89,MA,1240,N,28,1,1785,JOHN,KING,JOHN KING,,1,4,1780,32,30,Lo 38297,,,,,,,,,,,,,,,,,,
89,MA,1241,P,28,1,1785,JOHN,KING,JOHN KING,,1,4,1780,32,30,Ro 6070,Wrong,,,,,,,,,,,,,,,,,
89,MA,1242,R,28,1,1785,JOHN,KING,JOHN KING,,4,5,1780,64,60,"Lo 137,1402",,,,,,,,,,,,,,,,,,
89,MA,1243,D,28,1,1785,JOHN,KING,JOHN KING,,4,5,1780,64,60,Ro 6046,,,,,,,,,,,,,,,,,,
89,MA,1244,E,28,1,1785,JOHN,KING,JOHN KING,,4,5,1780,64,60,"Lo 137,1402",,,,,,,,,,,,,,,,,,
89,MA,1245,G,28,1,1785,JOHN,KING,JOHN KING,,4,5,1780,32,30,Ro 6179,,,,,,,,,,,,,,,,,,
89,MA,1246,N,28,1,1785,JOHN,KING,JOHN KING,,6,6,1780,64,60,"Lo 165,1823",,,,,,,,,,,,,,,,,,
89,MA,1247,P,28,1,1785,JOHN,KING,JOHN KING,,6,6,1780,64,60,"Lo 97,901",,,,,,,,,,,,,,,,,,
89,MA,1248,R,28,1,1785,JOHN,KING,JOHN KING,,6,6,1780,64,60,"Lo 89,659",,,,,,,,,,,,,,,,,,
89,MA,1249,D,28,1,1785,JOHN,KING,JOHN KING,,6,6,1780,64,60,"Lo 137,1402",,,,,,,,,,,,,,,,,,
89,MA,1250,E,28,1,1785,JOHN,KING,JOHN KING,,1,8,1780,64,60,1241,,,,,,,,,,,,,,,,,,
89,MA,1251,G,28,1,1785,JOHN,KING,JOHN KING,,1,8,1780,64,60,"Lo 174,1879",,,,,,,,,,,,,,,,,,
89,MA,1252,N,28,1,1785,JOHN,KING,JOHN KING,,1,8,1780,64,60,Ro 6343,,,,,,,,,,,,,,,,,,
89,MA,1253,P,28,1,1785,JOHN,KING,JOHN KING,,1,8,1780,10,60,Ro 6629,,,,,,,,,,,,,,,,,,
