Page,JPEG number,Number,Letter,Date of the Certificate Month,Day,Year,raw_first_name_1,raw_last_name_1,raw_name,Title,Time when the debt became due Month,Day2,Year2,Amount Dollars,90th,Total Dollars,Column,Line Strike Thorugh? Yes?,Note,Notes
,285,910,R,9,10,1788,SAMUEL,GILES,SAMUEL GILES,,7,11,1780,93,86,Reg 6760,,1,RO,
,285,911,D,9,12,1788,JAMES,SOUTHARD DECEASED,JAMES SOUTHARD DECEASED,,3,18,1781,,,,,,,Cancelled  Note not sure
,285,912,E,9,12,1788,JOHN,MC INTIRE DECEASED,JOHN MC INTIRE DECEASED,,1,1,1778,71,,Reg 6341,,1,RO,
,285,913,G,9,12,1788,JOHN,JUDGE DECEASED,JOHN JUDGE DECEASED,,7,1,1778,71,,Reg 6341,,1,RO,
,285,914,N,9,17,1788,PATRICK,MARTIN,PATRICK MARTIN,,9,6,1780,52,10,Reg 6282,,1,RO,
,286,915,P,9,17,1788,EDWARD,FLING,EDWARD FLING,,9,6,1780,52,64,Reg 6282,,1,RO,
,286,916,R,9,17,1788,GEORGE,SKIPPER,GEORGE SKIPPER,,9,6,1780,38,4,Reg 6179,,1,RO,
,286,917,D,9,17,1788,JAMES,WHITE DECEASED,JAMES WHITE DECEASED,,1,1,1778,72,,,,1,295,
,286,918,E,9,17,1788,JOSEPH,MC MULLEN,JOSEPH MC MULLEN,,,,,71,,,,1,352,
,286,919,G,9,17,1788,GEORGE,KNOPE DECEASED,GEORGE KNOPE DECEASED,,,,,148,,Reg 6720,,1,RO,
,286,920,N,9,19,1788,ANDREW,BECKMAN DECEASED,ANDREW BECKMAN DECEASED,,,,,199,,,,1,Lo 83 - 747,
,286,921,P,9,19,1788,PAUL,HOOVES DECEASED,PAUL HOOVES DECEASED,,,,,148,,,,1,117,
,286,922,R,9,19,1788,JOSEPH,WADE,JOSEPH WADE,,,,,148,,,,1,"Lo 16,72",
,286,923,N,9,19,1788,JACOB,WESPE,JACOB WESPE,,12,26,1776,4,12,,,1,547,
,286,924,P,9,20,1788,THOMAS,LOVE,THOMAS LOVE,,1,1,1778,71,,Reg 6229,,1,RO,
,286,925,R,9,20,1788,DANIEL,MC CARINON,DANIEL MC CARINON,,1,1,1778,71,,Reg 6229,,1,RO,
,286,926,N,9,20,1788,JOHN,SMITH,JOHN SMITH,,4,1,1781,23,85,,,1,No 10,
,286,926 1/2,P,9,20,1788,ROBERT,OWENS,ROBERT OWENS,,1,1,1778,71,,,,1,122,
,287,927,R,9,25,1788,JAMES,DEGGE,JAMES DEGGE,,9,6,1780,452,84,,,1,"Lo 97,757",
,287,928,D,9,25,1788,JAMES,DEGGE,,,1,1,1778,193,77,,,1,"Lo 97,757",
,287,929,E,10,5,1788,ARTHUR,NEALE,ARTHUR NEALE,,10,26,1780,20,73,Reg 6318,,1,RO,
,287,930,G,10,5,1788,JAMES,LEISTER,JAMES LEISTER,,1,1,1778,66,8,,,1,"Lo 134,464",
,287,931,N,10,7,1788,HENRY HOWELL,WILLIAM,HENRY HOWELL WILLIAM,,1,1,1780,393,12,,,1,"Lo 73,426",
,287,932,P,10,8,1788,WALTER SWORDS ESTATE,,WALTER SWORDS ESTATE,,1,1,1778,148,,,,1,1505,
,287,933,R,10,8,1788,JOHN,RASSELL DECEASED,JOHN RASSELL DECEASED,,1,1,1778,148,,,,1,"Lo 67,469",
,287,934,N,10,10,1788,NICHOLAS,CALDWELL,NICHOLAS CALDWELL,,1,1,1778,32,9,,,1,315,
,287,935,P,10,10,1788,SAMUEL,FRANKLIN,SAMUEL FRANKLIN,,10,1,1776,400,53,,,1,1165,
,287,936,R,10,10,1788,JOHN,FRANKLIN,JOHN FRANKLIN,,10,1,1776,89,77,,,1,"Lo 149,547",
,287,937,D,10,10,1788,SAMUEL,COOPER,SAMUEL COOPER,,1,25,1780,331,,Reg 6378,,1,RO,
,287,938,E,10,15,1788,JOHN,CONNER,JOHN CONNER,,9,6,1780,37,84,Reg 6299,,1,RO,
,288,939,G,10,16,1788,JOHN,HODGE DECEASED,JOHN HODGE DECEASED,,9,13,1777,32,,,,1,3712,
,288,940,N,10,16,1788,BENJAMIN,HUTCHINS,BENJAMIN HUTCHINS,,1,23,1778,46,,,,1,3712,
,288,941,P,10,16,1788,CHARLES,RYLEY,CHARLES RYLEY,,5,14,1781,43,46,Reg 6308,,1,RO,
,288,942,R,10,16,1788,BENJAMIN,WARREN,BENJAMIN WARREN,,7,16,1780,74,87,do 6375,,1,RO,
,288,943,D,10,17,1788,JOSEPH,VESEY,JOSEPH VESEY,,7,15,1780,1042,58,,,1,RO,
,288,944,E,10,17,1788,DOMINGO,BARIONG,DOMINGO BARIONG,,7,16,1780,130,19,,,1,RO,
,288,945,G,10,23,1788,RICHARD,DALE,RICHARD DALE,,11,6,1781,232,5,,,1,611,
,288,946,N,10,23,1788,RICHARD,DALE,,,1,1,1778,66,8,,,1,611,
,288,947,P,10,23,1788,STEPHEN,MINOR,STEPHEN MINOR,,5,1,1778,61,7,,,1,RO,
,288,948,R,10,23,1788,ELIAKIM,SWAIN,ELIAKIM SWAIN,,7,16,1780,165,47,Reg 6291,,1,RO,
,288,949,D,10,23,1788,JOHN,SYDLEMAN,JOHN SYDLEMAN,,5,19,1780,20,23,do 6797,,1,RO,
,288,950,E,10,23,1788,JOHN,HOWEY,JOHN HOWEY,,1,1,1778,32,9,,,1,"Lo 120,1002",
,288,951,G,10,23,1788,WILLIAM,WROTH,WILLIAM WROTH,,12,20,1780,55,75,,,1,Reg 6576,
,289,952,N,10,24,1788,THOMAS,CASHING,THOMAS CASHING,,9,30,1777,1649,17,,,1,"Lo 246,2207",
,289,953,P,10,24,1788,THOMAS,CASHING,,,7,1,1777,168,30,,,1,401,
,289,954,R,10,24,1788,THOMAS,CASHING,,,7,1,1777,377,45,,,1,2789,
,289,955,D,10,24,1788,THOMAS,CASHING,,,7,1,1777,120,80,,,1,396,
,289,956,E,10,24,1788,THOMAS,CASHING,,,7,1,1777,121,60,,,1,"Lo 38,152",
,289,957,G,10,24,1788,THOMAS,CASHING,,,7,1,1777,398,25,,,1,396,
,289,958,D,10,24,1788,THOMAS,CASHING,,,9,3,1777,141,85,,,1,2692,
,289,959,E,10,24,1788,ROBERT,HARRIS,ROBERT HARRIS,,1,1,1778,263,81,Reg 6292,,1,RO,
,289,960,G,10,24,1788,SAMUEL,ROGERR,SAMUEL ROGERR,,2,3,1780,56,54,do 6391,,1,RO,
,289,961,N,11,3,1788,JOHN,QUIN,JOHN QUIN,,9,6,1780,38,29,,,1,"Lo 97,905",
,289,962,P,11,3,1788,WILLIAM,KNOX,WILLIAM KNOX,,9,6,1780,66,22,,,1,"Lo 97,905",
,289,963,R,11,3,1788,MUSCOE,LIVINGSTON,MUSCOE LIVINGSTON,,1,25,1780,540,,Reg 6699,,1,RO,
,289,964,E,11,7,1788,SAMUEL,LAMBERT,SAMUEL LAMBERT,,5,25,1780,65,74,,,1,99,
,289,965,G,11,10,1788,MILER PENNINGTON,,MILER PENNINGTON,,1,1,1778,553,,,,1,463,
,290,966,N,11,12,1788,BENJAMIN,CRAWFORD,BENJAMIN CRAWFORD,,7,11,1780,110,15,Reg 6307,,1,RO,
,290,967,P,11,15,1788,DANIEL SHERE,,DANIEL SHERE,,10,6,1777,263,34,,,1,"Lo 133,429",
,290,968,D,11,15,1788,DANIEL SHERE,,,,8,5,1781,429,,,,1,"Lo 133,429",
,290,969,E,11,15,1788,LUKE,MATTHEWMAN,LUKE MATTHEWMAN,,3,1,1779,91,85,Reg 6307,,1,RO,
,290,970,G,11,17,1788,JAMES,MC MULLEN,JAMES MC MULLEN,,1,1,1778,71,,Reg 6382,,1,RO,
,290,971,N,11,21,1788,WILLIAM,ASH,WILLIAM ASH,,3,1,1783,1607,27,,,1,RO,
,290,972,P,11,21,1788,EDE,VANNEVAR,EDE VANNEVAR,,1,1,1778,58,14,,,1,74,Name not sure
,290,973,R,11,28,1788,JOHN,GREENE,JOHN GREENE,,8,21,1778,555,39,,,1,1371,
,290,974,N,11,30,1788,ELIPH,DOWNER,ELIPH DOWNER,,1,1,1778,66,8,,,1,125,
,290,975,P,11,30,1788,J MC NESBITT & CO,,J MC NESBITT & CO,,1,15,1781,197,54,,,1,"Lo 116,576",
,290,976,H,12,2,1788,HENRY,JOHNSON,HENRY JOHNSON,,1,1,1778,387,64,,,1,RO,
,290,977,I,12,2,1788,HENRY,JOHNSON,,,1,25,1780,629,29,,,1,RO,
,290,978,L,12,2,1788,WILLIAM,RUSSELL DECEASED,WILLIAM RUSSELL DECEASED,,1,1,1778,71,,Reg 6513,,1,RO,
,292,979,A,12,22,1788,GEORGE,RICHARDS,GEORGE RICHARDS,,9,1,1779,714,,Reg 6386,,1,RO,
,292,980,B,12,22,1788,GEORGE,RICHARDS,,,9,1,1780,636,16,,,1,RO,
,292,981,C,12,23,1788,JONAS,KATZ,JONAS KATZ,,1,1,1778,148,,,,1,1229,
,292,982,H,1,30,1789,THOMAS,CONNER,THOMAS CONNER,,2,11,1781,73,38,,,1,N 110,
,292,983,I,2,16,1789,JOSEPH,SMITH,JOSEPH SMITH,,11,20,1781,138,8,,,1,N 76,
,292,984,L,2,27,1789,LANCASTER,BURLING,LANCASTER BURLING,,7,1,1779,60,,,,1,758,
,292,985,A,2,28,1789,LANCASTER,BURLING,,,7,1,1777,547,45,Reg 6540,,1,RO,
,292,986,B,2,28,1789,STEPHEN,SEAMAN,STEPHEN SEAMAN,,7,1,1777,547,45,Reg 6554,,1,RO,
,292,987,C,3,6,1789,JOHN SHIMMER,,JOHN SHIMMER,,9,23,1781,700,,do 6753,,1,RO,
,292,988,H,3,6,1789,THOMAS,REESE,THOMAS REESE,,4,22,1781,96,33,Reg 6544,,1,RO,
,292,989,I,3,6,1789,GEORGE,ROBINSON,GEORGE ROBINSON,,2,11,1781,23,27,,,1,N 1,
,292,990,L,3,14,1789,MOSES,GITT,MOSES GITT,,12,1,1780,3143,18,Reg 6773,,1,RO,
,292,991,A,3,26,1789,JOHN,FITZGERALD,JOHN FITZGERALD,,9,6,1780,66,65,,,1,823,
,293,992,B,3,26,1789,WILLIAM H,WATTLES,WILLIAM H WATTLES,,4,1,1781,227,75,Reg 6570,,1,RO,
,293,993,C,3,30,1789,WILLIAM,WINDER,WILLIAM WINDER,,8,1,1782,73,30,,,1,"Lo 36,52",
,293,994,H,3,31,1789,LUKE,MATTHEWMAN,LUKE MATTHEWMAN,,2,2,1780,180,,,,1,RO,
,293,995,I,4,16,1789,JOHN,LUDLOW,JOHN LUDLOW,,10,1,1781,21,66,,,1,90,
,293,996,L,5,6,1789,NATHANIEL SHAW,,NATHANIEL SHAW,,1,1,1779,1000,,Reg 6599,,1,RO,
,293,997,A,5,6,1789,NATHANIEL SHAW,,,,1,1,1779,1000,,Reg 6599,,1,RO,
,293,998,B,5,6,1789,NATHANIEL SHAW,,,,1,1,1779,1000,,Reg 6599,,1,RO,
,293,999,C,5,6,1789,NATHANIEL SHAW,,,,1,1,1779,1000,,Reg 6599,,1,RO,
,293,1000,H,5,6,1789,NATHANIEL SHAW,,,,1,1,1779,1000,,Reg 6599,,1,RO,
,293,1001,I,5,6,1789,NATHANIEL SHAW,,,,1,1,1779,1000,,Reg 6599,,1,RO,
,293,1002,L,5,6,1789,NATHANIEL SHAW,,,,1,1,1779,1000,,Reg 6599,,1,RO,
,293,1003,A,5,6,1789,NATHANIEL SHAW,,,,1,1,1779,1000,,Reg 6599,,1,RO,
,293,1004,B,5,6,1789,NATHANIEL SHAW,,,,1,1,1779,1000,,Reg 6599,,1,RO,
,293,1005,C,5,6,1789,NATHANIEL SHAW,,,,1,1,1779,762,,Reg 6599,,1,RO,
,294,1006,D,5,7,1789,MOSES,BUSH,MOSES BUSH,,11,1,1780,133,21,,,,,
,294,1007,E,5,18,1789,ROBERT,FORD,ROBERT FORD,,3,19,1780,262,31,,,1,RO,
,294,1008,G,5,18,1789,HENRY,JOHNSON,HENRY JOHNSON,,1,1,1778,268,42,,,1,"Lo 137,1336",
,294,1009,N,5,26,1789,WILLIAM,SMITH,WILLIAM SMITH,,6,1,1780,636,72,,,1,281,
,294,1010,P,5,28,1789,JAMES,ODELL,JAMES ODELL,,1,1,1778,216,67,Reg 6768,,1,RO,
NaN,294,1201,H,4,28,1789,HOOV AND HARRISON,NAN,HOOV AND HARRISON NAN,NaN,6,1,1780,313,18,,,1,"Lo 25,139",
,Issues by Benjamin Walter as commissioner for settling the accounts of the Secret and commercial committee,,,,,,,,,,,,,SUM(N13:N777)+SUM(O13:O777)/90,41,,,,,
