row_id,state_data,state_data_index,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,Name,First Name,Last Name,new_town,county,new_state,country,geo_level,6p_total,6p_def_total,3p_total,suspicious_row,suspicious_reason
535,NY,556,,,,,276.0,92.0,,NY,,Peter Gansevoort,,,,,NY,US,state,0.0,0.0,276.92,True,More than 25% missing; 
536,NY,557,,,,,276.0,92.0,,NY,,Peter Gansevoort,,,,,NY,US,state,0.0,0.0,276.92,True,More than 25% missing; 
537,NY,558,,,,,342.0,76.0,,NY,,Isaac and Henry Truax,,,,,NY,US,state,0.0,0.0,342.76,True,More than 25% missing; 
538,NY,559,,,,,319.0,19.0,,NY,,Isaac and Henry Truax,,,,,NY,US,state,0.0,0.0,319.19,True,More than 25% missing; 
539,NY,560,,,,,3000.0,0.0,,NY,,William Rogers,,,,,NY,US,state,0.0,0.0,3000.0,True,More than 25% missing; 
540,NY,561,,,,,263.0,84.0,,NY,,Elias Bayley Dayton,,,,,NY,US,state,0.0,0.0,263.84,True,More than 25% missing; 
541,NY,562,,,,,151.0,73.0,,NY,,Elias Bayley Dayton,,,,,NY,US,state,0.0,0.0,151.73,True,More than 25% missing; 
542,NY,563,,,,,3192.0,90.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,3192.9,True,More than 25% missing; 
543,NY,564,,,,,978.0,96.0,,NY,,Israel Canfield,,,,,NY,US,state,0.0,0.0,978.96,True,More than 25% missing; 
544,NY,565,,,,,783.0,26.0,,NY,,John C Wynkoop,,,,,NY,US,state,0.0,0.0,783.26,True,More than 25% missing; 
545,NY,566,,,,,945.0,59.0,,NY,,Stephen Lush,,,,,NY,US,state,0.0,0.0,945.59,True,More than 25% missing; 
546,NY,567,,,,,2477.0,14.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,2477.14,True,More than 25% missing; 
547,NY,568,,,,,1224.0,71.0,,NY,,Solomon Peter del Hastet,,,,,NY,US,state,0.0,0.0,1224.71,True,More than 25% missing; 
548,NY,569,,,,,43.0,20.0,,NY,,Nicholas Low,,,,,NY,US,state,0.0,0.0,43.2,True,More than 25% missing; 
549,NY,570,,,,,1500.0,10.0,,NY,,John Collin,,,,,NY,US,state,0.0,0.0,1500.1,True,More than 25% missing; 
550,NY,571,,,,,1611.0,74.0,,NY,,James Van Haesen,,,,,NY,US,state,0.0,0.0,1611.74,True,More than 25% missing; 
551,NY,572,,,,,285.0,24.0,,NY,,Thomas Ellison,,,,,NY,US,state,0.0,0.0,285.24,True,More than 25% missing; 
552,NY,573,,,,,1256.0,27.0,,NY,,John Ellison,,,,,NY,US,state,0.0,0.0,1256.27,True,More than 25% missing; 
553,NY,574,,,,,3011.0,90.0,,NY,,William Ellison,,,,,NY,US,state,0.0,0.0,3011.9,True,More than 25% missing; 
554,NY,575,,,,,609.0,23.0,,NY,,Thomas McEuen,,,,,NY,US,state,0.0,0.0,609.23,True,More than 25% missing; 
555,NY,576,,,,,39.0,77.0,,NY,,Elias Dayton,,,,,NY,US,state,0.0,0.0,39.77,True,More than 25% missing; 
556,NY,577,,,,,180.0,84.0,,NY,,Daniel Penfield,,,,,NY,US,state,0.0,0.0,180.84,True,More than 25% missing; 
557,NY,578,,,,,2732.0,14.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,2732.14,True,More than 25% missing; 
558,NY,579,,,,,3785.0,90.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,3785.9,True,More than 25% missing; 
559,NY,580,,,,,177.0,22.0,,NY,,Sarah Rogers,,,,,NY,US,state,0.0,0.0,177.22,True,More than 25% missing; 
560,NY,581,,,,,142.0,46.0,,NY,,Christopher Meng,,,,,NY,US,state,0.0,0.0,142.46,True,More than 25% missing; 
561,NY,582,,,,,90.0,75.0,,NY,,Christopher Meng,,,,,NY,US,state,0.0,0.0,90.75,True,More than 25% missing; 
562,NY,583,,,,,7379.0,62.0,,NY,,William Rogers,,,,,NY,US,state,0.0,0.0,7379.62,True,More than 25% missing; 
563,NY,584,,,,,5090.0,44.0,,NY,,William Rogers,,,,,NY,US,state,0.0,0.0,5090.44,True,More than 25% missing; 
564,NY,585,,,,,2421.0,52.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,2421.52,True,More than 25% missing; 
565,NY,586,,,,,1153.0,2.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,1153.02,True,More than 25% missing; 
566,NY,587,,,,,346.0,32.0,,NY,,David Wolfe,,,,,NY,US,state,0.0,0.0,346.32,True,More than 25% missing; 
567,NY,588,,,,,759.0,1.0,,NY,,David Wolfe,,,,,NY,US,state,0.0,0.0,759.01,True,More than 25% missing; 
568,NY,589,,,,,8785.0,6.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,8785.06,True,More than 25% missing; 
569,NY,590,,,,,3211.0,9.0,,NY,,William Rogers,,,,,NY,US,state,0.0,0.0,3211.09,True,More than 25% missing; 
570,NY,591,,,,,461.0,20.0,,NY,,Patrick Kennan,,,,,NY,US,state,0.0,0.0,461.2,True,More than 25% missing; 
571,NY,592,,,,,233.0,11.0,,NY,,Bastian T Vissher,,,,,NY,US,state,0.0,0.0,233.11,True,More than 25% missing; 
572,NY,593,,,,,741.0,0.0,,NY,,Daniel Badcock,,,,,NY,US,state,0.0,0.0,741.0,True,More than 25% missing; 
573,NY,594,,,,,783.0,81.0,,NY,,Daniel Badcock,,,,,NY,US,state,0.0,0.0,783.81,True,More than 25% missing; 
574,NY,595,,,,,1743.0,21.0,,NY,,Elijah Hunter,,,,,NY,US,state,0.0,0.0,1743.21,True,More than 25% missing; 
575,NY,596,,,,,31.0,51.0,,NY,,James Hill,,,,,NY,US,state,0.0,0.0,31.51,True,More than 25% missing; 
576,NY,597,,,,,90.0,29.0,,NY,,James Hill,,,,,NY,US,state,0.0,0.0,90.29,True,More than 25% missing; 
577,NY,598,,,,,1296.0,60.0,,NY,,John Dennis,,,,,NY,US,state,0.0,0.0,1296.6,True,More than 25% missing; 
578,NY,599,,,,,13278.0,8.0,,NY,,Charles Shaw,,,,,NY,US,state,0.0,0.0,13278.08,True,More than 25% missing; 
579,NY,600,,,,,1745.0,1.0,,NY,,George Scriba,,,,,NY,US,state,0.0,0.0,1745.01,True,More than 25% missing; 
580,NY,601,,,,,1231.0,17.0,,NY,,Charles Shaw,,,,,NY,US,state,0.0,0.0,1231.17,True,More than 25% missing; 
581,NY,602,,,,,228.0,58.0,,NY,,Nicholas Bogardus,,,,,NY,US,state,0.0,0.0,228.58,True,More than 25% missing; 
582,NY,603,,,,,9.0,6.0,,NY,,Edward Dunscomb,,,,,NY,US,state,0.0,0.0,9.06,True,More than 25% missing; 
583,NY,604,,,,,1050.0,0.0,,NY,,Jonathan Dayton,,,,,NY,US,state,0.0,0.0,1050.0,True,More than 25% missing; 
584,NY,605,,,,,1115.0,65.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,1115.65,True,More than 25% missing; 
585,NY,606,,,,,5470.0,35.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,5470.35,True,More than 25% missing; 
586,NY,607,,,,,68.0,42.0,,NY,,Isaac Backer,,,,,NY,US,state,0.0,0.0,68.42,True,More than 25% missing; 
587,NY,608,,,,,144.0,59.0,,NY,,Christopher A Yates,,,,,NY,US,state,0.0,0.0,144.59,True,More than 25% missing; 
588,NY,609,,,,,216.0,0.0,,NY,,Catherine Bradford,,,,,NY,US,state,0.0,0.0,216.0,True,More than 25% missing; 
589,NY,610,,,,,479.0,19.0,,NY,,Catherine Branford,,,,,NY,US,state,0.0,0.0,479.19,True,More than 25% missing; 
590,NY,611,,,,,60167.0,60.0,,NY,,Gerard Bancker,,,,,NY,US,state,0.0,0.0,60167.6,True,More than 25% missing; 
591,NY,612,,,,,730.0,76.0,,NY,,James F Sebor and Co,,,,,NY,US,state,0.0,0.0,730.76,True,More than 25% missing; 
592,NY,613,,,,,7225.0,88.0,,NY,,James F Sebor and Co,,,,,NY,US,state,0.0,0.0,7225.88,True,More than 25% missing; 
593,NY,614,,,,,366.0,30.0,,NY,,John R Livingston,,,,,NY,US,state,0.0,0.0,366.3,True,More than 25% missing; 
594,NY,615,,,,,1951.0,6.0,,NY,,Thomas McEuen,,,,,NY,US,state,0.0,0.0,1951.06,True,More than 25% missing; 
595,NY,616,,,,,1115.0,41.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,1115.41,True,More than 25% missing; 
596,NY,617,,,,,3174.0,42.0,,NY,,Thomas McEuen,,,,,NY,US,state,0.0,0.0,3174.42,True,More than 25% missing; 
597,NY,618,,,,,186.0,16.0,,NY,,Thomas McEuen,,,,,NY,US,state,0.0,0.0,186.16,True,More than 25% missing; 
598,NY,619,,,,,2693.0,33.0,,NY,,Jonas Wade,,,,,NY,US,state,0.0,0.0,2693.33,True,More than 25% missing; 
599,NY,620,,,,,3574.0,91.0,,NY,,James F Sebor and Co,,,,,NY,US,state,0.0,0.0,3574.91,True,More than 25% missing; 
600,NY,621,,,,,121.0,26.0,,NY,,George Lewis,,,,,NY,US,state,0.0,0.0,121.26,True,More than 25% missing; 
601,NY,622,,,,,8725.0,77.0,,NY,,George Lewis,,,,,NY,US,state,0.0,0.0,8725.77,True,More than 25% missing; 
602,NY,623,,,,,2163.0,97.0,,NY,,George Douglass,,,,,NY,US,state,0.0,0.0,2163.97,True,More than 25% missing; 
603,NY,624,,,,,5310.0,34.0,,NY,,George Service,,,,,NY,US,state,0.0,0.0,5310.34,True,More than 25% missing; 
604,NY,625,,,,,3.0,15.0,,NY,,George Service,,,,,NY,US,state,0.0,0.0,3.15,True,More than 25% missing; 
605,NY,626,,,,,168.0,56.0,,NY,,Francis Childs,,,,,NY,US,state,0.0,0.0,168.56,True,More than 25% missing; 
606,NY,627,,,,,127.0,50.0,,NY,,Ananias Cooper,,,,,NY,US,state,0.0,0.0,127.5,True,More than 25% missing; 
607,NY,628,,,,,43.0,32.0,,NY,,Ananias Cooper,,,,,NY,US,state,0.0,0.0,43.32,True,More than 25% missing; 
608,NY,629,,,,,2198.0,35.0,,NY,,Andrew Craigie,,,,,NY,US,state,0.0,0.0,2198.35,True,More than 25% missing; 
609,NY,630,,,,,2220.0,59.0,,NY,,Ann Simonton,,,,,NY,US,state,0.0,0.0,2220.59,True,More than 25% missing; 
610,NY,631,,,,,131.0,22.0,,NY,,John Tryon,,,,,NY,US,state,0.0,0.0,131.22,True,More than 25% missing; 
611,NY,632,,,,,240.0,88.0,,NY,,John Close,,,,,NY,US,state,0.0,0.0,240.88,True,More than 25% missing; 
612,NY,633,,,,,309.0,34.0,,NY,,Benjamin Hicks,,,,,NY,US,state,0.0,0.0,309.34,True,More than 25% missing; 
613,NY,634,,,,,824.0,29.0,,NY,,David Collins,,,,,NY,US,state,0.0,0.0,824.29,True,More than 25% missing; 
614,NY,635,,,,,4532.0,82.0,,NY,,John Augustus Graham,,,,,NY,US,state,0.0,0.0,4532.82,True,More than 25% missing; 
615,NY,636,,,,,32.0,21.0,,NY,,Joseph Cahoon,,,,,NY,US,state,0.0,0.0,32.21,True,More than 25% missing; 
616,NY,637,,,,,938.0,23.0,,NY,,Leonard D Nicoll,,,,,NY,US,state,0.0,0.0,938.23,True,More than 25% missing; 
617,NY,638,,,,,1673.0,82.0,,NY,,James Miles Hughes,,,,,NY,US,state,0.0,0.0,1673.82,True,More than 25% missing; 
618,NY,639,,,,,515.0,70.0,,NY,,John Delafield,,,,,NY,US,state,0.0,0.0,515.7,True,More than 25% missing; 
619,NY,640,,,,,1379.0,30.0,,NY,,Enoch Leonard,,,,,NY,US,state,0.0,0.0,1379.3,True,More than 25% missing; 
620,NY,641,,,,,104.0,52.0,,NY,,Wouter Knickerbacker,,,,,NY,US,state,0.0,0.0,104.52,True,More than 25% missing; 
621,NY,642,,,,,576.0,89.0,,NY,,Allada VanVeghter,,,,,NY,US,state,0.0,0.0,576.89,True,More than 25% missing; 
622,NY,643,,,,,590.0,69.0,,NY,,Cornelius VamVeghter,,,,,NY,US,state,0.0,0.0,590.69,True,More than 25% missing; 
623,NY,644,,,,,636.0,52.0,,NY,,Michael Brooks,,,,,NY,US,state,0.0,0.0,636.52,True,More than 25% missing; 
624,NY,645,,,,,269.0,29.0,,NY,,Daniel Penfield,,,,,NY,US,state,0.0,0.0,269.29,True,More than 25% missing; 
625,NY,646,,,,,246.0,11.0,,NY,,Garreet Merseilles,,,,,NY,US,state,0.0,0.0,246.11,True,More than 25% missing; 
626,NY,647,,,,,136.0,72.0,,NY,,James Edwards,,,,,NY,US,state,0.0,0.0,136.72,True,More than 25% missing; 
627,NY,648,,,,,241.0,87.0,,NY,,James Carter,,,,,NY,US,state,0.0,0.0,241.87,True,More than 25% missing; 
628,NY,649,,,,,133.0,13.0,,NY,,David Crane,,,,,NY,US,state,0.0,0.0,133.13,True,More than 25% missing; 
629,NY,650,,,,,2740.0,66.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,2740.66,True,More than 25% missing; 
630,NY,651,,,,,375.0,43.0,,NY,,William Johnson,,,,,NY,US,state,0.0,0.0,375.43,True,More than 25% missing; 
631,NY,652,,,,,420.0,0.0,,NY,,Catherine Cox,,,,,NY,US,state,0.0,0.0,420.0,True,More than 25% missing; 
632,NY,653,,,,,1260.0,0.0,,NY,,Catherine Cox,,,,,NY,US,state,0.0,0.0,1260.0,True,More than 25% missing; 
633,NY,654,,,,,520.0,55.0,,NY,,Manasseh Salter,,,,,NY,US,state,0.0,0.0,520.55,True,More than 25% missing; 
634,NY,655,,,,,964.0,68.0,,NY,,Thomas Mullett,,,,,NY,US,state,0.0,0.0,964.68,True,More than 25% missing; 
635,NY,656,,,,,3276.0,31.0,,NY,,Samuel Franklin,,,,,NY,US,state,0.0,0.0,3276.31,True,More than 25% missing; 
636,NY,657,,,,,1738.0,11.0,,NY,,Jesse Woodhull,,,,,NY,US,state,0.0,0.0,1738.11,True,More than 25% missing; 
637,NY,658,,,,,111.0,27.0,,NY,,Robert C Johnson,,,,,NY,US,state,0.0,0.0,111.27,True,More than 25% missing; 
638,NY,659,,,,,34.0,79.0,,NY,,Robert C Johnson,,,,,NY,US,state,0.0,0.0,34.79,True,More than 25% missing; 
639,NY,660,,,,,311.0,78.0,,NY,,Thomas Biggs,,,,,NY,US,state,0.0,0.0,311.78,True,More than 25% missing; 
640,NY,661,,,,,197.0,47.0,,NY,,James Hill,,,,,NY,US,state,0.0,0.0,197.47,True,More than 25% missing; 
641,NY,662,,,,,716.0,12.0,,NY,,Alexander Zuntz,,,,,NY,US,state,0.0,0.0,716.12,True,More than 25% missing; 
642,NY,663,,,,,1667.0,46.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,1667.46,True,More than 25% missing; 
643,NY,664,,,,,336.0,20.0,,NY,,John Mowatt,,,,,NY,US,state,0.0,0.0,336.2,True,More than 25% missing; 
644,NY,665,,,,,156.0,36.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,156.36,True,More than 25% missing; 
645,NY,666,,,,,252.0,13.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,252.13,True,More than 25% missing; 
646,NY,667,,,,,578.0,44.0,,NY,,John C Shaw,,,,,NY,US,state,0.0,0.0,578.44,True,More than 25% missing; 
647,NY,668,,,,,1534.0,12.0,,NY,,Charles Shaw,,,,,NY,US,state,0.0,0.0,1534.12,True,More than 25% missing; 
648,NY,669,,,,,4419.0,41.0,,NY,,Charles Shaw,,,,,NY,US,state,0.0,0.0,4419.41,True,More than 25% missing; 
649,NY,670,,,,,435.0,70.0,,NY,,Anthony Ten Eyck,,,,,NY,US,state,0.0,0.0,435.7,True,More than 25% missing; 
650,NY,671,,,,,955.0,71.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,955.71,True,More than 25% missing; 
651,NY,672,,,,,112.0,60.0,,NY,,John Tayler,,,,,NY,US,state,0.0,0.0,112.6,True,More than 25% missing; 
652,NY,673,,,,,470.0,59.0,,NY,,Margaret Low,,,,,NY,US,state,0.0,0.0,470.59,True,More than 25% missing; 
653,NY,674,,,,,1294.0,22.0,,NY,,Benjamin S Judah,,,,,NY,US,state,0.0,0.0,1294.22,True,More than 25% missing; 
654,NY,675,,,,,79.0,84.0,,NY,,James H Kip,,,,,NY,US,state,0.0,0.0,79.84,True,More than 25% missing; 
655,NY,676,,,,,293.0,98.0,,NY,,Daniel Ludlow,,,,,NY,US,state,0.0,0.0,293.98,True,More than 25% missing; 
656,NY,677,,,,,2150.0,56.0,,NY,,Caleb Parkhurst,,,,,NY,US,state,0.0,0.0,2150.56,True,More than 25% missing; 
657,NY,678,,,,,5000.0,0.0,,NY,,John Dewhurst,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
658,NY,679,,,,,7703.0,38.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,7703.38,True,More than 25% missing; 
659,NY,680,,,,,1591.0,5.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,1591.05,True,More than 25% missing; 
660,NY,681,,,,,4002.0,35.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,4002.35,True,More than 25% missing; 
661,NY,682,,,,,144.0,96.0,,NY,,Robert Gilchrist,,,,,NY,US,state,0.0,0.0,144.96,True,More than 25% missing; 
662,NY,683,,,,,70.0,56.0,,NY,,Robert Gilchrist,,,,,NY,US,state,0.0,0.0,70.56,True,More than 25% missing; 
663,NY,684,,,,,1489.0,94.0,,NY,,James Duncan,,,,,NY,US,state,0.0,0.0,1489.94,True,More than 25% missing; 
664,NY,685,,,,,2303.0,25.0,,NY,,Charles Shaw,,,,,NY,US,state,0.0,0.0,2303.25,True,More than 25% missing; 
665,NY,686,,,,,576.0,0.0,,NY,,William Rogers,,,,,NY,US,state,0.0,0.0,576.0,True,More than 25% missing; 
666,NY,687,,,,,7018.0,68.0,,NY,,Abijah Hammond,,,,,NY,US,state,0.0,0.0,7018.68,True,More than 25% missing; 
667,NY,688,,,,,1474.0,60.0,,NY,,George Service,,,,,NY,US,state,0.0,0.0,1474.6,True,More than 25% missing; 
668,NY,689,,,,,10.0,26.0,,NY,,Dominick Lynch,,,,,NY,US,state,0.0,0.0,10.26,True,More than 25% missing; 
669,NY,690,,,,,180.0,62.0,,NY,,Dominick Lynch,,,,,NY,US,state,0.0,0.0,180.62,True,More than 25% missing; 
670,NY,691,,,,,8.0,93.0,,NY,,Peter Schermerhorne,,,,,NY,US,state,0.0,0.0,8.93,True,More than 25% missing; 
671,NY,692,,,,,3517.0,45.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,3517.45,True,More than 25% missing; 
672,NY,693,,,,,1715.0,77.0,,NY,,Isaac Roosevelt,,,,,NY,US,state,0.0,0.0,1715.77,True,More than 25% missing; 
673,NY,694,,,,,2439.0,51.0,,NY,,Richard Platt,,,,,NY,US,state,0.0,0.0,2439.51,True,More than 25% missing; 
674,NY,695,,,,,2301.0,39.0,,NY,,Richard Platt,,,,,NY,US,state,0.0,0.0,2301.39,True,More than 25% missing; 
675,NY,696,,,,,161.0,20.0,,NY,,Nicholas Fisher,,,,,NY,US,state,0.0,0.0,161.2,True,More than 25% missing; 
676,NY,697,,,,,1413.0,7.0,,NY,,Seth Johnson,,,,,NY,US,state,0.0,0.0,1413.07,True,More than 25% missing; 
677,NY,698,,,,,175.0,14.0,,NY,,George Denniston,,,,,NY,US,state,0.0,0.0,175.14,True,More than 25% missing; 
678,NY,699,,,,,111.0,49.0,,NY,,Fredrick Fox,,,,,NY,US,state,0.0,0.0,111.49,True,More than 25% missing; 
679,NY,700,,,,,900.0,0.0,,NY,,Jacob Helmolt,,,,,NY,US,state,0.0,0.0,900.0,True,More than 25% missing; 
680,NY,701,,,,,2048.0,53.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,2048.53,True,More than 25% missing; 
681,NY,702,,,,,575.0,55.0,,NY,,Matthew Trotter,,,,,NY,US,state,0.0,0.0,575.55,True,More than 25% missing; 
682,NY,703,,,,,996.0,69.0,,NY,,Benjamin Seixas,,,,,NY,US,state,0.0,0.0,996.69,True,More than 25% missing; 
683,NY,704,,,,,474.0,57.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,474.57,True,More than 25% missing; 
684,NY,705,,,,,88.0,11.0,,NY,,James Walker,,,,,NY,US,state,0.0,0.0,88.11,True,More than 25% missing; 
685,NY,706,,,,,28.0,28.0,,NY,,Johannis Smith,,,,,NY,US,state,0.0,0.0,28.28,True,More than 25% missing; 
686,NY,707,,,,,491.0,4.0,,NY,,Johannis Jansen,,,,,NY,US,state,0.0,0.0,491.04,True,More than 25% missing; 
687,NY,708,,,,,1715.0,83.0,,NY,,Jeffrey Smith,,,,,NY,US,state,0.0,0.0,1715.83,True,More than 25% missing; 
688,NY,709,,,,,2626.0,0.0,,NY,,Charles Shaw,,,,,NY,US,state,0.0,0.0,2626.0,True,More than 25% missing; 
689,NY,710,,,,,2766.0,23.0,,NY,,Thomas Eddy,,,,,NY,US,state,0.0,0.0,2766.23,True,More than 25% missing; 
690,NY,711,,,,,1737.0,0.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,1737.0,True,More than 25% missing; 
691,NY,712,,,,,3990.0,90.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,3990.9,True,More than 25% missing; 
692,NY,713,,,,,165.0,13.0,,NY,,William Douglass,,,,,NY,US,state,0.0,0.0,165.13,True,More than 25% missing; 
693,NY,714,,,,,708.0,18.0,,NY,,George Ludlow,,,,,NY,US,state,0.0,0.0,708.18,True,More than 25% missing; 
694,NY,715,,,,,680.0,21.0,,NY,,Elisha Boudinot,,,,,NY,US,state,0.0,0.0,680.21,True,More than 25% missing; 
695,NY,716,,,,,105.0,,,NY,,Caleb Camp,,,,,NY,US,state,0.0,0.0,105.0,True,More than 25% missing; 
696,NY,717,,,,,360.0,0.0,,NY,,Samuel Delaplaine,,,,,NY,US,state,0.0,0.0,360.0,True,More than 25% missing; 
697,NY,718,,,,,66.0,11.0,,NY,,Robert Gilchrist,,,,,NY,US,state,0.0,0.0,66.11,True,More than 25% missing; 
698,NY,719,,,,,159.0,52.0,,NY,,Robert Gilchrist,,,,,NY,US,state,0.0,0.0,159.52,True,More than 25% missing; 
699,NY,720,,,,,14999.0,63.0,,NY,,Jacob Le Roy and Son,,,,,NY,US,state,0.0,0.0,14999.63,True,More than 25% missing; 
700,NY,721,,,,,117.0,60.0,,NY,,Stephen Hart,,,,,NY,US,state,0.0,0.0,117.6,True,More than 25% missing; 
701,NY,722,,,,,45.0,88.0,,NY,,Peter Gansevoort,,,,,NY,US,state,0.0,0.0,45.88,True,More than 25% missing; 
702,NY,723,,,,,142.0,31.0,,NY,,Walter Buchanan,,,,,NY,US,state,0.0,0.0,142.31,True,More than 25% missing; 
703,NY,724,,,,,3797.0,17.0,,NY,,Joseph Lewis,,,,,NY,US,state,0.0,0.0,3797.17,True,More than 25% missing; 
704,NY,725,,,,,2666.0,67.0,,NY,,Charles and J Shaw,,,,,NY,US,state,0.0,0.0,2666.67,True,More than 25% missing; 
705,NY,726,,,,,19988.0,0.0,,NY,,H and S Johnson,,,,,NY,US,state,0.0,0.0,19988.0,True,More than 25% missing; 
706,NY,727,,,,,3217.0,39.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,3217.39,True,More than 25% missing; 
707,NY,728,,,,,1782.0,61.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,1782.61,True,More than 25% missing; 
708,NY,729,,,,,5000.0,0.0,,NY,,Thomas H Perkins,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
709,NY,730,,,,,903.0,3.0,,NY,,Leonard Bleecker,,,,,NY,US,state,0.0,0.0,903.03,True,More than 25% missing; 
710,NY,731,,,,,85.0,19.0,,NY,,H and S Johnson and Co,,,,,NY,US,state,0.0,0.0,85.19,True,More than 25% missing; 
711,NY,732,,,,,164.0,86.0,,NY,,Amasa Keyes,,,,,NY,US,state,0.0,0.0,164.86,True,More than 25% missing; 
712,NY,733,,,,,1678.0,36.0,,NY,,James F Sebor and Co,,,,,NY,US,state,0.0,0.0,1678.36,True,More than 25% missing; 
713,NY,734,,,,,129.0,0.0,,NY,,John Fondey,,,,,NY,US,state,0.0,0.0,129.0,True,More than 25% missing; 
714,NY,735,,,,,541.0,0.0,,NY,,Richard Platt,,,,,NY,US,state,0.0,0.0,541.0,True,More than 25% missing; 
715,NY,736,,,,,3254.0,65.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,3254.65,True,More than 25% missing; 
716,NY,737,,,,,179.0,98.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,179.98,True,More than 25% missing; 
717,NY,738,,,,,1861.0,52.0,,NY,,Daniel Badcock,,,,,NY,US,state,0.0,0.0,1861.52,True,More than 25% missing; 
718,NY,739,,,,,467.0,71.0,,NY,,Daniel Badcock,,,,,NY,US,state,0.0,0.0,467.71,True,More than 25% missing; 
719,NY,740,,,,,41.0,53.0,,NY,,Cornelius Van der Bergh,,,,,NY,US,state,0.0,0.0,41.53,True,More than 25% missing; 
720,NY,741,,,,,7000.0,0.0,,NY,,Thomas H Perkins,,,,,NY,US,state,0.0,0.0,7000.0,True,More than 25% missing; 
721,NY,742,,,,,7319.0,78.0,,NY,,John Stevens,,,,,NY,US,state,0.0,0.0,7319.78,True,More than 25% missing; 
722,NY,743,,,,,2894.0,94.0,,NY,,George Lewis,,,,,NY,US,state,0.0,0.0,2894.94,True,More than 25% missing; 
723,NY,744,,,,,2306.0,10.0,,NY,,Paschal N Smith,,,,,NY,US,state,0.0,0.0,2306.1,True,More than 25% missing; 
724,NY,745,,,,,47.0,19.0,,NY,,Alexander Stewart,,,,,NY,US,state,0.0,0.0,47.19,True,More than 25% missing; 
725,NY,746,,,,,65.0,94.0,,NY,,John Sullivan,,,,,NY,US,state,0.0,0.0,65.94,True,More than 25% missing; 
726,NY,747,,,,,208.0,42.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,208.42,True,More than 25% missing; 
727,NY,748,,,,,473.0,2.0,,NY,,John Mowatt,,,,,NY,US,state,0.0,0.0,473.02,True,More than 25% missing; 
728,NY,749,,,,,27.0,24.0,,NY,,John Mowatt,,,,,NY,US,state,0.0,0.0,27.24,True,More than 25% missing; 
729,NY,750,,,,,201.0,81.0,,NY,,Daniel Penfield,,,,,NY,US,state,0.0,0.0,201.81,True,More than 25% missing; 
730,NY,751,,,,,941.0,17.0,,NY,,Daniel Penfield,,,,,NY,US,state,0.0,0.0,941.17,True,More than 25% missing; 
731,NY,752,,,,,47.0,52.0,,NY,,William Irving,,,,,NY,US,state,0.0,0.0,47.52,True,More than 25% missing; 
732,NY,753,,,,,804.0,91.0,,NY,,Lucas Elmondorph,,,,,NY,US,state,0.0,0.0,804.91,True,More than 25% missing; 
733,NY,754,,,,,1727.0,72.0,,NY,,Andrew Craigie,,,,,NY,US,state,0.0,0.0,1727.72,True,More than 25% missing; 
734,NY,755,,,,,494.0,51.0,,NY,,James Jay,,,,,NY,US,state,0.0,0.0,494.51,True,More than 25% missing; 
735,NY,756,,,,,516.0,14.0,,NY,,Peter J Vosburgh,,,,,NY,US,state,0.0,0.0,516.14,True,More than 25% missing; 
736,NY,757,,,,,382.0,92.0,,NY,,Abraham J Van Alstyne,,,,,NY,US,state,0.0,0.0,382.92,True,More than 25% missing; 
