row_id,state_data,state_data_index,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,Name,First Name,Last Name,new_town,county,new_state,country,geo_level,6p_total,6p_def_total,3p_total,suspicious_row,suspicious_reason
165,MD,608,,,640.0,77.0,,,Annapolis,MD,,William Campbell,,,Annapolis,Anne Arundel County,MD,US,town,0.0,640.77,0.0,True,More than 25% missing; 
166,MD,609,,,689.0,6.0,,,Annapolis,MD,,John H Stone,,,Annapolis,Anne Arundel County,MD,US,town,0.0,689.06,0.0,True,More than 25% missing; 
167,MD,610,,,1050.0,47.0,,,Annapolis,MD,,Benjamin Harwood,,,Annapolis,Anne Arundel County,MD,US,town,0.0,1050.47,0.0,True,More than 25% missing; 
168,MD,611,,,1600.0,,,,Annapolis,MD,,Frederick Grammar,,,Annapolis,Anne Arundel County,MD,US,town,0.0,1600.0,0.0,True,More than 25% missing; 
169,MD,612,,,53.0,74.0,,,Annapolis,MD,,William Campbell,,,Annapolis,Anne Arundel County,MD,US,town,0.0,53.74,0.0,True,More than 25% missing; 
170,MD,613,,,2077.0,94.0,,,Annapolis,MD,,William Marbury,,,Annapolis,Anne Arundel County,MD,US,town,0.0,2077.94,0.0,True,More than 25% missing; 
171,MD,614,,,540.0,,,,,MD,,Ezekiel John Dorsey,,,,,MD,US,state,0.0,540.0,0.0,True,More than 25% missing; 
172,MD,615,,,18.0,80.0,,,,MD,,James Rowland,,,,,MD,US,state,0.0,18.8,0.0,True,More than 25% missing; 
173,MD,616,,,1479.0,68.0,5007.0,57.0,,MD,,The Estate of General Otto H Williams,,,,,MD,US,state,0.0,1479.68,5007.57,True,More than 25% missing; 
174,MD,617,,,,,2810.0,40.0,,MD,,Alexander Robinson,,,,,MD,US,state,0.0,0.0,2810.4,True,More than 25% missing; 
175,MD,619,,,,,72.0,82.0,,MD,,Thomas Horrell,,,,,MD,US,state,0.0,0.0,72.82,True,More than 25% missing; 
176,MD,620,,,,,23958.0,26.0,,MD,,James Scott,,,,,MD,US,state,0.0,0.0,23958.26,True,More than 25% missing; 
177,MD,621,,,,,7660.0,80.0,,MD,,James Scott,,,,,MD,US,state,0.0,0.0,7660.8,True,More than 25% missing; 
178,MD,622,,,,,1800.0,,,MD,,John Mason,,,,,MD,US,state,0.0,0.0,1800.0,True,More than 25% missing; 
179,MD,623,,,,,291.0,20.0,Baltimore County,MD,,Thomas Cockey Deye,,,Baltimore County,Baltimore County,MD,US,county,0.0,0.0,291.2,True,More than 25% missing; 
180,MD,624,,,,,1173.0,,,MD,,James Scott,,,,,MD,US,state,0.0,0.0,1173.0,True,More than 25% missing; 
181,MD,625,,,,,29.0,89.0,,MD,,James Rowland,,,,,MD,US,state,0.0,0.0,29.89,True,More than 25% missing; 
182,MD,626,,,,,2372.0,48.0,,MD,,John Gale,,,,,MD,US,state,0.0,0.0,2372.48,True,More than 25% missing; 
183,NC,3,85.0,25.0,42.0,62.0,41.0,82.0,Wayne County,NC,Merchant,Joseph Green,Joseph,Green,Wayne County,Wayne County,NC,US,county,85.25,42.62,41.82,True,Rare new_town; Rare town; Rare county; 
184,NC,14,1330.0,16.0,665.0,8.0,873.0,78.0,Tarborugh,NC,,John  Ingles,John ,Ingles,Tarboro,Edgecombe County,NC,US,town,1330.16,665.08,873.78,True,Rare new_town; Rare town; 
185,NC,19,15.0,30.0,7.0,65.0,,,Perquimans County,NC,,Robert Reddick,Robert,Reddick,Perquimans County,Perquimans County,NC,US,county,15.3,7.65,0.0,True,Rare new_town; Rare town; Rare county; 
186,NC,20,21.0,4.0,10.0,52.0,,,Mecklenburg County,NC,,Alexander Nelson,Alexander,Nelson,Mecklenburg County,Mecklenburg County,NC,US,county,21.04,10.52,0.0,True,Rare new_town; Rare town; Rare county; 
187,NC,22,81.0,80.0,40.0,89.0,,,Fayetteville,NC,,John Ingram,John,Ingram,Fayetteville,Cumberland County,NC,US,town,81.8,40.89,0.0,True,Rare new_town; Rare town; 
188,NC,25,458.0,54.0,229.0,26.0,512.0,50.0,Edgecombe County,NC,,Elnathan Tart,Elnathan,Tart,Edgecombe County,Edgecombe County,NC,US,county,458.54,229.26,512.5,True,Rare new_town; Rare town; 
189,NC,26,19.0,56.0,9.0,77.0,20.0,78.0,Pitt County,NC,,John Euson,John,Euson,Pitt County,Pitt County,NC,US,county,19.56,9.77,20.78,True,Rare new_town; Rare town; Rare county; 
190,NC,37,201.0,11.0,100.0,55.0,138.0,48.0,Montgomery County Maryland,MD,,David Lynn,David,Lynn,Montgomery County,Montgomery County,MD,US,county,201.11,100.55,138.48,True,Rare town; 
191,NC,40,254.0,73.0,127.0,36.0,179.0,20.0,Washington,NC,,Thomas Blount,Thomas,Blount,Washington,Beaufort County,NC,US,town,254.73,127.36,179.2,True,Rare new_town; Rare town; 
192,NC,53,19.0,,9.0,4.0,,,Eustatia,BVI,,Richard Downing  Jennings,Richard Downing ,Jennings,,,,VI,country,19.0,9.04,0.0,True,More than 25% missing; 
193,NC,58,38.0,67.0,19.0,33.0,,,Currituck County,NC,,John Humphries,John,Humphries,Currituck County,Currituck County,NC,US,county,38.67,19.33,0.0,True,Rare new_town; Rare town; Rare county; 
194,NC,65,38.0,83.0,19.0,41.0,43.0,41.0,Rockingham County,NC,,John Linox,John,Linox,Rockingham County,Rockingham County,NC,US,county,38.83,19.41,43.41,True,Rare town; 
195,NH,4,4082.0,6.0,2041.0,3.0,2538.0,45.0,Merrimac,NH,Esquire,Matthew Thornton,Matthew,Thornton,Merrimack,Hillsborough County,NH,US,town,4082.06,2041.03,2538.45,True,Rare new_town; Rare town; 
196,NH,17,3677.0,87.0,1838.0,94.0,1000.0,30.0,Deerfield,NH,Esquire,Joseph Mills,Joseph,Mills,Deerfield,Rockingham County,NH,US,town,3677.87,1838.94,1000.3,True,Rare new_town; Rare town; 
197,NH,19,615.0,28.0,307.0,64.0,253.0,3.0,Greenland,NH,Esquire,George Brackett,George,Brackett,Greenland,Rockingham County,NH,US,town,615.28,307.64,253.03,True,Rare new_town; Rare town; 
198,NH,21,398.0,93.0,199.0,46.0,161.0,10.0,Kingstown,NH,Esquire,Josiah Bartlett,Josiah,Bartlett,Kingston,Rockingham County,NH,US,town,398.93,199.46,161.1,True,Rare town; 
199,NH,30,1066.0,67.0,533.0,33.0,288.0,,Candia,NH,Esquire,Moses Dustin,Moses,Dustin,Candia,Rockingham County,NH,US,town,1066.67,533.33,288.0,True,Rare new_town; Rare town; 
200,NH,36,83.0,,41.0,49.0,22.0,40.0,Marbury,NH,Yeoman,Joseph Hicks,Joseph,Hicks,Madbury,Strafford County,NH,US,town,83.0,41.49,22.4,True,Rare new_town; Rare town; 
201,NH,55,189.0,58.0,94.0,79.0,43.0,14.0,York,NH,Esquire,David Sewall,David,Sewall,York,York County,MA,US,town,189.58,94.79,43.14,True,Rare town; 
202,NH,59,172.0,49.0,86.0,24.0,139.0,69.0,New Castle,NH,Esquire,John Blunt,John,Blunt,New Castle,Rockingham County,NH,US,town,172.49,86.24,139.69,True,Rare new_town; Rare town; 
203,NH,60,643.0,34.0,321.0,67.0,198.0,,Wells,NH,Esquire,Benjamin Brown,Benjamin,Brown,Wells,York County,MA,US,town,643.34,321.67,198.0,True,Rare new_town; Rare town; 
204,NH,65,205.0,17.0,102.0,59.0,73.0,86.0,Sandwich,NH,Esquire,Daniel Beede,Daniel,Beede,Sandwich,Carroll County,NH,US,town,205.17,102.59,73.86,True,Rare new_town; Rare town; 
205,NH,66,52.0,98.0,26.0,49.0,13.0,48.0,Pembroke,NH,Esquire,Richard Bartlett,Richard,Bartlett,Pembroke,Hillsborough County,NH,US,town,52.98,26.49,13.48,True,Rare new_town; Rare town; 
206,NH,72,64.0,17.0,32.0,8.0,32.0,71.0,Pelham,NH,Clerk,Amos Moody,Amos,Moody,Pelham,Hillsborough County,NH,US,town,64.17,32.08,32.71,True,Rare new_town; Rare town; 
207,NH,74,266.0,67.0,133.0,33.0,329.0,7.0,Situate,MA,Shipwright,James Briggs,James,Briggs,Scituate,Plymouth County,MA,US,town,266.67,133.33,329.07,True,Rare new_town; Rare town; 
208,NH,81,72.0,19.0,36.0,9.0,38.0,98.0,Rowley,MA,Widow,Abigail Prime,Abigail,Prime,Rowley,Essex County,MA,US,town,72.19,36.09,38.98,True,Rare new_town; Rare town; 
209,NH,88,303.0,42.0,151.0,71.0,81.0,92.0,Tamworth,NH,Esquire,David Gilman,David,Gilman,Tamworth,Carroll County,NH,US,town,303.42,151.71,81.92,True,Rare new_town; Rare town; 
210,NH,96,400.0,0.0,200.0,0.0,144.0,0.0,Hopkinton,NH,Yeoman,Enoch Long,Enoch,Long,Hopkinton,Hillsborough County,NH,US,town,400.0,200.0,144.0,True,Rare new_town; Rare town; 
211,NH,99,50.0,80.0,25.0,40.0,13.0,38.0,Acworth,NH,Gentleman,John Duncan,John,Duncan,Acworth,Sullivan County,NH,US,town,50.8,25.4,13.38,True,Rare new_town; Rare town; 
212,NH,106,3975.0,85.0,1987.0,92.0,2296.0,4.0,Nottingham,NH,Esquire,Joseph Gilley,Joseph,Gilley,Nottingham,Rockingham County,NH,US,town,3975.85,1987.92,2296.04,True,Rare new_town; Rare town; 
213,NH,116,533.0,33.0,266.0,67.0,303.0,,Stoughton,MA,Yeoman,Daniel Marsh,Daniel,Marsh,Stoughton,Norfolk County,MA,US,town,533.33,266.67,303.0,True,Rare new_town; Rare town; 
214,NH,120,352.0,53.0,176.0,26.0,216.0,,Wakefield,NH,Esquire,Avery  Hall,Avery ,Hall,Wakefield,Carroll County,NH,US,town,352.53,176.26,216.0,True,Rare new_town; Rare town; 
215,NH,154,283.0,82.0,141.0,91.0,100.0,46.0,Hollis,NH,Esquire,Daniel Emerson,Daniel,Emerson,Hollis,Hillsborough County,NH,US,town,283.82,141.91,100.46,True,Rare new_town; Rare town; 
216,NH,192,146.0,16.0,73.0,8.0,96.0,46.0,Brintwood,NH,Physician,Joseph H Shepard,Joseph H,Shepard,Brentwood,Rockingham County,NH,US,town,146.16,73.08,96.46,True,Rare new_town; Rare town; 
217,NH,201,106.0,45.0,53.0,22.0,41.0,72.0,Keene,NH,Esquire,Daniel Newcomb,Daniel,Newcomb,Keene,Cheshire County,NH,US,town,106.45,53.22,41.72,True,Rare new_town; Rare town; Rare county; 
218,NH,204,139.0,91.0,69.0,96.0,72.0,75.0,Rye,NH,Esquire,John Blunt,John,Blunt,Rye,Rockingham County,NH,US,town,139.91,69.96,72.75,True,Rare new_town; Rare town; 
219,NY,2,,,,,5000.0,0.0,,NY,,Watson and Greenleaf,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
220,NY,3,,,,,5000.0,0.0,,NY,,Watson and Greenleaf,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
221,NY,4,,,,,5000.0,0.0,,NY,,Watson and Greenleaf,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
222,NY,5,,,,,5000.0,0.0,,NY,,Watson and Greenleaf,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
223,NY,6,,,,,5000.0,0.0,,NY,,Watson and Greenleaf,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
224,NY,7,,,,,5000.0,0.0,,NY,,Watson and Greenleaf,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
225,NY,8,,,,,5019.0,0.0,,NY,,Watson and Greenleaf,,,,,NY,US,state,0.0,0.0,5019.0,True,More than 25% missing; 
226,NY,9,20000.0,,,,,,,NY,,John Delafield,John,Delafield,,,NY,US,state,20000.0,0.0,0.0,True,More than 25% missing; 
227,NY,12,,,,,10000.0,,,NY,,John O Conner,,,,,NY,US,state,0.0,0.0,10000.0,True,More than 25% missing; 
228,NY,13,,,,,9800.0,62.0,,NY,,Randall Son and Stenvarts,,,,,NY,US,state,0.0,0.0,9800.62,True,More than 25% missing; 
229,NY,14,,,,,12152.0,18.0,,NY,,Robert R Randall,,,,,NY,US,state,0.0,0.0,12152.18,True,More than 25% missing; 
230,NY,21,,,,,3213.0,0.0,,NY,,Robert Daniel and Guilian Crommelin,,,,,NY,US,state,0.0,0.0,3213.0,True,More than 25% missing; 
231,NY,23,,,,,32560.0,0.0,,NY,,George Scriba,,,,,NY,US,state,0.0,0.0,32560.0,True,More than 25% missing; 
232,NY,26,,,,,28935.0,47.0,,NY,,Daniel Crommelin and Sons,,,,,NY,US,state,0.0,0.0,28935.47,True,More than 25% missing; 
233,NY,27,,,,,1000.0,0.0,,NY,,Charles Anderson,,,,,NY,US,state,0.0,0.0,1000.0,True,More than 25% missing; 
234,NY,28,,,,,2795.0,0.0,,NY,,William Leatham,,,,,NY,US,state,0.0,0.0,2795.0,True,More than 25% missing; 
235,NY,29,,,,,4000.0,0.0,,NY,,William Leatham,,,,,NY,US,state,0.0,0.0,4000.0,True,More than 25% missing; 
236,NY,30,,,,,4000.0,0.0,,NY,,John Walker,,,,,NY,US,state,0.0,0.0,4000.0,True,More than 25% missing; 
237,NY,31,,,,,2795.0,0.0,,NY,,John Walker,,,,,NY,US,state,0.0,0.0,2795.0,True,More than 25% missing; 
238,NY,32,,,,,5000.0,0.0,,NY,,Richard Smith,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
239,NY,33,,,,,4000.0,0.0,,NY,,Richard Smith,,,,,NY,US,state,0.0,0.0,4000.0,True,More than 25% missing; 
240,NY,34,,,,,4589.0,61.0,,NY,,Richard Smith,,,,,NY,US,state,0.0,0.0,4589.61,True,More than 25% missing; 
241,NY,36,,,,,19809.0,88.0,,NY,,Michael McLachlan,,,,,NY,US,state,0.0,0.0,19809.88,True,More than 25% missing; 
242,NY,37,,,,,9000.0,65.0,,NY,,Dominick Lynch,,,,,NY,US,state,0.0,0.0,9000.65,True,More than 25% missing; 
243,NY,43,,,,,2779.0,0.0,,NY,,Mary Bryant,,,,,NY,US,state,0.0,0.0,2779.0,True,More than 25% missing; 
244,NY,44,,,,,2000.0,0.0,,NY,,John Walker,,,,,NY,US,state,0.0,0.0,2000.0,True,More than 25% missing; 
245,NY,50,,,,,1981.0,44.0,,NY,,Daniel Crommelin and Sons,,,,,NY,US,state,0.0,0.0,1981.44,True,More than 25% missing; 
246,NY,56,,,,,3660.0,32.0,,NY,,Cornelius Ray,,,,,NY,US,state,0.0,0.0,3660.32,True,More than 25% missing; 
247,NY,57,,,,,2564.0,84.0,,NY,,Garrit W Van Schaick,,,,,NY,US,state,0.0,0.0,2564.84,True,More than 25% missing; 
248,NY,64,,,,,4540.0,88.0,,NY,,John Fonda,,,,,NY,US,state,0.0,0.0,4540.88,True,More than 25% missing; 
249,NY,65,,,,,11893.0,16.0,,NY,,John Delafield,,,,,NY,US,state,0.0,0.0,11893.16,True,More than 25% missing; 
250,NY,67,,,,,20111.0,0.0,,NY,,Daniel Crommelin and Sons,,,,,NY,US,state,0.0,0.0,20111.0,True,More than 25% missing; 
251,NY,74,3032.0,94.0,,,,,,NY,,Daniel Ludlow,Daniel,Ludlow,,,NY,US,state,3032.94,0.0,0.0,True,More than 25% missing; 
252,NY,79,,,,,552.0,18.0,,NY,,Nicholas Low,,,,,NY,US,state,0.0,0.0,552.18,True,More than 25% missing; 
253,NY,88,,,2799.0,9.0,1674.0,35.0,,NY,,Thomas McEuen,,,,,NY,US,state,0.0,2799.09,1674.35,True,More than 25% missing; 
254,NY,92,,,,,5000.0,0.0,,NY,,Brochholz and Livingston,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
255,NY,94,,,,,12739.0,0.0,,NY,,John Delafield,,,,,NY,US,state,0.0,0.0,12739.0,True,More than 25% missing; 
256,NY,97,,,0.0,10.0,,,,NY,,Walter W Heyer and Co,,,,,NY,US,state,0.0,0.1,0.0,True,More than 25% missing; 
257,NY,98,,,6241.0,74.0,,,,NY,,William Henderson,,,,,NY,US,state,0.0,6241.74,0.0,True,More than 25% missing; 
258,NY,106,,,,,4600.0,0.0,,NY,,Watson and Greenleaf,,,,,NY,US,state,0.0,0.0,4600.0,True,More than 25% missing; 
259,NY,110,,,,,7348.0,67.0,,NY,,Anspach and Rogers,,,,,NY,US,state,0.0,0.0,7348.67,True,More than 25% missing; 
260,NY,111,800.0,0.0,,,,,,NY,,Helena Bogart,Helena,Bogart,,,NY,US,state,800.0,0.0,0.0,True,More than 25% missing; 
261,NY,126,372.0,84.0,186.0,44.0,,,,NY,,Randall Son and Stewarts,Randall Son and Stewarts,,,,NY,US,state,372.84,186.44,0.0,True,More than 25% missing; 
262,NY,127,,,,,1125.0,0.0,,NY,,David Dickson,,,,,NY,US,state,0.0,0.0,1125.0,True,More than 25% missing; 
263,NY,128,,,,,10244.0,15.0,,NY,,John Jones,,,,,NY,US,state,0.0,0.0,10244.15,True,More than 25% missing; 
264,NY,134,,,,,1524.0,54.0,,NY,,John Lawrence,,,,,NY,US,state,0.0,0.0,1524.54,True,More than 25% missing; 
265,NY,136,,,400.0,0.0,310.0,0.0,,NY,,Helena Bogart,,,,,NY,US,state,0.0,400.0,310.0,True,More than 25% missing; 
266,NY,137,,,,,2672.0,31.0,,NY,,Samuel Ward and Brothers,,,,,NY,US,state,0.0,0.0,2672.31,True,More than 25% missing; 
267,NY,142,,,,,10006.0,0.0,,NY,,John Harbach,,,,,NY,US,state,0.0,0.0,10006.0,True,More than 25% missing; 
268,NY,150,,,,,1000.0,0.0,,NY,,David Dickson,,,,,NY,US,state,0.0,0.0,1000.0,True,More than 25% missing; 
269,NY,156,,,,,190.0,40.0,,NY,,Michael McLachlan,,,,,NY,US,state,0.0,0.0,190.4,True,More than 25% missing; 
270,NY,167,,,,,5000.0,0.0,,NY,,Cornelius Ray,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
271,NY,170,,,,,5143.0,0.0,,NY,,John Lawrence,,,,,NY,US,state,0.0,0.0,5143.0,True,More than 25% missing; 
272,NY,171,,,,,165.0,0.0,,NY,,Lydia Watkins,,,,,NY,US,state,0.0,0.0,165.0,True,More than 25% missing; 
273,NY,178,,,26384.0,39.0,18001.0,37.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,26384.39,18001.37,True,More than 25% missing; 
274,NY,180,,,,,5000.0,0.0,,NY,,Lewis Allaine Scott,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
275,NY,186,,,3010.0,55.0,,,,NY,,William Henderson,,,,,NY,US,state,0.0,3010.55,0.0,True,More than 25% missing; 
276,NY,193,,,,,9518.0,38.0,,NY,,George Scriba,,,,,NY,US,state,0.0,0.0,9518.38,True,More than 25% missing; 
277,NY,196,,,6503.0,51.0,5902.0,41.0,,NY,,Walter  Livingston | Walter Livingston,,,,,NY,US,state,0.0,6503.51,5902.41,True,More than 25% missing; 
278,NY,202,,,,,2500.0,0.0,,NY,,John Rogers,,,,,NY,US,state,0.0,0.0,2500.0,True,More than 25% missing; 
279,NY,204,,,,,10338.0,87.0,,NY,,John Delafield,,,,,NY,US,state,0.0,0.0,10338.87,True,More than 25% missing; 
280,NY,205,,,10000.0,0.0,,,,NY,,Edward Griswold,,,,,NY,US,state,0.0,10000.0,0.0,True,More than 25% missing; 
281,NY,211,,,,,4518.0,76.0,,NY,,Walter Livingston,,,,,NY,US,state,0.0,0.0,4518.76,True,More than 25% missing; 
282,NY,213,,,,,2432.0,0.0,,NY,,Berry and Rogers,,,,,NY,US,state,0.0,0.0,2432.0,True,More than 25% missing; 
283,NY,214,,,,,919.0,63.0,,NY,,Daniel Ludlow,,,,,NY,US,state,0.0,0.0,919.63,True,More than 25% missing; 
284,NY,229,10000.0,0.0,,,,,,NY,,Nicholas Low,Nicholas,Low,,,NY,US,state,10000.0,0.0,0.0,True,More than 25% missing; 
285,NY,234,8000.0,0.0,,,,,,NY,,John Dewhurst,John,Dewhurst,,,NY,US,state,8000.0,0.0,0.0,True,More than 25% missing; 
286,NY,237,,,,,68.0,36.0,,NY,,Nicholas Low,,,,,NY,US,state,0.0,0.0,68.36,True,More than 25% missing; 
287,NY,239,13869.0,61.0,,,,,,NY,,Daniel C Verplanck,Daniel C,Verplanck,,,NY,US,state,13869.61,0.0,0.0,True,More than 25% missing; 
288,NY,240,4496.0,21.0,,,,,,NY,,John Delafield,John,Delafield,,,NY,US,state,4496.21,0.0,0.0,True,More than 25% missing; 
289,NY,241,2000.0,0.0,,,,,,NY,,Isaac Whippo,Isaac,Whippo,,,NY,US,state,2000.0,0.0,0.0,True,More than 25% missing; 
290,NY,242,,,14886.0,10.0,,,,NY,,Nathaniel Prime,,,,,NY,US,state,0.0,14886.1,0.0,True,More than 25% missing; 
291,NY,243,7406.0,69.0,,,,,,NY,,Richard Platt,Richard,Platt,,,NY,US,state,7406.69,0.0,0.0,True,More than 25% missing; 
292,NY,244,4650.0,31.0,,,,,,NY,,John Delafield,John,Delafield,,,NY,US,state,4650.31,0.0,0.0,True,More than 25% missing; 
293,NY,248,,,1620.0,40.0,,,,NY,,Walter Livingston,,,,,NY,US,state,0.0,1620.4,0.0,True,More than 25% missing; 
294,NY,250,5068.0,0.0,,,,,,NY,,William Rogers,William,Rogers,,,NY,US,state,5068.0,0.0,0.0,True,More than 25% missing; 
295,NY,255,,,5000.0,0.0,,,,NY,,Edward Griswold,,,,,NY,US,state,0.0,5000.0,0.0,True,More than 25% missing; 
296,NY,263,,,,,2857.0,68.0,,NY,,Nathaniel Green,,,,,NY,US,state,0.0,0.0,2857.68,True,More than 25% missing; 
297,NY,265,,,,,10711.0,87.0,,NY,,John Delafield,,,,,NY,US,state,0.0,0.0,10711.87,True,More than 25% missing; 
298,NY,266,,,,,5000.0,0.0,,NY,,Thomas Mackaness,,,,,NY,US,state,0.0,0.0,5000.0,True,More than 25% missing; 
299,NY,269,9875.0,52.0,,,,,,NY,,Isaac Whippo,Isaac,Whippo,,,NY,US,state,9875.52,0.0,0.0,True,More than 25% missing; 
300,NY,278,,,,,1122.0,77.0,,NY,,Jeremiah Van Rensealear,,,,,NY,US,state,0.0,0.0,1122.77,True,More than 25% missing; 
301,NY,284,3325.0,54.0,,,,,,NY,,John Dewhurst,John,Dewhurst,,,NY,US,state,3325.54,0.0,0.0,True,More than 25% missing; 
302,NY,288,3962.0,84.0,,,,,,NY,,Isaac Whippo,Isaac,Whippo,,,NY,US,state,3962.84,0.0,0.0,True,More than 25% missing; 
303,NY,294,,,1201.0,49.0,,,,NY,,Thomas Randall,,,,,NY,US,state,0.0,1201.49,0.0,True,More than 25% missing; 
304,NY,297,5816.0,37.0,,,,,,NY,,James Carter,James,Carter,,,NY,US,state,5816.37,0.0,0.0,True,More than 25% missing; 
305,NY,298,10000.0,0.0,,,,,,NY,,John Delafield,John,Delafield,,,NY,US,state,10000.0,0.0,0.0,True,More than 25% missing; 
306,NY,304,1098.0,93.0,,,,,,NY,,Daniel C Verplanck,Daniel C,Verplanck,,,NY,US,state,1098.93,0.0,0.0,True,More than 25% missing; 
307,NY,306,15300.0,0.0,,,,,,NY,,Isaac Whippo,Isaac,Whippo,,,NY,US,state,15300.0,0.0,0.0,True,More than 25% missing; 
308,NY,310,,,,,304.0,89.0,,NY,,Norman Butler,,,,,NY,US,state,0.0,0.0,304.89,True,More than 25% missing; 
309,NY,315,1811.0,88.0,,,,,,NY,,Daniel C Verplanck,Daniel C,Verplanck,,,NY,US,state,1811.88,0.0,0.0,True,More than 25% missing; 
310,NY,324,157.0,94.0,78.0,97.0,,,,NY,,Berry and Rogers,Berry and Rogers,,,,NY,US,state,157.94,78.97,0.0,True,More than 25% missing; 
311,NY,325,,,3678.0,89.0,3647.0,36.0,,NY,,Robert Gilchrist,,,,,NY,US,state,0.0,3678.89,3647.36,True,More than 25% missing; 
312,NY,333,,,15000.0,0.0,,,,NY,,Nicholas Low,,,,,NY,US,state,0.0,15000.0,0.0,True,More than 25% missing; 
313,NY,334,,,,,1944.0,71.0,,NY,,John Laurence,,,,,NY,US,state,0.0,0.0,1944.71,True,More than 25% missing; 
314,NY,335,,,,,12786.0,17.0,,NY,,Daniel Crommelin and Sons,,,,,NY,US,state,0.0,0.0,12786.17,True,More than 25% missing; 
315,NY,336,,,,,112.0,77.0,,NY,,George Service,,,,,NY,US,state,0.0,0.0,112.77,True,More than 25% missing; 
316,NY,337,,,,,4454.0,98.0,,NY,,John Baker,,,,,NY,US,state,0.0,0.0,4454.98,True,More than 25% missing; 
317,NY,338,,,,,2766.0,45.0,,NY,,John Baker,,,,,NY,US,state,0.0,0.0,2766.45,True,More than 25% missing; 
318,NY,339,,,,,2201.0,70.0,,NY,,Nicholas Fisher,,,,,NY,US,state,0.0,0.0,2201.7,True,More than 25% missing; 
319,NY,340,,,,,935.0,88.0,,NY,,Cornelius Wendell,,,,,NY,US,state,0.0,0.0,935.88,True,More than 25% missing; 
320,NY,341,,,,,899.0,84.0,,NY,,Simon Remsen,,,,,NY,US,state,0.0,0.0,899.84,True,More than 25% missing; 
321,NY,342,,,,,52.0,50.0,,NY,,Anspach and Rogers,,,,,NY,US,state,0.0,0.0,52.5,True,More than 25% missing; 
322,NY,343,,,,,113.0,75.0,,NY,,Aryantye Wendell,,,,,NY,US,state,0.0,0.0,113.75,True,More than 25% missing; 
323,NY,344,,,,,300.0,35.0,,NY,,Jacob Cuyler,,,,,NY,US,state,0.0,0.0,300.35,True,More than 25% missing; 
324,NY,345,,,,,268.0,38.0,,NY,,Rynier VanTevern,,,,,NY,US,state,0.0,0.0,268.38,True,More than 25% missing; 
325,NY,346,,,,,900.0,0.0,,NY,,Isaac Whippo,,,,,NY,US,state,0.0,0.0,900.0,True,More than 25% missing; 
326,NY,347,,,,,1058.0,94.0,,NY,,H and S Johnson and Co',,,,,NY,US,state,0.0,0.0,1058.94,True,More than 25% missing; 
327,NY,348,,,,,36.0,10.0,,NY,,James F Sebor and Co,,,,,NY,US,state,0.0,0.0,36.1,True,More than 25% missing; 
328,NY,349,,,,,1260.0,51.0,,NY,,Theodosius Fowler and Co,,,,,NY,US,state,0.0,0.0,1260.51,True,More than 25% missing; 
329,NY,350,,,,,7197.0,96.0,,NY,,Hugh Walsh,,,,,NY,US,state,0.0,0.0,7197.96,True,More than 25% missing; 
330,NY,351,,,,,39.0,52.0,,NY,,Abigail Vergereau,,,,,NY,US,state,0.0,0.0,39.52,True,More than 25% missing; 
331,NY,352,,,,,914.0,5.0,,NY,,Matthew Ten Eyck,,,,,NY,US,state,0.0,0.0,914.05,True,More than 25% missing; 
332,NY,353,,,,,1476.0,68.0,,NY,,Robert T Kemble,,,,,NY,US,state,0.0,0.0,1476.68,True,More than 25% missing; 
333,NY,354,,,,,3146.0,17.0,,NY,,Abraham Brinckenhoff,,,,,NY,US,state,0.0,0.0,3146.17,True,More than 25% missing; 
334,NY,355,,,,,1492.0,4.0,,NY,,Daniel Ludlow,,,,,NY,US,state,0.0,0.0,1492.04,True,More than 25% missing; 
335,NY,356,,,,,626.0,94.0,,NY,,John and Francis Atkinson,,,,,NY,US,state,0.0,0.0,626.94,True,More than 25% missing; 
336,NY,357,,,,,1532.0,40.0,,NY,,John Atkinson,,,,,NY,US,state,0.0,0.0,1532.4,True,More than 25% missing; 
337,NY,358,,,,,400.0,62.0,,NY,,Philip de Freest,,,,,NY,US,state,0.0,0.0,400.62,True,More than 25% missing; 
338,NY,359,,,,,1045.0,34.0,,NY,,Robert Elaer,,,,,NY,US,state,0.0,0.0,1045.34,True,More than 25% missing; 
339,NY,360,,,,,2766.0,26.0,,NY,,Lynch and Stoughton,,,,,NY,US,state,0.0,0.0,2766.26,True,More than 25% missing; 
340,NY,361,,,,,94.0,57.0,,NY,,Robert Crommelin,,,,,NY,US,state,0.0,0.0,94.57,True,More than 25% missing; 
