row_id,Name,Fn_Fix,Ln_Fix,new_town,county,new_state,country,geo_level,Name_Fix
2090,John Fondey,John,Fondey,,,NY,US,state,John Fondey
2091,Thomas Lansing,Thomas,Lansing,,,NY,US,state,Thomas Lansing
2092,William Hunn,William,Hunn,,,NY,US,state,William Hunn
2093,John Cox,John,Cox,,,NY,US,state,John Cox
2094,Jesse Woodhull,Jesse,Woodhull,,,NY,US,state,Jesse Woodhull
2095,Jacobus Swartwort,Jacobus,Swartwort,,,NY,US,state,Jacobus Swartwort
2096,Cornelius Vanderbergh,Cornelius,Vanderbergh,,,NY,US,state,Cornelius Vanderbergh
2097,Barant Ten Eyck,Barant,Ten Eyck,,,NY,US,state,Barant Ten Eyck
2098,Cournradt Ten Eyck,Cournradt,Ten Eyck,,,NY,US,state,Cournradt Ten Eyck
2099,Margaret Barclay,Margaret,Barclay,,,NY,US,state,Margaret Barclay
2100,Gilbert Totten,Gilbert,Totten,,,NY,US,state,Gilbert Totten
2101,David Wolfe,David,Wolfe,,,NY,US,state,David Wolfe
2102,Jacob Morton,Jacob,Morton,,,NY,US,state,Jacob Morton
2103,Charles Shaw,Charles,Shaw,,,NY,US,state,Charles Shaw
2104,Jacob Morrell,Jacob,Morrell,,,NY,US,state,Jacob Morrell
2105,Peter Taulman,Peter,Taulman,,,NY,US,state,Peter Taulman
2106,Sarah Sterling,Sarah,Sterling,,,NY,US,state,Sarah Sterling
2107,Peter Gansevoort,Peter,Gansevoort,,,NY,US,state,Peter Gansevoort
2108,Elias Bayley Dayton,Elias Bayley,Dayton,,,NY,US,state,Elias Bayley Dayton
2109,Israel Canfield,Israel,Canfield,,,NY,US,state,Israel Canfield
2110,John C Wynkoop,John C,Wynkoop,,,NY,US,state,John C Wynkoop
2111,Stephen Lush,Stephen,Lush,,,NY,US,state,Stephen Lush
2112,Solomon Peter del Hastet,Solomon Peter,Del Hastet,,,NY,US,state,Solomon Peter Del Hastet
2113,John Collin,John,Collin,,,NY,US,state,John Collin
2114,James Van Haesen,James,Van Haesen,,,NY,US,state,James Van Haesen
2115,Thomas Ellison,Thomas,Ellison,,,NY,US,state,Thomas Ellison
2116,John Ellison,John,Ellison,,,NY,US,state,John Ellison
2117,William Ellison,William,Ellison,,,NY,US,state,William Ellison
2118,Elias Dayton,Elias,Dayton,,,NY,US,state,Elias Dayton
2119,Sarah Rogers,Sarah,Rogers,,,NY,US,state,Sarah Rogers
2120,Christopher Meng,Christopher,Meng,,,NY,US,state,Christopher Meng
2121,Patrick Kennan,Patrick,Kennan,,,NY,US,state,Patrick Kennan
2122,Bastian T Vissher,Bastian T,Vissher,,,NY,US,state,Bastian T Vissher
2123,Elijah Hunter,Elijah,Hunter,,,NY,US,state,Elijah Hunter
2124,James Hill,James,Hill,,,NY,US,state,James Hill
2125,John Dennis,John,Dennis,,,NY,US,state,John Dennis
2126,Nicholas Bogardus,Nicholas,Bogardus,,,NY,US,state,Nicholas Bogardus
2127,Edward Dunscomb,Edward,Dunscomb,,,NY,US,state,Edward Dunscomb
2128,Isaac Backer,Isaac,Backer,,,NY,US,state,Isaac Backer
2129,Christopher A Yates,Christopher A,Yates,,,NY,US,state,Christopher A Yates
2130,Catherine Bradford,Catherine,Bradford,,,NY,US,state,Catherine Bradford
2131,Catherine Branford,Catherine,Branford,,,NY,US,state,Catherine Branford
2132,John R Livingston,John R,Livingston,,,NY,US,state,John R Livingston
2133,Jonas Wade,Jonas,Wade,,,NY,US,state,Jonas Wade
2134,George Douglass,George,Douglass,,,NY,US,state,George Douglass
2135,Ananias Cooper,Ananias,Cooper,,,NY,US,state,Ananias Cooper
2136,Ann Simonton,Ann,Simonton,,,NY,US,state,Ann Simonton
2137,John Tryon,John,Tryon,,,NY,US,state,John Tryon
2138,John Close,John,Close,,,NY,US,state,John Close
2139,Benjamin Hicks,Benjamin,Hicks,,,NY,US,state,Benjamin Hicks
2140,David Collins,David,Collins,,,NY,US,state,David Collins
2141,John Augustus Graham,John Augustus,Graham,,,NY,US,state,John Augustus Graham
2142,Joseph Cahoon,Joseph,Cahoon,,,NY,US,state,Joseph Cahoon
2143,Leonard D Nicoll,Leonard D,Nicoll,,,NY,US,state,Leonard D Nicoll
2144,James Miles Hughes,James Miles,Hughes,,,NY,US,state,James Miles Hughes
2145,Enoch Leonard,Enoch,Leonard,,,NY,US,state,Enoch Leonard
2146,Wouter Knickerbacker,Wouter,Knickerbacker,,,NY,US,state,Wouter Knickerbacker
2147,Allada VanVeghter,Allada,Vanveghter,,,NY,US,state,Allada Vanveghter
2148,Cornelius VamVeghter,Cornelius,Vamveghter,,,NY,US,state,Cornelius Vamveghter
2149,Michael Brooks,Michael,Brooks,,,NY,US,state,Michael Brooks
2150,Garreet Merseilles,Garreet,Merseilles,,,NY,US,state,Garreet Merseilles
2151,James Edwards,James,Edwards,,,NY,US,state,James Edwards
2152,James Carter,James,Carter,,,NY,US,state,James Carter
2153,David Crane,David,Crane,,,NY,US,state,David Crane
2154,William Johnson,William,Johnson,,,NY,US,state,William Johnson
2155,Manasseh Salter,Manasseh,Salter,,,NY,US,state,Manasseh Salter
2156,Thomas Mullett,Thomas,Mullett,,,NY,US,state,Thomas Mullett
2157,Samuel Franklin,Samuel,Franklin,,,NY,US,state,Samuel Franklin
2158,Robert C Johnson,Robert C,Johnson,,,NY,US,state,Robert C Johnson
2159,Thomas Biggs,Thomas,Biggs,,,NY,US,state,Thomas Biggs
2160,Alexander Zuntz,Alexander,Zuntz,,,NY,US,state,Alexander Zuntz
2161,Anthony Ten Eyck,Anthony,Ten Eyck,,,NY,US,state,Anthony Ten Eyck
2162,John Tayler,John,Tayler,,,NY,US,state,John Tayler
2163,Margaret Low,Margaret,Low,,,NY,US,state,Margaret Low
2164,Benjamin S Judah,Benjamin S,Judah,,,NY,US,state,Benjamin S Judah
2165,James H Kip,James H,Kip,,,NY,US,state,James H Kip
2166,Caleb Parkhurst,Caleb,Parkhurst,,,NY,US,state,Caleb Parkhurst
2167,James Duncan,James,Duncan,,,NY,US,state,James Duncan
2168,Abijah Hammond,Abijah,Hammond,,,NY,US,state,Abijah Hammond
2169,Peter Schermerhorne,Peter,Schermerhorne,,,NY,US,state,Peter Schermerhorne
2170,George Denniston,George,Denniston,,,NY,US,state,George Denniston
2171,Fredrick Fox,Fredrick,Fox,,,NY,US,state,Fredrick Fox
2172,Jacob Helmolt,Jacob,Helmolt,,,NY,US,state,Jacob Helmolt
2173,Matthew Trotter,Matthew,Trotter,,,NY,US,state,Matthew Trotter
2174,James Walker,James,Walker,,,NY,US,state,James Walker
2175,Johannis Smith,Johannis,Smith,,,NY,US,state,Johannis Smith
2176,Johannis Jansen,Johannis,Jansen,,,NY,US,state,Johannis Jansen
2177,Jeffrey Smith,Jeffrey,Smith,,,NY,US,state,Jeffrey Smith
2178,William Douglass,William,Douglass,,,NY,US,state,William Douglass
2179,George Ludlow,George,Ludlow,,,NY,US,state,George Ludlow
2180,Elisha Boudinot,Elisha,Boudinot,,,NY,US,state,Elisha Boudinot
2181,Caleb Camp,Caleb,Camp,,,NY,US,state,Caleb Camp
2182,Samuel Delaplaine,Samuel,Delaplaine,,,NY,US,state,Samuel Delaplaine
2183,Jacob Le Roy and Son,Jacob Le,Roy,,,NY,US,state,Jacob Le Roy
2184,Stephen Hart,Stephen,Hart,,,NY,US,state,Stephen Hart
2185,Walter Buchanan,Walter,Buchanan,,,NY,US,state,Walter Buchanan
2186,Joseph Lewis,Joseph,Lewis,,,NY,US,state,Joseph Lewis
2187,Charles and J Shaw,Charles,Shaw,,,NY,US,state,Charles Shaw | J Shaw
2188,Charles and J Shaw,J,Shaw,,,NY,US,state,Charles Shaw | J Shaw
2189,H and S Johnson,Horace,Johnson,,,NY,US,state,Horace Johnson | Seth Johnson
2190,H and S Johnson,Seth,Johnson,,,NY,US,state,Horace Johnson | Seth Johnson
2191,Thomas H Perkins,Thomas H,Perkins,,,NY,US,state,Thomas H Perkins
2192,Amasa Keyes,Amasa,Keyes,,,NY,US,state,Amasa Keyes
2193,Cornelius Van der Bergh,Cornelius Van,Der Bergh,,,NY,US,state,Cornelius Van Der Bergh
2194,John Stevens,John,Stevens,,,NY,US,state,John Stevens
2195,Paschal N Smith,Paschal N,Smith,,,NY,US,state,Paschal N Smith
2196,Alexander Stewart,Alexander,Stewart,,,NY,US,state,Alexander Stewart
2197,John Sullivan,John,Sullivan,,,NY,US,state,John Sullivan
2198,William Irving,William,Irving,,,NY,US,state,William Irving
2199,Lucas Elmondorph,Lucas,Elmondorph,,,NY,US,state,Lucas Elmondorph
2200,James Jay,James,Jay,,,NY,US,state,James Jay
2201,Peter J Vosburgh,Peter J,Vosburgh,,,NY,US,state,Peter J Vosburgh
2202,Abraham J Van Alstyne,Abraham J,Van Alstyne,,,NY,US,state,Abraham J Van Alstyne
2203,Samuel Tudor,Samuel,Tudor,,,NY,US,state,Samuel Tudor
2204,William Malcolm,William,Malcolm,,,NY,US,state,William Malcolm
2205,Jonathan Pierce,Jonathan,Pierce,,,NY,US,state,Jonathan Pierce
2206,Daniel Adrian Beeckman,Daniel Adrian,Beeckman,,,NY,US,state,Daniel Adrian Beeckman
2207,Arnoldina Aleyda Maria Thomassin,Arnoldina Aleyda Maria,Thomassin,,,NY,US,state,Arnoldina Aleyda Maria Thomassin
2208,James A Welles,James A,Welles,,,NY,US,state,James A Welles
2209,Kilian K Van Rensselaer,Kilian K,Van Rensselaer,,,NY,US,state,Kilian K Van Rensselaer
2210,Nicholas Van Rensselaer,Nicholas,Van Rensselaer,,,NY,US,state,Nicholas Van Rensselaer
2211,John Johnson,John,Johnson,,,NY,US,state,John Johnson
2212,John Parker,John,Parker,,,NY,US,state,John Parker
2213,Mary Beeckman,Mary,Beeckman,,,NY,US,state,Mary Beeckman
2214,Peter Van Steenbergh,Peter,Van Steenbergh,,,NY,US,state,Peter Van Steenbergh
2215,Eleazer Miller,Eleazer,Miller,,,NY,US,state,Eleazer Miller
2216,Josiah Blakeley,Josiah,Blakeley,,,NY,US,state,Josiah Blakeley
2217,John Murray,John,Murray,,,NY,US,state,John Murray
2218,Richard Duyree,Richard,Duyree,,,NY,US,state,Richard Duyree
2219,James Tylee,James,Tylee,,,NY,US,state,James Tylee
2220,Nicholas Hoffman and Sons,Nicholas,Hoffman,,,NY,US,state,Nicholas Hoffman
2221,Daniel McCormick,Daniel,Mccormick,,,NY,US,state,Daniel Mccormick
2222,Brookham Livingston,Brookham,Livingston,,,NY,US,state,Brookham Livingston
2223,Pintard and Bleecker,John,Pintard,,,NY,US,state,John Pintard | Leonard Bleecker
2224,Pintard and Bleecker,Leonard,Bleecker,,,NY,US,state,John Pintard | Leonard Bleecker
2225,Gary Richards,Gary,Richards,,,NY,US,state,Gary Richards
2226,Elizabeth Richards,Elizabeth,Richards,,,NY,US,state,Elizabeth Richards
2227,Abraham Fonda,Abraham,Fonda,,,NY,US,state,Abraham Fonda
2228,John Lawrance,John,Lawrance,,,NY,US,state,John Lawrance
2229,Dirck Lefferts,Dirck,Lefferts,,,NY,US,state,Dirck Lefferts
2230,William Martine,William,Martine,,,NY,US,state,William Martine
2231,William W Morris,William W,Morris,,,NY,US,state,William W Morris
2232,Samuel P Lloyd,Samuel P,Lloyd,,,NY,US,state,Samuel P Lloyd
2233,Azel Roe,Azel,Roe,,,NY,US,state,Azel Roe
2234,Alexander Bleecker,Alexander,Bleecker,,,NY,US,state,Alexander Bleecker
2235,Le Roy and Bayard,Herman,Leroy,,,NY,US,state,Herman Leroy | William Bayard
2236,Le Roy and Bayard,William,Bayard,,,NY,US,state,Herman Leroy | William Bayard
2237,Edward Parker and Co,Edward,Parker,,,NY,US,state,Edward Parker
2238,Isreal Canfield,Isreal,Canfield,,,NY,US,state,Isreal Canfield
2239,Gulian Verplanck,Gulian,Verplanck,,,NY,US,state,Gulian Verplanck
2240,Margaret Cumming,Margaret,Cumming,,,NY,US,state,Margaret Cumming
2241,Elizabeth Judah,Elizabeth,Judah,,,NY,US,state,Elizabeth Judah
2242,Jacob Branford,Jacob,Branford,,,NY,US,state,Jacob Branford
2243,Mary Rose,Mary,Rose,,,NY,US,state,Mary Rose
2244,Joseph Young,Joseph,Young,,,NY,US,state,Joseph Young
2245,John Jacob Astor,John Jacob,Astor,,,NY,US,state,John Jacob Astor
2246,Peter F Curtenius,Peter F,Curtenius,,,NY,US,state,Peter F Curtenius
2247,Isaac de Freest,Isaac,De Freest,,,NY,US,state,Isaac De Freest
2248,Marte Beeckman,Marte,Beeckman,,,NY,US,state,Marte Beeckman
2249,Jacob J Pruyn,Jacob J,Pruyn,,,NY,US,state,Jacob J Pruyn
2250,Robert Hunter,Robert,Hunter,,,NY,US,state,Robert Hunter
2251,John H Beeckman,John H,Beeckman,,,NY,US,state,John H Beeckman
2252,Jacob Sebor,Jacob,Sebor,,,NY,US,state,Jacob Sebor
2253,Gerrard Walton,Gerrard,Walton,,,NY,US,state,Gerrard Walton
2254,Nicholas Quackenboss,Nicholas,Quackenboss,,,NY,US,state,Nicholas Quackenboss
2255,Hay Steveson,Hay,Steveson,,,NY,US,state,Hay Steveson
2256,Abraham and James Cole,Abraham,Cole,,,NY,US,state,Abraham Cole | James Cole
2257,Abraham and James Cole,James,Cole,,,NY,US,state,Abraham Cole | James Cole
2258,James Carpenter,James,Carpenter,,,NY,US,state,James Carpenter
2259,Joseph Winter,Joseph,Winter,,,NY,US,state,Joseph Winter
2260,Antoince Rease Charles de la Forest,Antoince Rease Charles,De La Forest,,,NY,US,state,Antoince Rease Charles De La Forest
2261,Gilbert Saltonstall,Gilbert,Saltonstall,,,NY,US,state,Gilbert Saltonstall
2262,Gabriel Furman,Gabriel,Furman,,,NY,US,state,Gabriel Furman
2263,Tunis Van Veghten,Tunis,Van Veghten,,,NY,US,state,Tunis Van Veghten
2264,Arant Van Schaack,Arant,Van Schaack,,,NY,US,state,Arant Van Schaack
2265,Richard Harrison,Richard,Harrison,,,NY,US,state,Richard Harrison
2266,John Griffith,John,Griffith,,,NY,US,state,John Griffith
2267,Isaac Bogart,Isaac,Bogart,,,NY,US,state,Isaac Bogart
2268,John Leake,John,Leake,,,NY,US,state,John Leake
2269,John G Leake,John G,Leake,,,NY,US,state,John G Leake
2270,James Post,James,Post,,,NY,US,state,James Post
2271,Guy Richards,Guy,Richards,,,NY,US,state,Guy Richards
2272,Joshua Edwards,Joshua,Edwards,,,NY,US,state,Joshua Edwards
2273,Ebenezer Jackson,Ebenezer,Jackson,,,NY,US,state,Ebenezer Jackson
2274,Robert Wasson,Robert,Wasson,,,NY,US,state,Robert Wasson
2275,Toney Freeman,Toney,Freeman,,,NY,US,state,Toney Freeman
2276,Isaac Clason,Isaac,Clason,,,NY,US,state,Isaac Clason
2277,Solomon Hays,Solomon,Hays,,,NY,US,state,Solomon Hays
2278,Nicholas Quackenbush,Nicholas,Quackenbush,,,NY,US,state,Nicholas Quackenbush
2279,William Brown,William,Brown,,,NY,US,state,William Brown
2280,Jeremiah Fronson,Jeremiah,Fronson,,,NY,US,state,Jeremiah Fronson
2281,Cary Judah,Cary,Judah,,,NY,US,state,Cary Judah
2282,Francis Mains,Francis,Mains,,,NY,US,state,Francis Mains
2283,George Ingles,George,Ingles,,,NY,US,state,George Ingles
2284,Matthew Van Bunschoten,Matthew,Van Bunschoten,,,NY,US,state,Matthew Van Bunschoten
2285,Catherine Remsen,Catherine,Remsen,,,NY,US,state,Catherine Remsen
2286,Thomas Pearsall and Son,Thomas,Pearsall,,,NY,US,state,Thomas Pearsall
2287,Samuel Jones,Samuel,Jones,,,NY,US,state,Samuel Jones
2288,Jacob Reed,Jacob,Reed,,,NY,US,state,Jacob Reed
2289,Thomas Tillotson,Thomas,Tillotson,,,NY,US,state,Thomas Tillotson
2290,Michael Connolly,Michael,Connolly,,,NY,US,state,Michael Connolly
2291,Jefry Judan and Co,Jefry,Judan,,,NY,US,state,Jefry Judan
2292,John Liswell,John,Liswell,,,NY,US,state,John Liswell
2293,Asa Douglass,Asa,Douglass,,,NY,US,state,Asa Douglass
2294,Joseph Bellknap,Joseph,Bellknap,,,NY,US,state,Joseph Bellknap
2295,John Templeman,John,Templeman,,,NY,US,state,John Templeman
2296,Daniel C Verplanck,Daniel C,Verplanck,,,NY,US,state,Daniel C Verplanck
2297,Jonathan Lawrence,Jonathan,Lawrence,,,NY,US,state,Jonathan Lawrence
2298,Simon Van Anterp,Simon,Van Anterp,,,NY,US,state,Simon Van Anterp
2299,Mary Nichols,Mary,Nichols,,,NY,US,state,Mary Nichols
2300,James Richmond,James,Richmond,,,NY,US,state,James Richmond
2301,John Coxe,John,Coxe,,,NY,US,state,John Coxe
2302,Peter Wilson,Peter,Wilson,,,NY,US,state,Peter Wilson
2303,John Pickle,John,Pickle,,,NY,US,state,John Pickle
2304,James Watson,James,Watson,,,NY,US,state,James Watson
2305,Simon Schermerhorn,Simon,Schermerhorn,,,NY,US,state,Simon Schermerhorn
2306,James Saidler,James,Saidler,,,NY,US,state,James Saidler
2307,William Arthur,William,Arthur,,,NY,US,state,William Arthur
2308,Jesse Selleck,Jesse,Selleck,,,NY,US,state,Jesse Selleck
2309,James McEvers,James,Mcevers,,,NY,US,state,James Mcevers
2310,Uriah Rogers,Uriah,Rogers,,,NY,US,state,Uriah Rogers
2311,John D Mercier,John D,Mercier,,,NY,US,state,John D Mercier
2312,Robert Robinson,Robert,Robinson,,,NY,US,state,Robert Robinson
2313,John Van Ness,John,Van Ness,,,NY,US,state,John Van Ness
2314,W and J Heyer,J,Heyer,,,NY,US,state,J Heyer | W Heyer
2315,W and J Heyer,W,Heyer,,,NY,US,state,J Heyer | W Heyer
2316,Johannis J Lansing,Johannis J,Lansing,,,NY,US,state,Johannis J Lansing
2317,Rutger Lansing,Rutger,Lansing,,,NY,US,state,Rutger Lansing
2318,Henry Van Pelt,Henry,Van Pelt,,,NY,US,state,Henry Van Pelt
2319,John Bush,John,Bush,,,NY,US,state,John Bush
2320,Peter Curtenius,Peter,Curtenius,,,NY,US,state,Peter Curtenius
2321,Daniel Cotton,Daniel,Cotton,,,NY,US,state,Daniel Cotton
2322,Thomas Grant,Thomas,Grant,,,NY,US,state,Thomas Grant
2323,Thomas L Vickers,Thomas L,Vickers,,,NY,US,state,Thomas L Vickers
2324,Prosper Wetmore,Prosper,Wetmore,,,NY,US,state,Prosper Wetmore
2325,Aaron Milich,Aaron,Milich,,,NY,US,state,Aaron Milich
2326,Nehemiah Wade,Nehemiah,Wade,,,NY,US,state,Nehemiah Wade
2327,John Carll,John,Carll,,,NY,US,state,John Carll
2328,Philander Brasher,Philander,Brasher,,,NY,US,state,Philander Brasher
2329,Charles McKnight,Charles,Mcknight,,,NY,US,state,Charles Mcknight
2330,D J H Livingston,D J H,Livingston,,,NY,US,state,D J H Livingston
2331,Cornelius Jansen,Cornelius,Jansen,,,NY,US,state,Cornelius Jansen
2332,Gilbert Groteclass,Gilbert,Groteclass,,,NY,US,state,Gilbert Groteclass
2333,John Oathout,John,Oathout,,,NY,US,state,John Oathout
2334,John B Coles,John B,Coles,,,NY,US,state,John B Coles
2335,John Boyd,John,Boyd,,,NY,US,state,John Boyd
2336,William Constable and Co,William,Constable,,,NY,US,state,William Constable
2337,Jonathan Sayre,Jonathan,Sayre,,,NY,US,state,Jonathan Sayre
2338,Jacob C Schermerhorn,Jacob C,Schermerhorn,,,NY,US,state,Jacob C Schermerhorn
2339,James Dean,James,Dean,,,NY,US,state,James Dean
2340,Seth Jenkins,Seth,Jenkins,,,NY,US,state,Seth Jenkins
2341,John Gurnee,John,Gurnee,,,NY,US,state,John Gurnee
2342,Nicholas Low and H and S Johnson and Co,Horace,Johnson,,,NY,US,state,Horace Johnson | Nicholas Low | Seth Johnson
2343,Nicholas Low and H and S Johnson and Co,Nicholas,Low,,,NY,US,state,Horace Johnson | Nicholas Low | Seth Johnson
2344,Nicholas Low and H and S Johnson and Co,Seth,Johnson,,,NY,US,state,Horace Johnson | Nicholas Low | Seth Johnson
2345,Thomas Van Pelt,Thomas,Van Pelt,,,NY,US,state,Thomas Van Pelt
2346,Peter Van den Berck,Peter Van,Den Berck,,,NY,US,state,Peter Van Den Berck
2347,Thomas Bolton,Thomas,Bolton,,,NY,US,state,Thomas Bolton
2348,Nathaniel Olcott,Nathaniel,Olcott,,,NY,US,state,Nathaniel Olcott
2349,Bleecker and McEuen,Bleecker and,Mceuen,,,NY,US,state,Bleecker and Mceuen
2350,John Pintard,John,Pintard,,,NY,US,state,John Pintard
2351,Peter Godfroyte,Peter,Godfroyte,,,NY,US,state,Peter Godfroyte
2352,David Laurence,David,Laurence,,,NY,US,state,David Laurence
2353,Jacob Le Roy,Jacob Le,Roy,,,NY,US,state,Jacob Le Roy
2354,Henry Bleecker,Henry,Bleecker,,,NY,US,state,Henry Bleecker
2355,Thomas Leaming,Thomas,Leaming,,,NY,US,state,Thomas Leaming
2356,John de Wint,John,De Wint,,,NY,US,state,John De Wint
2357,Jon Templeman,Jon,Templeman,,,NY,US,state,Jon Templeman
2358,Isaac Heyer and Co,Isaac,Heyer,,,NY,US,state,Isaac Heyer
2359,Miller Hurt and Co,Miller,Hurt,,,NY,US,state,Miller Hurt
2360,Robert C Livingston,Robert C,Livingston,,,NY,US,state,Robert C Livingston
2361,John De la Mater,John,De La Mater,,,NY,US,state,John De La Mater
2362,Isabella Mechteld,Isabella,Mechteld,,,NY,US,state,Isabella Mechteld
2363,George Joshua Dickinson and Co,George Joshua,Dickinson,,,NY,US,state,George Joshua Dickinson
2364,Richard Yates,Richard,Yates,,,NY,US,state,Richard Yates
2365,Jaffray Smith,Jaffray,Smith,,,NY,US,state,Jaffray Smith
2366,John Motley,John,Motley,,,NY,US,state,John Motley
2367,William Allen,William,Allen,,,NY,US,state,William Allen
2368,John P Mumford,John P,Mumford,,,NY,US,state,John P Mumford
2369,Cary Headley,Cary,Headley,,,NY,US,state,Cary Headley
2370,Moses Wirrans,Moses,Wirrans,,,NY,US,state,Moses Wirrans
2371,Mary Barnet,Mary,Barnet,,,NY,US,state,Mary Barnet
2372,James Bigelow,James,Bigelow,,,NY,US,state,James Bigelow
2373,Isaac Davenport,Isaac,Davenport,,,NY,US,state,Isaac Davenport
2374,Thomas Tillatson,Thomas,Tillatson,,,NY,US,state,Thomas Tillatson
2375,Isaac de Graaf,Isaac,De Graaf,,,NY,US,state,Isaac De Graaf
2376,Henry Quackenbush,Henry,Quackenbush,,,NY,US,state,Henry Quackenbush
2377,John D'Mercier,John,D'Mercier,,,NY,US,state,John D'Mercier
2378,John Stites,John,Stites,,,NY,US,state,John Stites
2379,David Waterbury,David,Waterbury,,,NY,US,state,David Waterbury
2380,John and James Davenport,James,Davenport,,,NY,US,state,James Davenport | John Davenport
2381,John and James Davenport,John,Davenport,,,NY,US,state,James Davenport | John Davenport
2382,Timothy Titus,Timothy,Titus,,,NY,US,state,Timothy Titus
2383,Thaddeus Weed,Thaddeus,Weed,,,NY,US,state,Thaddeus Weed
2384,John Davenport,John,Davenport,,,NY,US,state,John Davenport
2385,Smith Weed,Smith,Weed,,,NY,US,state,Smith Weed
2386,Samuel Hutton,Samuel,Hutton,,,NY,US,state,Samuel Hutton
2387,Andrew Wakeman,andrew,Wakeman,,,NY,US,state,andrew Wakeman
2388,Andrew Stockholm,andrew,Stockholm,,,NY,US,state,andrew Stockholm
2389,Miller Hart and Co,Miller,Hart,,,NY,US,state,Miller Hart
2390,Cornelius Ten Broeck,Cornelius,Ten Broeck,,,NY,US,state,Cornelius Ten Broeck
2391,Platt Carll,Platt,Carll,,,NY,US,state,Platt Carll
2392,David Lydig,David,Lydig,,,NY,US,state,David Lydig
2393,Charles McEvers,Charles,Mcevers,,,NY,US,state,Charles Mcevers
2394,James Manning,James,Manning,,,NY,US,state,James Manning
2395,Alexander Macomb,Alexander,Macomb,,,NY,US,state,Alexander Macomb
2396,Obadiah Bowen,Obadiah,Bowen,,,NY,US,state,Obadiah Bowen
2397,Hannah Townsend,Hannah,Townsend,,,NY,US,state,Hannah Townsend
2398,John P Mumford and Co,John P,Mumford,,,NY,US,state,John P Mumford
2399,Joshua Paine,Joshua,Paine,,,NY,US,state,Joshua Paine
2400,George D Alvey,George D,Alvey,,,NY,US,state,George D Alvey
2401,Thaddeus Burr,Thaddeus,Burr,,,NY,US,state,Thaddeus Burr
2402,Elijah Austin,Elijah,Austin,,,NY,US,state,Elijah Austin
2403,William Applegate,William,Applegate,,,NY,US,state,William Applegate
2404,Daniel L Coit,Daniel L,Coit,,,NY,US,state,Daniel L Coit
2405,John Rathbun,John,Rathbun,,,NY,US,state,John Rathbun
2406,Solomon Townsend,Solomon,Townsend,,,NY,US,state,Solomon Townsend
2407,Isabella Metcheld Mahony,Isabella Metcheld,Mahony,,,NY,US,state,Isabella Metcheld Mahony
2408,Michael Price,Michael,Price,,,NY,US,state,Michael Price
2409,James Johnston,James,Johnston,,,NY,US,state,James Johnston
2410,Moses Scott,Moses,Scott,,,NY,US,state,Moses Scott
2411,Theodosius Fowler,Theodosius,Fowler,,,NY,US,state,Theodosius Fowler
2412,James Davenport,James,Davenport,,,NY,US,state,James Davenport
2413,John L Champlin,John L,Champlin,,,NY,US,state,John L Champlin
2414,William Mumford and Co,William,Mumford,,,NY,US,state,William Mumford
2415,Luther Halsey,Luther,Halsey,,,NY,US,state,Luther Halsey
2416,Clarkson Edgar,Clarkson,Edgar,,,NY,US,state,Clarkson Edgar
2417,George Codwise,George,Codwise,,,NY,US,state,George Codwise
2418,John Hendrickson,John,Hendrickson,,,NY,US,state,John Hendrickson
2419,Jonas Stanberry,Jonas,Stanberry,,,NY,US,state,Jonas Stanberry
2420,Bernard Hart and Co,Bernard,Hart,,,NY,US,state,Bernard Hart
2421,James Rivington,James,Rivington,,,NY,US,state,James Rivington
2422,Jonathan Sturges,Jonathan,Sturges,,,NY,US,state,Jonathan Sturges
2423,David Mumford,David,Mumford,,,NY,US,state,David Mumford
2424,Daniel L Ketcham,Daniel L,Ketcham,,,NY,US,state,Daniel L Ketcham
2425,Hezekiah Sanford,Hezekiah,Sanford,,,NY,US,state,Hezekiah Sanford
2426,Wainwright and Caldwell,Andrew,Caldwell,,,NY,US,state,Andrew Caldwell | Francis Wainwright
2427,Wainwright and Caldwell,Francis,Wainwright,,,NY,US,state,Andrew Caldwell | Francis Wainwright
2428,William Leffingwell,William,Leffingwell,,,NY,US,state,William Leffingwell
2429,Albert Hyckoff,Albert,Hyckoff,,,NY,US,state,Albert Hyckoff
2430,Coll McGregor,Coll,Mcgregor,,,NY,US,state,Coll Mcgregor
2431,Christopher Leffingwell,Christopher,Leffingwell,,,NY,US,state,Christopher Leffingwell
2432,Henry Huntington,Henry,Huntington,,,NY,US,state,Henry Huntington
2433,Frederick Fanning,Frederick,Fanning,,,NY,US,state,Frederick Fanning
2434,Isaac Bronson,Isaac,Bronson,,,NY,US,state,Isaac Bronson
2435,Isaac Riley,Isaac,Riley,,,NY,US,state,Isaac Riley
2436,Izahiah Wetmore,Izahiah,Wetmore,,,NY,US,state,Izahiah Wetmore
2437,William Denning,William,Denning,,,NY,US,state,William Denning
2438,John Speyer,John,Speyer,,,NY,US,state,John Speyer
2439,Robert C Johnston,Robert C,Johnston,,,NY,US,state,Robert C Johnston
2440,Nicholas Cruger,Nicholas,Cruger,,,NY,US,state,Nicholas Cruger
2441,Nathaniel Leonard,Nathaniel,Leonard,,,NY,US,state,Nathaniel Leonard
2442,Wheeler Coit,Wheeler,Coit,,,NY,US,state,Wheeler Coit
2443,Henry Remsen,Henry,Remsen,,,NY,US,state,Henry Remsen
2444,John Dewint,John,Dewint,,,NY,US,state,John Dewint
2445,Nicholas Cooke and Co,Nicholas,Cooke,,,NY,US,state,Nicholas Cooke
