row_id,Name,Fn_Fix,Ln_Fix,new_town,county,new_state,country,geo_level,Name_Fix
1690,Samuel Chesley,Samuel,Chesley,Durham,Strafford County,NH,US,town,Samuel Chesley
1691,Phillips White,Phillips,White,South Hampton,Rockingham County,NH,US,town,Phillips White
1692,Thomas Williams,Thomas,Williams,Roxbury,Suffolk County,MA,US,town,Thomas Williams
1693,Daniel Newcomb,Daniel,Newcomb,Keene,Cheshire County,NH,US,town,Daniel Newcomb
1694,Daniel Farnum,Daniel,Farnum,Concord,Grafton County,NH,US,town,Daniel Farnum
1695,Thomas Amory,Thomas,Amory,Boston,Suffolk County,MA,US,town,Thomas Amory
1696,John Blunt,John,Blunt,Rye,Rockingham County,NH,US,town,John Blunt
1697,Joseph Whipple,Joseph,Whipple,Portsmouth,Rockingham County,NH,US,town,Joseph Whipple
1698,Hannah Dummer,Hannah,Dummer,Newbury,Essex County,MA,US,town,Hannah Dummer
1699,George Daig,George,Daig,Portsmouth,Rockingham County,NH,US,town,George Daig
1700,Timothy Walker,Timothy,Walker,Concord,Grafton County,NH,US,town,Timothy Walker
1701,Jeremiah Libbey,Jeremiah,Libbey,Portsmouth,Rockingham County,NH,US,town,Jeremiah Libbey
1702,Jacob Bagley Currier,Jacob Bagley,Currier,Amesbury,Essex County,MA,US,town,Jacob Bagley Currier
1703,Samuel Kinrick,Samuel,Kinrick,Amesbury,Essex County,MA,US,town,Samuel Kinrick
1704,Edward L Livermore,Edward L,Livermore,Portsmouth,Rockingham County,NH,US,town,Edward L Livermore
1705,Richard Billings,Richard,Billings,Portsmouth,Rockingham County,NH,US,town,Richard Billings
1706,John Delafield,John,Delafield,,,NY,US,state,John Delafield
1707,Daniel Crommelin and Sons,Daniel,Crommelin,,,NY,US,state,Daniel Crommelin
1708,William Henderson,William,Henderson,,,NY,US,state,William Henderson
1709,John O Conner,John O,Conner,,,NY,US,state,John O Conner
1710,Randall Son and Stenvarts,Thomas,Randall,,,NY,US,state,Thomas Randall
1711,Robert R Randall,Robert R,Randall,,,NY,US,state,Robert R Randall
1712,William Constable,William,Constable,,,NY,US,state,William Constable
1713,Thomas Jones,Thomas,Jones,,,NY,US,state,Thomas Jones
1714,James Hill,James,Hill,,,NY,US,state,James Hill
1715,George Lewis,George,Lewis,,,NY,US,state,George Lewis
1716,George Scriba,George,Scriba,,,NY,US,state,George Scriba
1717,John Ashley,John,Ashley,,,NY,US,state,John Ashley
1718,Robert Daniel and Guilian Crommelin,Guilian,Crommelin,,,NY,US,state,Guilian Crommelin | Robert Daniel
1719,Robert Daniel and Guilian Crommelin,Robert,Daniel,,,NY,US,state,Guilian Crommelin | Robert Daniel
1720,Daniel Badcock,Daniel,Badcock,,,NY,US,state,Daniel Badcock
1721,George Scriba,George,Scriba,,,NY,US,state,George Scriba
1722,Daniel Ludlow,Daniel,Ludlow,,,NY,US,state,Daniel Ludlow
1723,Jabez Campfield,Jabez,Campfield,,,NY,US,state,Jabez Campfield
1724,Daniel Crommelin and Sons,Daniel,Crommelin,,,NY,US,state,Daniel Crommelin
1725,Charles Anderson,Charles,anderson,,,NY,US,state,Charles anderson
1726,William Leatham,William,Leatham,,,NY,US,state,William Leatham
1727,John Walker,John,Walker,,,NY,US,state,John Walker
1728,Richard Smith,Richard,Smith,,,NY,US,state,Richard Smith
1729,James F Sebor and Co,James F,Sebor,,,NY,US,state,James F Sebor
1730,Michael McLachlan,Michael,Mclachlan,,,NY,US,state,Michael Mclachlan
1731,Dominick Lynch,Dominick,Lynch,,,NY,US,state,Dominick Lynch
1732,Isaac Whippo,Isaac,Whippo,,,NY,US,state,Isaac Whippo
1733,Robert R Randall,Robert R,Randall,,,NY,US,state,Robert R Randall
1734,Randall Son and Stenvarts,Thomas,Randall,,,NY,US,state,Thomas Randall
1735,Joseph Pitcain | Joseph Pitcairn,Joseph,Pitcain,,,NY,US,state,Joseph Pitcain | Joseph Pitcairn
1736,Joseph Pitcain | Joseph Pitcairn,Joseph,Pitcairn,,,NY,US,state,Joseph Pitcain | Joseph Pitcairn
1737,Mary Bryant,Mary,Bryant,,,NY,US,state,Mary Bryant
1738,John Laurence | John Lawrence,John,Laurence,,,NY,US,state,John Laurence | John Lawrence
1739,John Laurence | John Lawrence,John,Lawrence,,,NY,US,state,John Laurence | John Lawrence
1740,Charles Wilkes,Charles,Wilkes,,,NY,US,state,Charles Wilkes
1741,Richard Platt,Richard,Platt,,,NY,US,state,Richard Platt
1742,Mary Van Schaick,Mary,Van Schaick,,,NY,US,state,Mary Van Schaick
1743,John R B Rogers,John R B,Rogers,,,NY,US,state,John R B Rogers
1744,Peter Gansevert | Peter Gansevoort,Peter,Gansevert,,,NY,US,state,Peter Gansevert | Peter Gansevoort
1745,Peter Gansevert | Peter Gansevoort,Peter,Gansevoort,,,NY,US,state,Peter Gansevert | Peter Gansevoort
1746,Cornelius Ray,Cornelius,Ray,,,NY,US,state,Cornelius Ray
1747,Garrit W Van Schaick,Garrit W,Van Schaick,,,NY,US,state,Garrit W Van Schaick
1748,Nicholas Roosevelt,Nicholas,Roosevelt,,,NY,US,state,Nicholas Roosevelt
1749,Daniel Penfield,Daniel,Penfield,,,NY,US,state,Daniel Penfield
1750,Nicholas Low,Nicholas,Low,,,NY,US,state,Nicholas Low
1751,Philip Conine,Philip,Conine,,,NY,US,state,Philip Conine
1752,John Fonda,John,Fonda,,,NY,US,state,John Fonda
1753,John Delafield,John,Delafield,,,NY,US,state,John Delafield
1754,Charles Anderson,Charles,anderson,,,NY,US,state,Charles anderson
1755,Horatio Gates,Horatio,Gates,,,NY,US,state,Horatio Gates
1756,Edward Parker,Edward,Parker,,,NY,US,state,Edward Parker
1757,George Service,George,Service,,,NY,US,state,George Service
1758,Jonathan Malbie | Jonathan Maltbe | Jonathan Maltbie,Jonathan,Malbie,,,NY,US,state,Jonathan Malbie | Jonathan Maltbe | Jonathan Maltbie
1759,Jonathan Malbie | Jonathan Maltbe | Jonathan Maltbie,Jonathan,Maltbe,,,NY,US,state,Jonathan Malbie | Jonathan Maltbe | Jonathan Maltbie
1760,Jonathan Malbie | Jonathan Maltbe | Jonathan Maltbie,Jonathan,Maltbie,,,NY,US,state,Jonathan Malbie | Jonathan Maltbe | Jonathan Maltbie
1761,Lydia Watkins,Lydia,Watkins,,,NY,US,state,Lydia Watkins
1762,Garrit Lansing,Garrit,Lansing,,,NY,US,state,Garrit Lansing
1763,Nicholas Low,Nicholas,Low,,,NY,US,state,Nicholas Low
1764,Andrew Craigie,andrew,Craigie,,,NY,US,state,andrew Craigie
1765,Jacob Reed,Jacob,Reed,,,NY,US,state,Jacob Reed
1766,Maria Van Schaick,Maria,Van Schaick,,,NY,US,state,Maria Van Schaick
1767,Robert T Kemble,Robert T,Kemble,,,NY,US,state,Robert T Kemble
1768,John Conway,John,Conway,,,NY,US,state,John Conway
1769,Susannah Nardill,Susannah,Nardill,,,NY,US,state,Susannah Nardill
1770,Thomas McEuen,Thomas,Mceuen,,,NY,US,state,Thomas Mceuen
1771,Joiz Koiz Silva | Joize Rovi Silva,Joiz Koiz,Silva,,,NY,US,state,Joiz Koiz Silva | Joize Rovi Silva
1772,Joiz Koiz Silva | Joize Rovi Silva,Joize Rovi,Silva,,,NY,US,state,Joiz Koiz Silva | Joize Rovi Silva
1773,Joseph Hallett,Joseph,Hallett,,,NY,US,state,Joseph Hallett
1774,James Hill | John De la Mater,James,Hill,,,NY,US,state,James Hill | John De La Mater
1775,James Hill | John De la Mater,John,De La Mater,,,NY,US,state,James Hill | John De La Mater
1776,Alida Van Schaick | Hilda Van Schaick,Alida,Van Schaick,,,NY,US,state,Alida Van Schaick | Hilda Van Schaick
1777,Alida Van Schaick | Hilda Van Schaick,Hilda,Van Schaick,,,NY,US,state,Alida Van Schaick | Hilda Van Schaick
1778,Jacob and Philip Mark,Jacob,Mark,,,NY,US,state,Jacob Mark | Philip Mark
1779,Jacob and Philip Mark,Philip,Mark,,,NY,US,state,Jacob Mark | Philip Mark
1780,Walter W Heyer and Co,Walter W,Heyer,,,NY,US,state,Walter W Heyer
1781,Walter W Heyer and Co,Walter W,Heyer,,,NY,US,state,Walter W Heyer
1782,William Henderson,William,Henderson,,,NY,US,state,William Henderson
1783,Thomas Storm,Thomas,Storm,,,NY,US,state,Thomas Storm
1784,Nicholas Cruger,Nicholas,Cruger,,,NY,US,state,Nicholas Cruger
1785,Nathan Ker | Nathaniel Ker,Nathan,Ker,,,NY,US,state,Nathan Ker | Nathaniel Ker
1786,Nathan Ker | Nathaniel Ker,Nathaniel,Ker,,,NY,US,state,Nathan Ker | Nathaniel Ker
1787,Elsey Everson,Elsey,Everson,,,NY,US,state,Elsey Everson
1788,Cornelius Ray,Cornelius,Ray,,,NY,US,state,Cornelius Ray
1789,Gabriel Furman,Gabriel,Furman,,,NY,US,state,Gabriel Furman
1790,Helena Bogart,Helena,Bogart,,,NY,US,state,Helena Bogart
1791,John Bush,John,Bush,,,NY,US,state,John Bush
1792,Charles Shaw,Charles,Shaw,,,NY,US,state,Charles Shaw
1793,John Lawrence,John,Lawrence,,,NY,US,state,John Lawrence
1794,Abraham Duryee,Abraham,Duryee,,,NY,US,state,Abraham Duryee
1795,Maria De Freert | Maria De Frust,Maria,De Freert,,,NY,US,state,Maria De Freert | Maria De Frust
1796,Maria De Freert | Maria De Frust,Maria,De Frust,,,NY,US,state,Maria De Freert | Maria De Frust
1797,Susannah Nardill | Susannah Wardill,Susannah,Nardill,,,NY,US,state,Susannah Nardill | Susannah Wardill
1798,Susannah Nardill | Susannah Wardill,Susannah,Wardill,,,NY,US,state,Susannah Nardill | Susannah Wardill
1799,Daniel C Verplanck,Daniel C,Verplanck,,,NY,US,state,Daniel C Verplanck
1800,Theodosius Fowler and Co,Theodosius,Fowler,,,NY,US,state,Theodosius Fowler
1801,John Buchanan,John,Buchanan,,,NY,US,state,John Buchanan
1802,John R Livingston,John R,Livingston,,,NY,US,state,John R Livingston
1803,Randall Son and Stewarts,Thomas,Randall,,,NY,US,state,Thomas Randall
1804,David Dickson,David,Dickson,,,NY,US,state,David Dickson
1805,John Jones,John,Jones,,,NY,US,state,John Jones
1806,Catherine Harsbrook | Catherine Hasbrook,Catherine,Harsbrook,,,NY,US,state,Catherine Harsbrook | Catherine Hasbrook
1807,Catherine Harsbrook | Catherine Hasbrook,Catherine,Hasbrook,,,NY,US,state,Catherine Harsbrook | Catherine Hasbrook
1808,John De la Mater,John,De La Mater,,,NY,US,state,John De La Mater
1809,John Lawrence,John,Lawrence,,,NY,US,state,John Lawrence
1810,Theo V W Graham | Theodosius V W Graham,Theo V W,Graham,,,NY,US,state,Theo V W Graham | Theodosius V W Graham
1811,Theo V W Graham | Theodosius V W Graham,Theodosius V W,Graham,,,NY,US,state,Theo V W Graham | Theodosius V W Graham
1812,Helena Bogart,Helena,Bogart,,,NY,US,state,Helena Bogart
1813,Samuel Ward and Brothers,Samuel,Ward,,,NY,US,state,Samuel Ward
1814,Gilbert Saltonstall,Gilbert,Saltonstall,,,NY,US,state,Gilbert Saltonstall
1815,Joseph Hardy,Joseph,Hardy,,,NY,US,state,Joseph Hardy
1816,John Harbach,John,Harbach,,,NY,US,state,John Harbach
1817,James Fitzpatrick,James,Fitzpatrick,,,NY,US,state,James Fitzpatrick
1818,James Carter,James,Carter,,,NY,US,state,James Carter
1819,Margaret Chinn,Margaret,Chinn,,,NY,US,state,Margaret Chinn
1820,Edward Chinn,Edward,Chinn,,,NY,US,state,Edward Chinn
1821,James J Beckman | James J Buchman,James J,Beckman,,,NY,US,state,James J Beckman | James J Buchman
1822,James J Beckman | James J Buchman,James J,Buchman,,,NY,US,state,James J Beckman | James J Buchman
1823,Edward Dunscomb,Edward,Dunscomb,,,NY,US,state,Edward Dunscomb
1824,John Dewhurst,John,Dewhurst,,,NY,US,state,John Dewhurst
1825,Henry Livingston,Henry,Livingston,,,NY,US,state,Henry Livingston
1826,John N Blecker | John N Bleecher,John N,Blecker,,,NY,US,state,John N Blecker | John N Bleecher
1827,John N Blecker | John N Bleecher,John N,Bleecher,,,NY,US,state,John N Blecker | John N Bleecher
1828,Thomas Buchanan,Thomas,Buchanan,,,NY,US,state,Thomas Buchanan
1829,Simon Van Antioch | Simon Van Antwerp,Simon,Van Antioch,,,NY,US,state,Simon Van Antioch | Simon Van Antwerp
1830,Simon Van Antioch | Simon Van Antwerp,Simon,Van Antwerp,,,NY,US,state,Simon Van Antioch | Simon Van Antwerp
1831,Lydia Watkins,Lydia,Watkins,,,NY,US,state,Lydia Watkins
1832,Robert Bell,Robert,Bell,,,NY,US,state,Robert Bell
1833,Dominick Lynch,Dominick,Lynch,,,NY,US,state,Dominick Lynch
1834,Jabcob Reed | Jacob Reed,Jabcob,Reed,,,NY,US,state,Jabcob Reed | Jacob Reed
1835,Jabcob Reed | Jacob Reed,Jacob,Reed,,,NY,US,state,Jabcob Reed | Jacob Reed
1836,Robert F Kimble | Robert T Kemble,Robert F,Kimble,,,NY,US,state,Robert F Kimble | Robert T Kemble
1837,Robert F Kimble | Robert T Kemble,Robert T,Kemble,,,NY,US,state,Robert F Kimble | Robert T Kemble
1838,Edward Griswold,Edward,Griswold,,,NY,US,state,Edward Griswold
1839,Theodosius Fowler and Co,Theodosius,Fowler,,,NY,US,state,Theodosius Fowler
1840,Lewis Allaine Scott,Lewis Allaine,Scott,,,NY,US,state,Lewis Allaine Scott
1841,Edward Williams,Edward,Williams,,,NY,US,state,Edward Williams
1842,Peter Kemble,Peter,Kemble,,,NY,US,state,Peter Kemble
1843,Marinus Willett,Marinus,Willett,,,NY,US,state,Marinus Willett
1844,Abraham Brinkerhoff,Abraham,Brinkerhoff,,,NY,US,state,Abraham Brinkerhoff
1845,Mary Brinkerhoff,Mary,Brinkerhoff,,,NY,US,state,Mary Brinkerhoff
1846,Jacobus Lefferts,Jacobus,Lefferts,,,NY,US,state,Jacobus Lefferts
1847,Nicholas Hoffman and Sons | Nicholas Huffman and Son,Nicholas,Hoffman,,,NY,US,state,Nicholas Hoffman | Nicholas Huffman
1848,Nicholas Hoffman and Sons | Nicholas Huffman and Son,Nicholas,Huffman,,,NY,US,state,Nicholas Hoffman | Nicholas Huffman
1849,Robert Hodge,Robert,Hodge,,,NY,US,state,Robert Hodge
1850,Robert C Livingston,Robert C,Livingston,,,NY,US,state,Robert C Livingston
1851,John Jacob Lansing,John Jacob,Lansing,,,NY,US,state,John Jacob Lansing
1852,Walter  Livingston | Walter Livingston,Walter,Livingston,,,NY,US,state,Walter Livingston
1853,Gerardus Lansing,Gerardus,Lansing,,,NY,US,state,Gerardus Lansing
1854,Joshua Sands,Joshua,Sands,,,NY,US,state,Joshua Sands
1855,John Brown,John,Brown,,,NY,US,state,John Brown
1856,Isaac Clason,Isaac,Clason,,,NY,US,state,Isaac Clason
1857,George Storer,George,Storer,,,NY,US,state,George Storer
1858,John Rogers,John,Rogers,,,NY,US,state,John Rogers
1859,Edward Griswold,Edward,Griswold,,,NY,US,state,Edward Griswold
1860,Joseph Lewis,Joseph,Lewis,,,NY,US,state,Joseph Lewis
1861,Peter Baelde,Peter,Baelde,,,NY,US,state,Peter Baelde
1862,Ebenezer Storer,Ebenezer,Storer,,,NY,US,state,Ebenezer Storer
1863,Walter Livingston,Walter,Livingston,,,NY,US,state,Walter Livingston
1864,Thomas Tillison | Thomas Tillston,Thomas,Tillison,,,NY,US,state,Thomas Tillison | Thomas Tillston
1865,Thomas Tillison | Thomas Tillston,Thomas,Tillston,,,NY,US,state,Thomas Tillison | Thomas Tillston
1866,Daniel Ludlow,Daniel,Ludlow,,,NY,US,state,Daniel Ludlow
1867,John L Hunn,John L,Hunn,,,NY,US,state,John L Hunn
1868,Michael Joy,Michael,Joy,,,NY,US,state,Michael Joy
1869,Jacamiah Smith,Jacamiah,Smith,,,NY,US,state,Jacamiah Smith
1870,Joseph Bowne,Joseph,Bowne,,,NY,US,state,Joseph Bowne
1871,H and S Johnson and Co | H and S Johnson and Co',Horace,Johnson,,,NY,US,state,Horace Johnson | Seth Johnson
1872,H and S Johnson and Co | H and S Johnson and Co',Seth,Johnson,,,NY,US,state,Horace Johnson | Seth Johnson
1873,John C Freeke | John C Fruke,John C,Freeke,,,NY,US,state,John C Freeke | John C Fruke
1874,John C Freeke | John C Fruke,John C,Fruke,,,NY,US,state,John C Freeke | John C Fruke
1875,William Smith,William,Smith,,,NY,US,state,William Smith
1876,Elisha Hart,Elisha,Hart,,,NY,US,state,Elisha Hart
1877,Abraham Lansing,Abraham,Lansing,,,NY,US,state,Abraham Lansing
1878,Abraham Van Deursen | Abraham Van Duerson,Abraham,Van Deursen,,,NY,US,state,Abraham Van Deursen | Abraham Van Duerson
1879,Abraham Van Deursen | Abraham Van Duerson,Abraham,Van Duerson,,,NY,US,state,Abraham Van Deursen | Abraham Van Duerson
1880,James Livingston,James,Livingston,,,NY,US,state,James Livingston
1881,John Jay,John,Jay,,,NY,US,state,John Jay
1882,Norman Butler,Norman,Butler,,,NY,US,state,Norman Butler
1883,Jonathan Dayton,Jonathan,Dayton,,,NY,US,state,Jonathan Dayton
1884,Nathaniel Prime,Nathaniel,Prime,,,NY,US,state,Nathaniel Prime
1885,William Rogers,William,Rogers,,,NY,US,state,William Rogers
1886,John Delafield | William W Morris,John,Delafield,,,NY,US,state,John Delafield | William W Morris
1887,John Delafield | William W Morris,William W,Morris,,,NY,US,state,John Delafield | William W Morris
1888,Leonard Bronk,Leonard,Bronk,,,NY,US,state,Leonard Bronk
1889,John S Bronk,John S,Bronk,,,NY,US,state,John S Bronk
1890,Thomas Mc Euen | Thomas McEuen,Thomas Mc,Euen,,,NY,US,state,Thomas Mc Euen | Thomas Mceuen
1891,Thomas Mc Euen | Thomas McEuen,Thomas,Mceuen,,,NY,US,state,Thomas Mc Euen | Thomas Mceuen
1892,Robert Barwick | Robert Bawick,Robert,Barwick,,,NY,US,state,Robert Barwick | Robert Bawick
1893,Robert Barwick | Robert Bawick,Robert,Bawick,,,NY,US,state,Robert Barwick | Robert Bawick
1894,Nathaniel Green,Nathaniel,Green,,,NY,US,state,Nathaniel Green
1895,Nathaniel Green,Nathaniel,Green,,,NY,US,state,Nathaniel Green
1896,Francis Lewis,Francis,Lewis,,,NY,US,state,Francis Lewis
1897,Thomas Mackaness,Thomas,Mackaness,,,NY,US,state,Thomas Mackaness
1898,Walter Livingston,Walter,Livingston,,,NY,US,state,Walter Livingston
1899,Daniel Cotton,Daniel,Cotton,,,NY,US,state,Daniel Cotton
1900,John Jacob Beekman,John Jacob,Beekman,,,NY,US,state,John Jacob Beekman
1901,Lucas Van Neghten | Lucas VanNeghten,Lucas,Van Neghten,,,NY,US,state,Lucas Van Neghten | Lucas Vanneghten
1902,Lucas Van Neghten | Lucas VanNeghten,Lucas,Vanneghten,,,NY,US,state,Lucas Van Neghten | Lucas Vanneghten
1903,Garret T Fisher,Garret T,Fisher,,,NY,US,state,Garret T Fisher
1904,Alida Van Rensealear | Alida Van Renselear,Alida,Van Rensealear,,,NY,US,state,Alida Van Rensealear | Alida Van Renselear
1905,Alida Van Rensealear | Alida Van Renselear,Alida,Van Renselear,,,NY,US,state,Alida Van Rensealear | Alida Van Renselear
1906,Henry Van Rensealear | Henry Van Renselear,Henry,Van Rensealear,,,NY,US,state,Henry Van Rensealear | Henry Van Renselear
1907,Henry Van Rensealear | Henry Van Renselear,Henry,Van Renselear,,,NY,US,state,Henry Van Rensealear | Henry Van Renselear
1908,Richard Johnston,Richard,Johnston,,,NY,US,state,Richard Johnston
1909,Joseph Totten | Joseph Totton,Joseph,Totten,,,NY,US,state,Joseph Totten | Joseph Totton
1910,Joseph Totten | Joseph Totton,Joseph,Totton,,,NY,US,state,Joseph Totten | Joseph Totton
1911,Jeremiah Van Rensealear,Jeremiah,Van Rensealear,,,NY,US,state,Jeremiah Van Rensealear
1912,Christian Menthorne,Christian,Menthorne,,,NY,US,state,Christian Menthorne
1913,Catherine Carr,Catherine,Carr,,,NY,US,state,Catherine Carr
1914,Joseph Young,Joseph,Young,,,NY,US,state,Joseph Young
1915,Mary Beekman,Mary,Beekman,,,NY,US,state,Mary Beekman
1916,George McLutchin,George,Mclutchin,,,NY,US,state,George Mclutchin
1917,John Younglove,John,Younglove,,,NY,US,state,John Younglove
1918,Philip Schuyler,Philip,Schuyler,,,NY,US,state,Philip Schuyler
1919,Stephen Van Rensealear | Stephen Van Renselear,Stephen,Van Rensealear,,,NY,US,state,Stephen Van Rensealear | Stephen Van Renselear
1920,Stephen Van Rensealear | Stephen Van Renselear,Stephen,Van Renselear,,,NY,US,state,Stephen Van Rensealear | Stephen Van Renselear
1921,John Laurence,John,Laurence,,,NY,US,state,John Laurence
1922,Charles Dickinson,Charles,Dickinson,,,NY,US,state,Charles Dickinson
1923,James Cockcroft | James Cockroft,James,Cockcroft,,,NY,US,state,James Cockcroft | James Cockroft
1924,James Cockcroft | James Cockroft,James,Cockroft,,,NY,US,state,James Cockcroft | James Cockroft
1925,Thomas Randall,Thomas,Randall,,,NY,US,state,Thomas Randall
1926,William Thurston,William,Thurston,,,NY,US,state,William Thurston
1927,Philip H Livingston | Philip Livingston,Philip H,Livingston,,,NY,US,state,Philip H Livingston | Philip Livingston
1928,Philip H Livingston | Philip Livingston,Philip,Livingston,,,NY,US,state,Philip H Livingston | Philip Livingston
1929,John Burnett,John,Burnett,,,NY,US,state,John Burnett
1930,A McWhoker | A McWhorker | Alexander McWhoker,Alexander,McWhoker,,,NY,US,state,Alexander McWhoker | Alexander McWhorker
1931,A McWhoker | A McWhorker | Alexander McWhoker,Alexander,McWhorker,,,NY,US,state,Alexander McWhoker | Alexander McWhorker
1932,James Gray,James,Gray,,,NY,US,state,James Gray
1933,Norman Butler,Norman,Butler,,,NY,US,state,Norman Butler
1934,John Bleecker,John,Bleecker,,,NY,US,state,John Bleecker
1935,George Stanley,George,Stanley,,,NY,US,state,George Stanley
1936,Anthony L Bleecker,Anthony L,Bleecker,,,NY,US,state,Anthony L Bleecker
1937,John D Alvey,John D,Alvey,,,NY,US,state,John D Alvey
1938,William W Morris,William W,Morris,,,NY,US,state,William W Morris
1939,P Dennis | Patric Dennis | Patrick Dennis,Patric,Dennis,,,NY,US,state,Patric Dennis | Patrick Dennis
1940,P Dennis | Patric Dennis | Patrick Dennis,Patrick,Dennis,,,NY,US,state,Patric Dennis | Patrick Dennis
1941,Silas Condich | Silas Condict,Silas,Condich,,,NY,US,state,Silas Condich | Silas Condict
