child_id,child_name,state,in_post1790,error,parent_id,parent_ids_all,parent_name,multi_parent
Smith-52997,Isaac Smith,CT,True,,Smith-52979,Smith-52979,Samuel Smith,False
Smith-54613,Samuel Smith,CT,True,,Smith-54113,Smith-54113,Oliver Smith,False
Smith-57655,Samuel Smith,CT,True,,Smith-48571,Smith-48571,Daniel Smith,False
Smith-59926,Reuben Smith,CT,True,,Smith-59925,Smith-59925,Simeon Smith,False
Smith-71374,Robert Smith,PA,True,,Smith-71375,Smith-71375,John Smith,False
Smith-73236,Isaac Smith,CT,True,,Smith-73235,Smith-73235,Abraham Smith,False
Smith-97628,Richard Smith,NY,True,,Smith-97613,Smith-97613,Samuel Smith,False
Sprague-3946,Joseph Sprague,MA,True,,Sprague-3477,Sprague-3477,John Sprague,False
Stahl-2392,John Stahl,PA,True,,Stahl-837,Stahl-837,Jacob Stahl,False
Stahl-2457,John Stahl,PA,True,,Stahl-2438,Stahl-2438,Philip Stahl,False
Stahl-2467,John Stahl,PA,True,,Stahl-2439,Stahl-2439,Abraham Stahl,False
Strong-2764,Joseph Strong,CT,True,,Strong-2760,Strong-2760,Judah Strong,False
Strong-2912,Joseph Strong,CT,True,,Strong-1460,Strong-1460,Nathan Strong,False
Strong-317,Joseph Strong,CT,True,,Strong-316,Strong-316,Benajah Strong,False
Templeton-5,John Templeton,PA,True,,Templeton-3,Templeton-3,Nathaniel Templeton,False
Thomas-32806,John Thomas,MD,True,,Thomas-20734,Thomas-20734,Samuel Thomas,False
Thomas-33039,Philip Thomas,MD,True,,Thomas-20734,Thomas-20734,Samuel Thomas,False
Thomas-38817,Joseph Thomas,PA,True,,Thomas-51064,Thomas-51064,Nathan Thomas,False
Thomas-49631,Joseph Thomas,PA,True,,Thomas-49630,Thomas-49630,Owen Thomas,False
Thomas-60378,John Thomas,MD,True,,Thomas-33082,Thomas-33082,Richard Thomas,False
Thomas-66910,John Thomas,MD,True,,Thomas-41506,Thomas-41506,Philip Thomas,False
Thompson-10546,John Thompson,PA,True,,Chambers-1327,Chambers-1327,Elizabeth Thompson,False
Thompson-22051,John Thompson,PA,True,,Thompson-22552,Thompson-22552,Robert Thompson,False
Thompson-22315,John Thompson,PA,True,,Thompson-22313,Thompson-22313,William Thompson,False
Thompson-23659,Joseph Thompson,PA,True,,Thomson-8993,Thomson-8993,William Thomson,False
Thompson-32968,Joseph Thompson,PA,True,,Thornton-11462,Thornton-11462,Hannah Thompson,False
Thompson-39870,John Thompson,PA,True,,Laughlin-2171,Laughlin-2171,Jane Thompson,False
Thompson-45394,John Thompson,PA,True,,Thompson-45396,Thompson-45396,William Thompson,False
Thompson-49138,John Thompson,PA,True,,Thompson-49244,Thompson-49244,Robert Thompson,False
Thornton-10806,Thomas Thornton,VA,True,,Thornton-2837,Thornton-2837,Anthony Thornton,False
Thornton-6688,Thomas Thornton,VA,True,,Ewell-160,Ewell-160,Mary Hodges,False
Townsend-2512,Solomon Townsend,NY,True,,Townsend-2514,Townsend-2514,Samuel Townsend,False
Truax-262,Isaac Truax,NY,True,,Truax-260,Truax-260,Sarah Truax,False
Truax-400,Isaac Truax,NY,True,,Truax-442,Truax-442,Abraham Truax,False
Truax-404,Henry Truax,NY,True,,Truax-359,Truax-359,Isaac Truax,False
Trumbull-505,Sarah Williams,CT,True,,Trumbull-137,Trumbull-137,David Trumbull,False
Tyler-2579,John Tyler,CT,True,,Tyler-2575,Tyler-2575,Joseph Tyler,False
Tyler-6458,Moses Tyler,CT,True,,Tyler-6457,Tyler-6457,Elisha Tyler,False
Wadsworth-1247,Charles Wadsworth,CT,True,,Flagg-769,Flagg-769,Abigail Wadsworth,False
Wadsworth-478,Daniel Wadsworth,CT,True,,Wadsworth-452,Wadsworth-452,Jeremiah Wadsworth,False
Walker-28387,Robert Walker,CT,True,,Lewis-26333,Lewis-26333,Rebeckah Walker,False
Ward-38881,Simon Ward,NH,True,,Ward-1424,Ward-1424,Cotton Ward,False
Warfield-587,Alexander Warfield,MD,True,,Warfield-634,Warfield-634,Charles Warfield,False
Warner-12674,John Warner,CT,True,,Warner-7200,Warner-7200,Hezekiah Warner,False
Washington-181,George Washington,VA,True,,Washington-179,Washington-179,Lawrence Washington,False
Weems-606,John Weems,MD,True,,Weems-489,Weems-489,James Weems,False
Weems-837,John Weems,MD,True,,Weems-755,Weems-755,William Weems,False
Weems-846,John Weems,MD,True,,Weems-489,Weems-489,James Weems,False
Wells-14142,Samuel Wells,CT,True,,Wells-14141,Wells-14141,William Wells,False
Wells-16753,James Wells,CT,True,,Wells-8187,Wells-8187,Edmund Wells,False
Wheeler-20156,John Wheeler,CT,True,,Wheeler-14724,Wheeler-14724,Ichabod Wheeler,False
Wheeler-6674,John Wheeler,CT,True,,Denison-364,Denison-364,Esther Wheeler,False
Wheeler-8268,John Wheeler,CT,True,,Mallett-167,Mallett-167,Esther Wheeler,False
White-28084,John White,PA,True,,White-28086,White-28086,Thomas White,False
White-32685,Samuel White,MA,True,,White-7218,White-7218,Daniel White,False
White-39900,Amos White,CT,True,,White-42740,White-42740,Elijah White,False
White-43946,John White,PA,True,,White-1023,White-1023,William White,False
White-52107,Joseph White,CT,True,,White-5283,White-5283,Hugh White,False
White-61769,Samuel White,MA,True,,Lyon-2087,Lyon-2087,Esther White,False
White-63239,Samuel White,MA,True,,White-36915,White-36915,Benjamin White,False
White-88587,Samuel White,MA,True,,White-36915,White-36915,Benjamin White,False
Williams-103752,Thomas Williams,CT,True,,Williams-103754,Williams-103754,William Williams,False
Williams-104893,John Williams,CT,True,,Williams-20641,Williams-20641,Samuel Williams,False
Williams-105800,Solomon Williams,CT,True,,Williams-23840,Williams-23840,Mary Williams,False
Williams-109017,Samuel Williams,CT,True,,Williams-25038,Williams-25038,Ezekiel Williams,False
Williams-109246,Thomas Williams,CT,True,,Williams-25038,Williams-25038,Ezekiel Williams,False
Williams-120271,Thomas Williams,CT,True,,Williams-38645,Williams-38645,Samuel Williams,False
Williams-120501,William Williams,CT,True,,Williams-46968,Williams-46968,Nathan Williams,False
Williams-129090,Thomas Williams,MA,True,,Williams-129076,Williams-129076,William Williams,False
Williams-129091,Thomas Williams,MA,True,,Williams-129076,Williams-129076,William Williams,False
Williams-131316,Thomas Williams,CT,True,,Williams-81699,Williams-81699,John Williams,False
Williams-150335,John Williams,CT,True,,Williams-25038,Williams-25038,Ezekiel Williams,False
Williams-1590,Elias Williams,CT,True,,Williams-1665,Williams-1665,John Williams,False
Williams-1593,William Williams,CT,True,,Williams-1665,Williams-1665,John Williams,False
Williams-1605,William Williams,CT,True,,Cooke-4578,Cooke-4578,Margaret Williams,False
Williams-1665,John Williams,CT,True,,Williams-1612,Williams-1612,William Williams,False
Williams-16757,John Williams,CT,True,,Williams-16768,Williams-16768,Nathaniel Williams,False
Williams-16774,Samuel Williams,CT,True,,Williams-16768,Williams-16768,Nathaniel Williams,False
Williams-16780,William Williams,CT,True,,Williams-16768,Williams-16768,Nathaniel Williams,False
Williams-19834,Thomas Williams,MA,True,,Williams-39830,Williams-39830,John Williams,False
Williams-23839,Mary Porter,CT,True,,Williams-23840,Williams-23840,Mary Williams,False
Williams-27906,David Williams,CT,True,,Williams-32725,Williams-32725,Nathan Williams,False
Williams-38242,William Williams,CT,True,,Williams-38210,Williams-38210,Elias Williams,False
Williams-38248,William Williams,CT,True,,Williams-38210,Williams-38210,Elias Williams,False
Williams-38250,John Williams,CT,True,,Williams-38210,Williams-38210,Elias Williams,False
Williams-52917,John Williams,CT,True,,Williams-9156,Williams-9156,William Williams,False
Williams-54893,Joseph Williams,MA,True,,Williams-54894,Williams-54894,John Williams,False
Williams-58620,Sarah Williams,CT,True,,Williams-1570,Williams-1570,Nathaniel Williams,False
Williams-64680,Thomas Williams,CT,True,,Williams-2025,Williams-2025,Stephen Williams,False
Williams-78895,Thomas Williams,CT,True,,Williams-1570,Williams-1570,Nathaniel Williams,False
Williams-81699,John Williams,CT,True,,Williams-67190,Williams-67190,Thomas Williams,False
Williams-82482,Samuel Williams,CT,True,,Williams-82479,Williams-82479,Nathan Williams,False
Williams-86368,William Williams,MD,True,,Williams-83929,Williams-83929,John Williams,False
Williams-88805,William Williams,MD,True,,Williams-90465,Williams-90465,Joseph Williams,False
Williams-9156,William Williams,CT,True,,Metcalf-1195,Metcalf-1195,Margaret Williams,False
Williams-92948,Thomas Williams,CT,True,,Williams-92945,Williams-92945,Joseph Williams,False
Williams-95666,Joseph Williams,MA,True,,Williams-60270,Williams-60270,William Williams,False
Wilson-66779,William Wilson,MD,True,,Wilson-27689,Wilson-27689,George Wilson,False
Wilson-75303,William Wilson,VA,True,,Wilson-77452,Wilson-77452,John Wilson,False
Wilson-82272,William Wilson,MD,True,,Wilson-44744,Wilson-44744,Samuel Wilson,False
Woodbridge-214,Joseph Woodbridge,CT,True,,Woodbridge-221,Woodbridge-221,Howell Woodbridge,False
Woodbridge-90,William Woodbridge,CT,True,,Woodbridge-84,Woodbridge-84,Dudley Woodbridge,False
Woodruff-1791,Matthew Woodruff,CT,True,,Baldwin-2835,Baldwin-2835,Sarah Woodruff,False
Wyer-603,William Wyer,MA,True,,Wyer-597,Wyer-597,John Wyer,False
Yeates-75,Mary Smith,PA,True,,Yeates-67,Yeates-67,Jasper Yeates,False
