,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,Name,county,geo_level,6p_total
1834,567.0,9.0,283.0,55.0,240.0,96.0,Portsmouth,NH,Merchant,['Stephen Chase'],Rockingham County,town,567.09
1835,800.0,,400.0,,800.0,40.0,Beverly,MA,Physician,['Joshua Fisher'],Essex County,town,
1836,266.0,66.0,133.0,34.0,233.0,13.0,Middletown,CT,Esquire,['Matthew Talcott'],Middlesex County,town,266.66
1837,205.0,17.0,102.0,59.0,73.0,86.0,Sandwich,NH,Esquire,['Daniel Beede'],Strafford County,town,205.17
1838,52.0,98.0,26.0,49.0,13.0,48.0,Pembroke,NH,Esquire,['Richard Bartlett'],Hillsborough County,town,52.98
1839,868.0,15.0,434.0,8.0,253.0,39.0,Portsmouth,NH,Trader,['Robert Ham'],Rockingham County,town,868.15
1840,763.0,11.0,381.0,55.0,251.0,1.0,Gilmantown,NH,Esquire,['Joseph Badger'],Strafford County,town,763.11
1841,1601.0,20.0,800.0,60.0,1524.0,62.0,Newbury Port,MA,Esquire,['Nathaniel Carter'],Essex County,town,1601.2
1842,742.0,5.0,371.0,2.0,239.0,96.0,Portsmouth,NH,Cordwainer,['Joseph Akerman'],Rockingham County,town,742.05
1843,188.0,55.0,94.0,27.0,0.0,0.0,Portsmouth,NH,Esquire,['Titus Salter'],Rockingham County,town,188.55
1844,64.0,17.0,32.0,8.0,32.0,71.0,Pelham,NH,Clerk,['Amos Moody'],Hillsborough County,town,64.17
1845,932.0,92.0,466.0,46.0,252.0,,Portsmouth,NH,Merchant,['Nathaniel Treadwell'],Rockingham County,town,932.92
1846,266.0,67.0,133.0,33.0,329.0,7.0,Situate,MA,Shipwright,['James Briggs'],Plymouth County,town,266.67
1847,7719.0,65.0,3859.0,82.0,2958.0,49.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,town,7719.65
1848,2000.0,,1000.0,,540.0,,Concord,NH,Clerk,['Israel Evans'],Grafton County,town,
1849,112.0,59.0,56.0,29.0,113.0,57.0,Ipswich,MA,Yeoman,['David Choate'],Essex County,town,112.59
1850,426.0,25.0,213.0,12.0,202.0,13.0,Barrington,NH,Yeoman,['Benjamin Hayes'],Strafford County,town,426.25
1851,2159.0,4.0,1079.0,52.0,588.0,18.0,Portsmouth,NH,Baker,['Moses Woodward'],Rockingham County,town,2159.04
1852,310.0,66.0,155.0,33.0,122.0,56.0,Exeter,NH,Widow,['Elizabeth Folson'],Rockingham County,town,310.66
1853,72.0,19.0,36.0,9.0,38.0,98.0,Rowley,MA,Widow,['Abigail Prime'],Essex County,town,72.19
1854,256.0,85.0,128.0,43.0,92.0,47.0,Newtown,NH,Yeoman,['Francis Chase'],Rockingham County,town,256.85
1855,80.0,78.0,40.0,39.0,28.0,36.0,Newtown,NH,Yeoman,['Francis Chase'],Rockingham County,town,80.78
1856,666.0,67.0,333.0,33.0,180.0,,Newbury Port,MA,Blacksmith,['Enoch Titcomb'],Essex County,town,666.67
1857,220.0,79.0,110.0,39.0,139.0,60.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,220.79
1858,137.0,59.0,68.0,80.0,45.0,72.0,Kensington,NH,Physician,['Benjamin Rowe'],Rockingham County,town,137.59
1859,105.0,88.0,52.0,94.0,55.0,13.0,South Hampton,NH,Clerk,['Nathaniel Noyes'],Rockingham County,town,105.88
1860,303.0,42.0,151.0,71.0,81.0,92.0,Tamworth,NH,Esquire,['David Gilman'],Strafford County,town,303.42
1861,567.0,55.0,283.0,78.0,156.0,31.0,Exeter,NH,Esquire,['Jonathan Cass'],Rockingham County,town,567.55
1862,1108.0,54.0,554.0,27.0,603.0,86.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,town,1108.54
1863,214.0,99.0,107.0,49.0,58.0,4.0,Concord,NH,Yeoman,['Joseph Hall'],Grafton County,town,214.99
1864,41.0,66.0,20.0,84.0,40.0,1.0,Portsmouth,NH,Esquire,['Joshua Brackett'],Rockingham County,town,41.66
1865,10.0,15.0,5.0,7.0,221.0,17.0,Portsmouth,NH,Esquire,['Joshua Brackett'],Rockingham County,town,10.15
1866,67.0,66.0,33.0,83.0,35.0,68.0,Amherst,NH,Esquire,['Samuel Dana'],Hillsborough County,town,67.66
1867,968.0,3.0,484.0,1.0,315.0,26.0,Concord,NH,Gentleman,['Joshua Thompson'],Grafton County,town,968.03
1868,400.0,0.0,200.0,0.0,144.0,0.0,Hopkinton,NH,Yeoman,['Enoch Long'],Hillsborough County,town,400.0
1869,1840.0,0.0,920.0,0.0,496.0,80.0,Concord,NH,Gentleman,['Daniel Livermore'],Grafton County,town,1840.0
1870,1791.0,17.0,895.0,59.0,987.0,60.0,Boston,MA,Physician,['Nathaniel W Appleton'],Suffolk County,town,1791.17
1871,50.0,80.0,25.0,40.0,13.0,38.0,Acworth,NH,Gentleman,['John Duncan'],Cheshire County,town,50.8
1872,584.0,81.0,292.0,40.0,393.0,2.0,Somersworth,NH,Esquire,['John Pike'],Strafford County,town,584.81
1873,194.0,45.0,97.0,23.0,160.0,68.0,Haverhill,MA,Esquire,['Samuel White'],Essex County,town,194.45
1874,115.0,14.0,57.0,57.0,146.0,77.0,South Hampton,NH,Clerk,['Nathaniel Noyes'],Rockingham County,town,115.14
1875,48.0,40.0,24.0,20.0,27.0,26.0,Portsmouth,NH,Merchant,['Samuel Hill'],Rockingham County,town,48.4
1876,1003.0,65.0,541.0,83.0,359.0,14.0,Exeter,NH,Esquire,['Nathaniel Gilman'],Rockingham County,town,1003.65
1877,38.0,2.0,19.0,1.0,10.0,26.0,Portsmouth,NH,Esquire,['John Parker'],Rockingham County,town,38.02
1878,3975.0,85.0,1987.0,92.0,2296.0,4.0,Nottingham,NH,Esquire,['Joseph Gilley'],Rockingham County,town,3975.85
1879,220.0,19.0,110.0,10.0,59.0,44.0,Portsmouth,NH,Widow,['Mary Greenwood'],Rockingham County,town,220.19
1880,346.0,67.0,173.0,33.0,124.0,80.0,Charlestown,NH,Esquire,['John Hubbard'],Cheshire County,town,346.67
1881,377.0,45.0,188.0,72.0,115.0,20.0,Portsmouth,NH,Merchant,['Aaron Hill'],Rockingham County,town,377.45
1882,3253.0,55.0,1626.0,77.0,1527.0,63.0,Boston,MA,Merchant,['Samuel Blodgett'],Suffolk County,town,3253.55
1883,1966.0,67.0,983.0,33.0,531.0,,Gilmantown,NH,Esquire,['Thomas Cogswell'],Strafford County,town,1966.67
1884,146.0,83.0,73.0,41.0,82.0,64.0,Portsmouth,NH,Esquire,['Joshua Brackett'],Rockingham County,town,146.83
1885,733.0,33.0,366.0,67.0,547.0,61.0,Beverly,MA,Merchant,['John Dyson'],Essex County,town,733.33
1886,135.0,89.0,67.0,95.0,204.0,42.0,Concord,NH,Esquire,['Timothy Wathers'],Grafton County,town,135.89
1887,57.0,24.0,28.0,62.0,15.0,44.0,North Hampton,NH,Yeoman,['Simon Ward'],Rockingham County,town,57.24
1888,533.0,33.0,266.0,67.0,303.0,,Stoughton,MA,Yeoman,['Daniel Marsh'],Suffolk County,town,533.33
1889,572.0,20.0,286.0,10.0,195.0,91.0,Boston,MA,Merchant,['Daniel Gilman'],Suffolk County,town,572.2
1890,33.0,33.0,16.0,67.0,9.0,,Kensington,NH,Yeoman,['John Batcheler'],Rockingham County,town,33.33
1891,772.0,87.0,386.0,43.0,3474.0,67.0,Newbury Port,MA,Trader,['Timothy Dexter'],Essex County,town,772.87
1892,352.0,53.0,176.0,26.0,216.0,,Wakefield,NH,Esquire,['Avery  Hall'],Strafford County,town,352.53
1893,257.0,55.0,128.0,77.0,109.0,18.0,Exeter,NH,Esquire,['John T Gilman'],Rockingham County,town,257.55
1894,1515.0,45.0,757.0,73.0,1179.0,8.0,Exeter,NH,Esquire,['John T Gilman'],Rockingham County,town,1515.45
1895,1332.0,51.0,666.0,26.0,360.0,,Portsmouth,NH,Physician,['Ammi R Cutter'],Rockingham County,town,1332.51
1896,751.0,65.0,375.0,82.0,378.0,87.0,Andover,MA,Broker,['Ephraim Prescott'],Essex County,town,751.65
1897,1616.0,67.0,808.0,33.0,436.0,50.0,Londonberry,NH,Esquire,['George Reid'],Rockingham County,town,1616.67
1898,36.0,17.0,18.0,8.0,7.0,47.0,Portsmouth,NH,Esquire,['George Gains'],Rockingham County,town,36.17
1899,53.0,33.0,26.0,67.0,14.0,40.0,Portsmouth,NH,Merchant,['Richard Hart'],Rockingham County,town,53.33
1900,194.0,57.0,97.0,29.0,91.0,34.0,Andover,MA,Broker,['Ephraim Prescott'],Essex County,town,194.57
1901,431.0,21.0,215.0,61.0,210.0,43.0,Salisbury,NH,Widow,['Sarah Clark'],Hillsborough County,town,431.21
1902,1146.0,87.0,573.0,43.0,447.0,81.0,Portsmouth,NH,Esquire,['Supply Clap'],Rockingham County,town,1146.87
1903,56.0,39.0,28.0,19.0,28.0,22.0,Portsmouth,NH,Yeoman,['William Ham'],Rockingham County,town,56.39
1904,863.0,,431.0,50.0,254.0,40.0,Portsmouth,NH,Joiner,['Timothy Ham'],Rockingham County,town,
1905,117.0,32.0,58.0,66.0,42.0,23.0,Barrington,NH,Yeoman,['Pelatiah Daniels'],Strafford County,town,117.32
1906,,,,,149.0,72.0,Andover,MA,,['The Trustees of Phillips Academy '],Essex County,town,
1907,361.0,73.0,180.0,86.0,110.0,53.0,Exeter,NH,Merchant,['Samuel Gilman'],Rockingham County,town,361.73
1908,123.0,54.0,61.0,77.0,53.0,33.0,Durham,NH,Esquire,['George Frost'],Strafford County,town,123.54
1909,558.0,40.0,279.0,20.0,407.0,68.0,Hampton,NH,Esquire,['Christopher Toppan'],Rockingham County,town,558.4
1910,55.0,57.0,27.0,79.0,111.0,80.0,Rockingham,NH,Esquire,['Oliver Peabody'],Rockingham County,county,55.57
1911,986.0,85.0,493.0,43.0,353.0,,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,town,986.85
1912,140.0,96.0,70.0,48.0,38.0,5.0,Portsmouth,NH,Esquire,['Nathaniel Adams'],Rockingham County,town,140.96
1913,112.0,1.0,56.0,1.0,94.0,49.0,Portsmouth,NH,Clerk,['Joseph Buckminster'],Rockingham County,town,112.01
1914,193.0,31.0,96.0,66.0,68.0,77.0,Portsmouth,NH,Esquire,['James Sheafe'],Rockingham County,town,193.31
1915,593.0,77.0,296.0,39.0,276.0,,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,593.77
1916,3270.0,59.0,1635.0,29.0,2818.0,83.0,Salem,NH,Merchant,['Elias Hasket Derby'],Rockingham County,town,3270.59
1917,41.0,,20.0,50.0,30.0,17.0,Portsmouth,NH,Cordwainer,['Barnet Akerman'],Rockingham County,town,
1918,253.0,73.0,126.0,87.0,68.0,50.0,Portsmouth,NH,Widow,['Anna Sims'],Rockingham County,town,253.73
1919,131.0,16.0,65.0,58.0,45.0,56.0,Newbury Port,MA,Merchant,['Samuel Tufts'],Essex County,town,131.16
1920,238.0,88.0,119.0,44.0,73.0,86.0,Portsmouth,NH,Clerk,['Samuel Haven'],Rockingham County,town,238.88
1921,106.0,61.0,53.0,31.0,47.0,66.0,Portsmouth,NH,Joiner,['Timothy Ham'],Rockingham County,town,106.61
1922,465.0,81.0,232.0,91.0,173.0,39.0,Newbury Port,MA,Trader,['Joshua Toppan'],Essex County,town,465.81
1923,179.0,99.0,90.0,0.0,188.0,61.0,Exeter,NH,Trader,['Ward Clark Dean'],Rockingham County,town,179.99
1924,49.0,72.0,24.0,86.0,13.0,42.0,Portsmouth,NH,Widow,['Elizabeth Sherbourne'],Rockingham County,town,49.72
1925,709.0,97.0,354.0,99.0,532.0,81.0,Portsmouth,NH,Marniner,['George Long'],Rockingham County,town,709.97
1926,283.0,82.0,141.0,91.0,100.0,46.0,Hollis,NH,Esquire,['Daniel Emerson'],Hillsborough County,town,283.82
1927,519.0,53.0,259.0,76.0,237.0,43.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,town,519.53
1928,218.0,76.0,109.0,38.0,109.0,48.0,Cambridge,MA,Esquire,['Thomas Lee'],Middlesex County,town,218.76
1929,127.0,7.0,63.0,54.0,47.0,8.0,Londonberry,NH,Gentleman,['William Duncan'],Rockingham County,town,127.07
1930,54.0,88.0,27.0,44.0,14.0,81.0,Portsmouth,NH,Blacksmith,['Joseph Whidden'],Rockingham County,town,54.88
1931,15.0,13.0,7.0,56.0,4.0,8.0,Exeter,NH,Esquire,['Samuel Brooks'],Rockingham County,town,15.13
1932,75.0,65.0,37.0,93.0,44.0,61.0,Portsmouth,NH,Marniner,['Samuel Gerrish'],Rockingham County,town,75.65
1933,108.0,13.0,54.0,7.0,32.0,76.0,Haverhill,MA,Merchant,['David How'],Essex County,town,108.13
1934,70.0,59.0,35.0,29.0,38.0,11.0,Kittery,MA,Shipwright,['Ebenezer Fernato'],,state_flag,70.59
1935,200.0,0.0,100.0,0.0,203.0,35.0,Boston,MA,Widow,['Elizabeth Incher'],Suffolk County,town,200.0
1936,152.0,65.0,76.0,33.0,128.0,74.0,Salem,NH,Merchant,['George Dodge'],Rockingham County,town,152.65
1937,34.0,22.0,17.0,11.0,22.0,47.0,Andover,MA,,['The Trustees of Phillips Academy '],Essex County,town,34.22
1938,230.0,83.0,115.0,41.0,94.0,66.0,Boston,MA,Merchant,['Peter Gilman'],Suffolk County,town,230.83
1939,400.0,0.0,200.0,0.0,226.0,70.0,Beverly,MA,Merchant,['John Lovell'],Essex County,town,400.0
1940,200.0,0.0,100.0,0.0,113.0,35.0,Beverly,MA,Merchant,['Thomas Stephens'],Essex County,town,200.0
1941,230.0,62.0,115.0,31.0,290.0,12.0,Haverhill,MA,Merchant,['James Duncan'],Essex County,town,230.62
1942,557.0,95.0,278.0,98.0,533.0,79.0,Haverhill,MA,Trader,['Samuel White'],Essex County,town,557.95
1943,245.0,68.0,122.0,84.0,180.0,0.0,Haverhill,MA,Esquire,['Nathaniel Saltonstall'],Essex County,town,245.68
1944,49.0,81.0,24.0,90.0,28.0,74.0,Newbury Port,MA,Merchant,['Joshua Toppan'],Essex County,town,49.81
1945,478.0,15.0,239.0,8.0,1073.0,64.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,town,478.15
1946,118.0,24.0,59.0,12.0,149.0,62.0,Amherst,NH,Esquire,['Augustus Blanchard'],Hillsborough County,town,118.24
1947,800.0,0.0,400.0,0.0,216.0,0.0,Dover,NH,Esquire,['Benjamin Titcomb'],Strafford County,town,800.0
1948,264.0,82.0,132.0,41.0,181.0,81.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,264.82
1949,200.0,0.0,100.0,0.0,54.0,0.0,Portsmouth,NH,Widow,['Elizabeth Sherbourne'],Rockingham County,town,200.0
1950,1885.0,45.0,942.0,73.0,2319.0,71.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,town,1885.45
1951,63.0,52.0,31.0,76.0,0.0,0.0,Newbury Port,MA,Esquire,['Michael Hodge'],Essex County,town,63.52
1952,151.0,37.0,75.0,69.0,109.0,63.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,151.37
1953,3695.0,83.0,1847.0,91.0,4992.0,7.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,town,3695.83
1954,252.0,67.0,126.0,33.0,131.0,89.0,Ipswich,MA,Merchant,['Jacob Treadwell'],Essex County,town,252.67
1955,88.0,7.0,44.0,4.0,31.0,71.0,Kensington,NH,Esquire,['Ebenezer Potter'],Rockingham County,town,88.07
1956,99.0,87.0,49.0,94.0,90.0,33.0,Portsmouth,NH,Widow,['Abigail Ball'],Rockingham County,town,99.87
1957,132.0,98.0,66.0,49.0,53.0,59.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,132.98
1958,59.0,78.0,29.0,89.0,90.0,14.0,Dover,NH,Physician,['Ezra Green'],Strafford County,town,59.78
1959,217.0,14.0,108.0,57.0,68.0,74.0,Somersworth,NH,Esquire,['Ichabod Rollins'],Strafford County,town,217.14
1960,238.0,57.0,119.0,34.0,121.0,89.0,Newbury Port,MA,Trader,['Joshua Toppan'],Essex County,town,238.57
1961,533.0,33.0,266.0,67.0,446.0,30.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,533.33
1962,220.0,73.0,110.0,37.0,89.0,69.0,Durham,NH,Esquire,['Ebenezer Thompson'],Strafford County,town,220.73
1963,452.0,65.0,226.0,33.0,165.0,44.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,452.65
1964,146.0,16.0,73.0,8.0,96.0,46.0,Brintwood,NH,Physician,['Joseph H Shepard'],Rockingham County,town,146.16
1965,444.0,45.0,222.0,22.0,120.0,0.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,444.45
1966,509.0,35.0,254.0,68.0,215.0,66.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,509.35
1967,600.0,0.0,300.0,0.0,576.0,44.0,Salem,MA,Esquire,['Joseph Sprague'],Essex County,town,600.0
1968,1853.0,9.0,926.0,55.0,1377.0,42.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,town,1853.09
1969,188.0,2.0,94.0,1.0,50.0,76.0,Durham,NH,Esquire,['Samuel Chesley'],Strafford County,town,188.02
1970,1755.0,96.0,877.0,98.0,1188.0,7.0,South Hampton,NH,Esquire,['Phillips White'],Rockingham County,town,1755.96
1971,400.0,0.0,200.0,0.0,349.0,60.0,Roxbury,MA,Esquire,['Thomas Williams'],Suffolk County,town,400.0
1972,179.0,3.0,89.0,51.0,189.0,6.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,179.03
1973,106.0,45.0,53.0,22.0,41.0,72.0,Keene,NH,Esquire,['Daniel Newcomb'],Cheshire County,town,106.45
1974,155.0,98.0,77.0,99.0,42.0,11.0,Concord,NH,Yeoman,['Daniel Farnum'],Grafton County,town,155.98
1975,95.0,93.0,47.0,96.0,108.0,37.0,Boston,MA,Merchant,['Thomas Amory'],Suffolk County,town,95.93
1976,139.0,91.0,69.0,96.0,72.0,75.0,Rye,NH,Esquire,['John Blunt'],Rockingham County,town,139.91
1977,1609.0,21.0,804.0,61.0,1186.0,91.0,Portsmouth,NH,Esquire,['Joseph Whipple'],Rockingham County,town,1609.21
1978,92.0,21.0,46.0,11.0,47.0,43.0,Newbury Port,MA,Widow,['Hannah Dummer'],Essex County,town,92.21
1979,48.0,61.0,24.0,31.0,37.0,44.0,Portsmouth,NH,Painter,['George Daig'],Rockingham County,town,48.61
1980,14.0,68.0,7.0,34.0,10.0,42.0,Concord,NH,Esquire,['Timothy Walker'],Grafton County,town,14.68
1981,7.0,71.0,3.0,86.0,132.0,50.0,Portsmouth,NH,Esquire,['Jeremiah Libbey'],Rockingham County,town,7.71
1982,51.0,11.0,25.0,56.0,13.0,80.0,Almsbury,MA,Blacksmith,['Jacob Bagley Currier'],Essex County,town,51.11
1983,59.0,48.0,29.0,74.0,44.0,97.0,Almsbury,MA,Shipwright,['Samuel Kinrick'],Essex County,town,59.48
1984,119.0,19.0,59.0,59.0,84.0,2.0,Exeter,NH,Trader,['Simon Wiggin'],Rockingham County,town,119.19
1985,106.0,83.0,53.0,41.0,96.0,27.0,Exeter,NH,Merchant,['Clark and Connor '],Rockingham County,town,106.83
1986,81.0,69.0,40.0,84.0,741.0,54.0,Exeter,NH,Merchant,['Samuel Gilman'],Rockingham County,town,81.69
1987,187.0,2.0,93.0,51.0,146.0,70.0,Portsmouth,NH,Physician,['Nathaniel A Haven'],Rockingham County,town,187.02
1988,12.0,73.0,6.0,37.0,0.0,0.0,Portsmouth,NH,Esquire,['Edward L Livermore'],Rockingham County,town,12.73
1989,9.0,16.0,4.0,58.0,10.0,16.0,Portsmouth,NH,Trader,['Richard Billings'],Rockingham County,town,9.16
1990,29.0,2.0,14.0,51.0,29.0,22.0,Newbury Port,MA,Trader,['Joshua Toppan'],Essex County,town,29.02
1991,293.0,93.0,146.0,96.0,109.0,98.0,Newbury Port,MA,Merchant,['Timothy Dexter'],Essex County,town,293.93
1992,3212.0,38.0,1606.0,19.0,1400.0,66.0,Philadelphia,PA,Merchant,['Stephen Collins'],Philadelphia County,town,3212.38
1993,9601.0,24.0,4800.0,62.0,3079.0,84.0,Lancaster,PA,,['Edward Hand'],Lancaster County,town,9601.24
1994,1590.0,44.0,795.0,22.0,606.0,,Philadelphia,PA,,['William Ruibel'],Philadelphia County,town,1590.44
1995,6406.0,88.0,3203.0,44.0,2376.0,33.0,Lancaster,PA,,['Jasper Yeates'],Lancaster County,town,6406.88
1996,2825.0,46.0,1412.0,73.0,839.0,70.0,Philadelphia,PA,,['Charles Biddle'],Philadelphia County,town,2825.46
1997,11320.0,72.0,5660.0,36.0,3125.0,19.0,Philadelphia,PA,,['Robert Bridges'],Philadelphia County,town,11320.72
1998,4529.0,96.0,2264.0,98.0,3312.0,47.0,Philadelphia,PA,Merchant,['James Cox'],Philadelphia County,town,4529.96
1999,2019.0,62.0,1009.0,81.0,792.0,,Philadelphia,PA,,"['Margaret Duncan', 'Margarett Duncan']",Philadelphia County,town,2019.62
2000,3224.0,44.0,1612.0,22.0,1047.0,32.0,Philadelphia County,PA,,['Charles Thomson'],Philadelphia County,county,3224.44
2001,607.0,8.0,303.0,54.0,146.0,51.0,Philadelphia,PA,Merchant,['Stephen Collins'],Philadelphia County,town,607.08
2002,206.0,28.0,103.0,14.0,187.0,61.0,Bucks County Pennsylvania,PA,,['Giles Knight'],Bucks County,county,206.28
2003,132.0,44.0,66.0,22.0,46.0,25.0,Philadelphia,PA,,['Abigail Ash'],Philadelphia County,town,132.44
2004,4070.0,48.0,2035.0,24.0,1099.0,2.0,,PA,,['Mark Hardin'],,state,4070.48
2005,4487.0,8.0,2243.0,54.0,1239.0,44.0,,PA,,"['Matthew Vanbar', 'Matthew Vanlear', 'Matthew VanLear']",,state,4487.08
2006,2050.0,74.0,1025.0,37.0,745.0,57.0,Carlisle Pennsylvania,PA,Merchant,['John Creigh'],Cumberland County,town,2050.74
2007,4266.0,72.0,2133.0,36.0,3000.0,33.0,Philadelphia,PA,,['Ann Fromberger'],Philadelphia County,town,4266.72
2008,,,,,5000.0,4.0,,PA,,['Henry M Bird'],,state,
2009,42.0,28.0,21.0,14.0,45.0,53.0,Maryland,MD,,['Elizabeth Bordley'],,state,42.28
2010,3472.0,90.0,1736.0,45.0,981.0,23.0,Philadelphia,PA,Lawyer,['John F Mifflin'],Philadelphia County,town,3472.9
2011,59.0,24.0,29.0,62.0,42.0,35.0,Germantown,PA,,['John Kisel'],Cumberland County,town,59.24
2012,7061.0,2.0,3530.0,51.0,13736.0,21.0,Philadelphia,PA,Merchant,['Thomas Willing'],Philadelphia County,town,7061.02
2013,6568.0,8.0,3284.0,4.0,1773.0,37.0,Philadelphia,PA,Merchant,['John Bleakley'],Philadelphia County,town,6568.08
2014,114.0,32.0,57.0,16.0,,,Philadelphia,PA,,['Israel Jacobs'],Philadelphia County,town,114.32
2015,1785.0,80.0,892.0,90.0,585.0,56.0,Philadelphia,PA,,['William White'],Philadelphia County,town,1785.8
2016,1446.0,20.0,723.0,10.0,390.0,46.0,Philadelphia,PA,,['Abbey Willing'],Philadelphia County,town,1446.2
2017,2198.0,10.0,1099.0,5.0,926.0,76.0,Philadelphia,PA,Merchant,['Thomas Willing'],Philadelphia County,town,2198.1
2018,10589.0,92.0,5294.0,96.0,4941.0,77.0,Philadelphia,PA,Merchant,['Thomas Willing'],Philadelphia County,town,10589.92
2019,1228.0,98.0,614.0,49.0,726.0,44.0,Philadelphia,PA,Merchant,['John Clement Stocker'],Philadelphia County,town,1228.98
2020,31661.0,30.0,15830.0,65.0,9862.0,58.0,Philadelphia,PA,Merchants,"['William Morris and Swanwick', 'Willing Morris and Swanwick']",Philadelphia County,town,31661.3
2021,3107.0,18.0,1553.0,59.0,1458.0,93.0,Philadelphia,PA,Furrier,"['Daniel Hartung', 'Daniel Karteing']",Philadelphia County,town,3107.18
2022,2390.0,36.0,1195.0,18.0,645.0,40.0,Philadelphia,PA,Merchant,['Robert Morris'],Philadelphia County,town,2390.36
2023,384.0,14.0,192.0,7.0,226.0,10.0,Philadelphia,PA,Merchant,"['Standish Forrie', 'Standish Forde']",Philadelphia County,town,384.14
2024,595.0,78.0,297.0,89.0,160.0,84.0,Philadelphia,PA,Merchant,['George Nelson'],Philadelphia County,town,595.78
2025,15490.0,,7745.0,,13591.0,27.0,Philadelphia,PA,Merchant,['Robert Smith'],Philadelphia County,town,
2026,51.0,50.0,25.0,75.0,29.0,68.0,Philadelphia,PA,,['Archibald Shaw'],Philadelphia County,town,51.5
2027,225.0,32.0,112.0,66.0,161.0,67.0,,PA,,['Edward Thompson'],,state,225.32
2028,17334.0,76.0,8667.0,38.0,4778.0,6.0,Philadelphia,PA,Merchant,['William Graham'],Philadelphia County,town,17334.76
2029,99.0,32.0,49.0,66.0,10.0,45.0,Franklin County,PA,,['Robert Johnston'],Franklin County,county,99.32
2030,3791.0,30.0,1895.0,65.0,1590.0,22.0,Philadelphia,PA,Merchant,['John Swanwick'],Philadelphia County,town,3791.3
2031,22.0,70.0,11.0,35.0,23.0,48.0,Connecticut,CT,,['William Andrews'],,state,22.7
2032,715.0,82.0,357.0,91.0,386.0,53.0,New Castle Delaware,DE,,['Joseph Boggs'],New Castle County,county,715.82
2033,2654.0,36.0,1327.0,18.0,1954.0,93.0,Petersburg Virginia,VA,,['Michael Burke'],Hampshire County,town,2654.36
2034,2205.0,38.0,1102.0,69.0,670.0,93.0,Germantown,PA,,['Thomas Dungan'],Cumberland County,town,2205.38
2035,1008.0,10.0,504.0,5.0,821.0,15.0,Philadelphia,PA,,"['Lawrence Hertbert', 'Lawrence Herbert']",Philadelphia County,town,1008.1
2036,4148.0,76.0,2074.0,38.0,1715.0,21.0,Philadelphia,PA,Merchant,['Robert Ralston'],Philadelphia County,town,4148.76
2037,3989.0,22.0,1994.0,61.0,1500.0,48.0,Philadelphia,PA,,['Jacob Schreiner'],Philadelphia County,town,3989.22
2038,76.0,58.0,38.0,29.0,44.0,4.0,Reading,PA,,['Adam Stahl'],Berks County,town,76.58
2039,4000.0,4.0,2000.0,2.0,1080.0,1.0,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,town,4000.04
2040,2880.0,22.0,1440.0,11.0,817.0,14.0,Philadelphia,PA,Merchant,['John Fromberger'],Philadelphia County,town,2880.22
2041,993.0,88.0,496.0,94.0,285.0,24.0,Lancaster,PA,,"['Christian Petric', 'Christian Petrie']",Lancaster County,town,993.88
2042,224.0,12.0,112.0,6.0,181.0,82.0,Philadelphia,PA,Reverend,"['The Frederick Smith', 'Frederick Smith']",Philadelphia County,town,224.12
2043,1064.0,66.0,532.0,33.0,360.0,60.0,Philadelphia,PA,,['Christian Betz'],Philadelphia County,town,1064.66
2044,666.0,66.0,333.0,33.0,180.0,,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,town,666.66
2045,3333.0,32.0,1666.0,66.0,900.0,,Philadelphia,PA,Merchant,['Robert Buchanan'],Philadelphia County,town,3333.32
2046,5731.0,68.0,2865.0,84.0,1547.0,54.0,Philadelphia,PA,Merchant,['John Fromberger'],Philadelphia County,town,5731.68
2047,2419.0,8.0,1209.0,54.0,741.0,73.0,Franklin County,PA,,['William Henderson'],Franklin County,county,2419.08
2048,340.0,60.0,170.0,30.0,91.0,95.0,Philadelphia,PA,,['John M Taylor'],Philadelphia County,town,340.6
2049,3450.0,8.0,1725.0,4.0,1112.0,32.0,Philadelphia,PA,,['John M Taylor'],Philadelphia County,town,3450.08
