,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,Name,county,geo_level,6p_total
225,306.0,7.0,153.0,4.0,86.0,56.0,Killingworth,CT,,['Abraham Pierson'],Middlesex County,town,306.07
226,3179.0,21.0,1589.0,61.0,2833.0,34.0,Bolton,CT,,['Elijah White'],Tolland County,town,3179.21
227,207.0,53.0,103.0,76.0,144.0,75.0,Killingworth,CT,,['Martin Lord'],Middlesex County,town,207.53
228,222.0,32.0,111.0,16.0,240.0,,Sturbridge MA,MA,,"['Lemuel Saunders', 'Lemuel Sanders']",Worcester County,town,222.32
229,218.0,3.0,109.0,2.0,209.0,19.0,Suffield,CT,,['Ebenezer Gay'],Hartford County,town,218.03
230,432.0,66.0,216.0,33.0,237.0,91.0,Goshen,CT,,['Ephraim Starr'],Litchfield County,town,432.66
231,32.0,33.0,16.0,17.0,35.0,85.0,Norwich,CT,,['Nathaniel Townsend'],New London County,town,32.33
232,97.0,75.0,48.0,88.0,71.0,60.0,Suffield,CT,,['Thaddeus Leavitt'],Hartford County,town,97.75
233,109.0,75.0,54.0,87.0,89.0,81.0,Wethersfield,CT,,['Joshua Belden'],Hartford County,town,109.75
234,173.0,77.0,86.0,89.0,198.0,7.0,Berlin,CT,,['Samuel Hooker'],Hartford County,town,173.77
235,50.0,29.0,25.0,15.0,36.0,21.0,Chatham,CT,,['Samuel Abby'],Middlesex County,town,50.29
236,25.0,0.0,12.0,51.0,17.0,17.0,Wethersfield,CT,,['Francis Deming'],Hartford County,town,25.0
237,3286.0,61.0,1643.0,30.0,1996.0,12.0,New London,CT,,['Henry Channing'],New London County,town,3286.61
238,10412.0,40.0,5206.0,20.0,9168.0,87.0,Lyme,CT,,['Anne McCurdy'],New London County,town,10412.4
239,2479.0,33.0,1239.0,67.0,2222.0,70.0,Lyme,CT,,['Richard McCurdy'],New London County,town,2479.33
240,1266.0,67.0,633.0,33.0,751.0,,Norwich,CT,Administrator to J McCurdy,['Lynde McCurdy'],New London County,town,1266.67
241,457.0,86.0,228.0,92.0,162.0,,Derby,CT,,['Thomas Clark'],New Haven County,town,457.86
242,1020.0,45.0,510.0,22.0,816.0,,Norwich,CT,Guardian to Betsey Coit,['William Coit'],New London County,town,1020.45
243,7836.0,56.0,3918.0,28.0,8728.0,21.0,Norwich,CT,,['Lynde McCurdy'],New London County,town,7836.56
244,2147.0,5.0,1073.0,52.0,3034.0,,Norwich,CT,Administrator to J McCurdy,['Lynde McCurdy'],New London County,town,2147.05
245,342.0,70.0,171.0,35.0,231.0,,Newport State of Rhode Island,RI,,['Elizabeth Brown'],Newport County,state,342.7
246,523.0,80.0,261.0,90.0,298.0,,Plainfield,CT,,['Squier Cady'],Windham County,town,523.8
247,220.0,49.0,110.0,25.0,59.0,53.0,Plainfield,CT,Committee of the 1st Society of Plainville,['Anthony Bradford and Stephen Hall'],Windham County,town,220.49
248,2103.0,59.0,1051.0,80.0,1472.0,27.0,Lyme,CT,,['John Griswold'],New London County,town,2103.59
249,422.0,38.0,211.0,19.0,348.0,23.0,Granby,CT,,['Ozias Pettibone'],Hartford County,town,422.38
250,478.0,86.0,239.0,43.0,344.0,78.0,Lyme,CT,,['Stephen Johnson'],New London County,town,478.86
251,400.0,0.0,200.0,,309.0,80.0,Brooklyn,CT,,['Martha Williams'],Windham County,town,400.0
252,433.0,28.0,216.0,64.0,355.0,8.0,State of New York,NY,,['Benjamin Wood'],,state,433.28
253,539.0,6.0,269.0,54.0,569.0,,Fairfield,CT,,['Martha Fairchild'],Fairfield County,town,539.06
254,74.0,58.0,37.0,29.0,222.0,99.0,Windsor,CT,,['Abiel Griswold'],Hartford County,town,74.58
255,352.0,47.0,176.0,23.0,136.0,85.0,Farmington,CT,,['Reuben Norton'],Hartford County,town,352.47
256,163.0,1.0,81.0,50.0,111.0,65.0,Hartford,CT,,['Benjamin Webster'],Hartford County,town,163.01
257,23.0,61.0,11.0,81.0,24.0,92.0,Guilford,CT,,['Nathan Chittenden'],New Haven County,town,23.61
258,95.0,96.0,47.0,98.0,105.0,72.0,Guilford,CT,,['Samuel Robinson'],New Haven County,town,95.96
259,997.0,97.0,498.0,99.0,726.0,11.0,Hartford,CT,,['Jeremiah Wadsworth'],Hartford County,town,997.97
260,88.0,93.0,44.0,47.0,28.0,61.0,Groton,CT,,['Isaac Gallup'],New London County,town,88.93
261,297.0,29.0,148.0,65.0,276.0,74.0,Groton,CT,,['Thomas Giles'],New London County,town,297.29
262,7.0,50.0,3.0,75.0,5.0,88.0,Groton,CT,,['Charles Eldridge'],New London County,town,7.5
263,81.0,96.0,40.0,97.0,22.0,12.0,Groton,CT,,['Benadam Gallup'],New London County,town,81.96
264,11.0,84.0,5.0,92.0,8.0,52.0,Groton,CT,,['Eunice Lamb'],New London County,town,11.84
265,159.0,21.0,79.0,61.0,107.0,20.0,Groton,CT,,['James Stoddard'],New London County,town,159.21
266,15.0,79.0,7.0,89.0,11.0,35.0,Groton,CT,,['James Stoddard'],New London County,town,15.79
267,9.0,60.0,4.0,80.0,6.0,90.0,East Windsor,CT,,['Jonathan Barber'],Hartford County,town,9.6
268,143.0,67.0,71.0,84.0,302.0,89.0,Hartford,CT,,['Norman Butler'],Hartford County,town,143.67
269,53.0,33.0,26.0,67.0,19.0,20.0,Killingworth,CT,,['Samuel Redfield'],Middlesex County,town,53.33
270,167.0,6.0,83.0,53.0,116.0,56.0,Killingworth,CT,Guardian to Sally Morgan,"['Joseph Willcox Guardian to S Morgan', 'Joseph Willcox Guardian and Co', 'Joseph Willcox']",Middlesex County,town,167.06
271,266.0,67.0,133.0,33.0,206.0,73.0,Killingworth,CT,,['Noah Lane'],Middlesex County,town,266.67
272,10426.0,95.0,5213.0,48.0,3376.0,33.0,Roxbury,CT,,['John Lowell'],Litchfield County,town,10426.95
273,200.0,0.0,100.0,,167.0,50.0,Killingworth,CT,,['Achilles Mansfield'],Middlesex County,town,200.0
274,436.0,3.0,218.0,2.0,551.0,30.0,New Hartford,CT,,['Amos Miller'],Litchfield County,town,436.03
275,53.0,33.0,26.0,67.0,14.0,40.0,Killingworth,CT,,"['Mable Willcox', 'Mabel Willcox']",Middlesex County,town,53.33
276,131.0,34.0,65.0,67.0,144.0,,Preston,CT,,['John Coit'],New London County,town,131.34
277,469.0,13.0,234.0,56.0,364.0,3.0,Preston,CT,,['John Tyler'],New London County,town,469.13
278,301.0,78.0,150.0,89.0,206.0,,Hartford,CT,Merchant,['James A Wells'],Hartford County,town,301.78
279,506.0,93.0,253.0,47.0,500.0,15.0,Hartford,CT,Merchant,['Peleg Sanford'],Hartford County,town,506.93
280,77.0,61.0,38.0,81.0,96.0,,Windham,CT,,['Elizabeth Skiffe'],Windham County,town,77.61
281,155.0,23.0,77.0,61.0,212.0,33.0,Windham,CT,Farmer,['Joseph Skiffe'],Windham County,town,155.23
282,77.0,61.0,38.0,81.0,106.0,17.0,Windham,CT,Adminstrator to the Estate of Ezekiel Carey Deceased,"['Joseph Skiffe', 'Joseph Skiffe Adminastrator to E C', 'Joseph Skiffe Adminastrator to E Carey']",Windham County,town,77.61
283,1309.0,43.0,654.0,72.0,1056.0,,Norwich,CT,,"['Christ Leffingwell', 'Christopher Leffingwell']",New London County,town,1309.43
284,87.0,74.0,43.0,87.0,116.0,72.0,Windham,CT,Adminstrator to the Estate of Ruth Skiffe Deceased,"['Joseph Skiffe Adminastrator to R S', 'Joseph Skiffe', 'Joseph Skiffe Adminastrator to R Skiffe']",Windham County,town,87.74
285,17.0,27.0,8.0,63.0,8.0,63.0,Danbury,CT,,['Oliver Burr'],Fairfield County,town,17.27
286,183.0,42.0,91.0,71.0,57.0,54.0,Danbury,CT,,['Mary Judson'],Fairfield County,town,183.42
287,428.0,69.0,214.0,35.0,115.0,73.0,Danbury,CT,,['John Wood'],Fairfield County,town,428.69
288,112.0,98.0,56.0,49.0,30.0,50.0,Danbury,CT,,['Stephen Ambler'],Fairfield County,town,112.98
289,266.0,87.0,133.0,43.0,189.0,26.0,Suffield,CT,,['William King'],Hartford County,town,266.87
290,97.0,53.0,48.0,76.0,70.0,21.0,Lyme,CT,,['Moses Marvin'],New London County,town,97.53
291,2076.0,20.0,1038.0,10.0,2821.0,90.0,Lyme,CT,,['Samuel Mather'],New London County,town,2076.2
292,324.0,15.0,162.0,7.0,303.0,,Torrington,CT,,['John Strong'],Litchfield County,town,324.15
293,1189.0,5.0,594.0,52.0,904.0,59.0,Windsor,CT,Farmer,['Ozias Loomis'],Hartford County,town,1189.05
294,144.0,17.0,72.0,8.0,51.0,90.0,East Windsor,CT,Farmer,['Joel Prior'],Hartford County,town,144.17
295,2375.0,62.0,1187.0,81.0,640.0,50.0,Lyme,CT,,['David F Sill'],New London County,town,2375.62
296,12.0,36.0,6.0,18.0,15.0,97.0,East Hartford,CT,Farmer,['Daniel Pitkin'],Hartford County,town,12.36
297,138.0,0.0,69.0,,54.0,,Northampton,CT,,['Solomon Williams'],Windham County,town,138.0
298,307.0,80.0,153.0,90.0,221.0,61.0,Fairfield,CT,,['Ann Dimon'],Fairfield County,town,307.8
299,124.0,76.0,62.0,38.0,89.0,82.0,Hartford,CT,Cooper,['Jabez Perkins'],Hartford County,town,124.76
300,547.0,85.0,273.0,93.0,288.0,8.0,Groton,CT,Widow,"['Elizabeth Chaplin', 'Elizabeth Champlin']",New London County,town,547.85
301,548.0,67.0,274.0,33.0,240.0,,New London,CT,Mariner,['Michael Melally'],New London County,town,548.67
302,425.0,79.0,212.0,90.0,180.0,,Farmington,CT,Attorney,['Timothy Pitkin'],Hartford County,town,425.79
303,209.0,42.0,104.0,71.0,151.0,41.0,East Haddam,CT,,['James Green'],Middlesex County,town,209.42
304,73.0,50.0,36.0,74.0,52.0,91.0,,CT,Adminastrator to the estate of Uriah Loomis Jun Deceased,"['Appha Loomis', 'Alpha Lommis adminastrator and Co', 'Appha Loomis Adminastrator and Co']",,state,73.5
305,614.0,19.0,307.0,10.0,587.0,79.0,,CT,Executor to the Estate of Uriah Loomis is Deceased,"['Alpha Lommis executor and Co', 'Appha Loomis', 'Appha Loomis Executor and Co']",,state,614.19
306,20.0,35.0,10.0,18.0,21.0,64.0,Wethersfield,CT,,['John Robbins'],Hartford County,town,20.35
307,1200.0,0.0,,,,,Hartford,CT,Merchant,['Peleg Sanford'],Hartford County,town,1200.0
308,266.0,67.0,133.0,33.0,72.0,,New Haven,CT,,['Jeremiah Atwater'],New Haven County,town,266.67
309,262.0,35.0,131.0,17.0,87.0,38.0,Glastonbury,CT,Farmer,['Joseph Moseley'],Hartford County,town,262.35
310,351.0,47.0,175.0,73.0,331.0,35.0,New Haven,CT,Spinster,['Nancy Smith'],New Haven County,town,351.47
311,4433.0,72.0,2216.0,86.0,3039.0,15.0,Middletown,CT,Attorney,['William Plumbe'],Middlesex County,town,4433.72
312,1000.0,,500.0,,270.0,,Hartford,CT,,['Samuel Wyllys'],Hartford County,town,
313,1177.0,58.0,588.0,79.0,423.0,92.0,Colchester,CT,Farmer,['John Olmsted'],New London County,town,1177.58
314,13.0,4.0,6.0,52.0,7.0,91.0,Middletown,CT,,['John Dickinson'],Middlesex County,town,13.04
315,109.0,39.0,54.0,70.0,71.0,53.0,Hartford,CT,Widow,['Hannah Benton'],Hartford County,town,109.39
316,274.0,10.0,137.0,5.0,669.0,47.0,Windham,CT,,['Eliphalet Dyer'],Windham County,town,274.1
317,47.0,38.0,23.0,69.0,49.0,98.0,State of New York,NY,,['Joseph Carpenter'],,state,47.38
318,35.0,53.0,17.0,77.0,37.0,48.0,Greenwich,CT,Farmer,['Thomas Clapp'],Fairfield County,town,35.53
319,131.0,15.0,65.0,57.0,146.0,69.0,State of New York,NY,Schoolmaster,['Martin McDonald'],,state,131.15
320,118.0,45.0,59.0,23.0,124.0,94.0,State of New York,NY,Farmer,['Stephen Field'],,state,118.45
321,899.0,39.0,449.0,69.0,954.0,19.0,Greenwich,CT,Merchant,['Uriah Field'],Fairfield County,town,899.39
322,23.0,69.0,11.0,84.0,24.0,99.0,State of New York,NY,Merchant,['Josiah Quinby'],,state,23.69
323,161.0,88.0,80.0,94.0,113.0,66.0,New Milford,CT,Traders,['Daniel and Elijah Boardman'],Litchfield County,town,161.88
324,24.0,69.0,12.0,35.0,26.0,14.0,Fairfield,CT,,['Peter Burr'],Fairfield County,town,24.69
325,56.0,33.0,28.0,16.0,58.0,60.0,Fairfield,CT,,['John Comstock'],Fairfield County,town,56.33
326,745.0,65.0,372.0,82.0,622.0,58.0,New Milford,CT,,['Abel Hine'],Litchfield County,town,745.65
327,80.0,,40.0,,87.0,11.0,Hartford,CT,Widow,['Hannah Painter'],Hartford County,town,
328,20.0,99.0,10.0,49.0,15.0,10.0,Wethersfield,CT,Farmer,['Elias Deming'],Hartford County,town,20.99
329,2064.0,67.0,1032.0,34.0,1697.0,,Norwich,CT,Merchant,['Peter Lanman'],New London County,town,2064.67
330,340.0,39.0,170.0,20.0,226.0,73.0,Norwich,CT,,['Izrahiah Wetmore'],New London County,town,340.39
331,426.0,4.0,213.0,2.0,447.0,68.0,Torrington,CT,School Committee 1st Society,['William Williams'],Litchfield County,town,426.04
332,,,,,542.0,1.0,,CT,,['Wheeler Coit Treasurer and Co'],,state,
333,,,,,62.0,60.0,,CT,,['William Belcher'],,state,
334,592.0,52.0,296.0,26.0,505.0,23.0,Torrington,CT,,['Samuel J Mills'],Litchfield County,town,592.52
335,1904.0,13.0,952.0,6.0,1127.0,62.0,Lebanon,CT,,['William Williams'],New London County,town,1904.13
336,231.0,22.0,115.0,61.0,208.0,90.0,Canaan,CT,Widow,['Esther Robbins'],Litchfield County,town,231.22
337,14.0,68.0,7.0,34.0,2714.0,72.0,Hartford,CT,,['Ashbel Steele'],Hartford County,town,14.68
338,231.0,33.0,115.0,67.0,202.0,92.0,Windsor,CT,School Committee North Society,"['Elisha Stoughton Society Committee', 'Elisha Stoughton', 'Elisha Stoughton School Committee']",Hartford County,town,231.33
339,57.0,55.0,28.0,78.0,41.0,43.0,Norwich,CT,Farmer,['Samuel Tracey'],New London County,town,57.55
340,68.0,47.0,34.0,24.0,24.0,64.0,Groton,CT,Widow,['Elizabeth Allen'],New London County,town,68.47
341,1663.0,27.0,831.0,63.0,568.0,83.0,Danbury,CT,,['Joseph P Cooke'],Fairfield County,town,1663.27
342,180.0,99.0,90.0,49.0,130.0,29.0,Montville,CT,,['William Hillhouse'],New London County,town,180.99
343,108.0,79.0,54.0,40.0,123.0,58.0,Montville,CT,School Committee North Parish,"['Hon William Hillhouse School Committee', 'William Hillhouse', 'William Hillhouse School Committee']",New London County,town,108.79
344,44.0,26.0,22.0,13.0,47.0,34.0,Danbury,CT,,"['Joseph P Cooke School Committee', 'Joseph P Cooke', 'Hon Joseph P Cooke School Committee']",Fairfield County,town,44.26
345,3607.0,76.0,1803.0,89.0,2969.0,95.0,East Haddam,CT,Merchant,['Samuel P Lord'],Middlesex County,town,3607.76
346,377.0,83.0,188.0,91.0,122.0,2.0,Stamford,CT,,['James Davenport'],Fairfield County,town,377.83
347,228.0,48.0,114.0,24.0,106.0,40.0,Stamford,CT,Attorney at Law,['John Davenport'],Fairfield County,town,228.48
348,72.0,20.0,36.0,10.0,17.0,5.0,Stamford,CT,,['John and James Davenport'],Fairfield County,town,72.2
349,156.0,87.0,78.0,44.0,105.0,74.0,Guilford,CT,School Master,['Rufus Norton'],New Haven County,town,156.87
350,220.0,29.0,110.0,14.0,201.0,41.0,Lebanon,CT,,['Thomas Williams'],New London County,town,220.29
351,51.0,96.0,25.0,98.0,54.0,30.0,Hartford,CT,,['Benjamin Boardman'],Hartford County,town,51.96
352,306.0,50.0,153.0,25.0,220.0,73.0,Woodstock,CT,Widow,['Mary Ann Chandler'],Windham County,town,306.5
353,880.0,99.0,440.0,49.0,341.0,77.0,Hartford,CT,,['Elisha Colt'],Hartford County,town,880.99
354,4719.0,6.0,2359.0,53.0,1274.0,13.0,Woodstock,CT,,['Samuel McClellan'],Windham County,town,4719.06
355,53.0,77.0,26.0,88.0,55.0,36.0,Norwalk,CT,Mariner,['John Conklin'],Fairfield County,town,53.77
356,36.0,74.0,18.0,37.0,26.0,44.0,Norwalk,CT,Mariner,['George Raymond'],Fairfield County,town,36.74
357,2056.0,88.0,1028.0,44.0,555.0,34.0,Huntington,CT,School Master,['Selah Benton'],Fairfield County,town,2056.88
358,885.0,36.0,442.0,68.0,1082.0,53.0,Hartford,CT,Merchant,['Barnabas Deane'],Hartford County,town,885.36
359,533.0,33.0,266.0,67.0,373.0,33.0,Middletown,CT,Shipwright,['Abijah Savage'],Middlesex County,town,533.33
360,201.0,2.0,100.0,51.0,54.0,27.0,Bolton,CT,Farmer,['Ezra Waterman'],Tolland County,town,201.02
361,194.0,54.0,97.0,27.0,222.0,1.0,Providence,RI,Merchant,['Clark and Nightingale'],Providence County,town,194.54
362,452.0,74.0,226.0,37.0,331.0,98.0,Glastonbury,CT,Farmer,['Edward Benton'],Hartford County,town,452.74
363,634.0,28.0,317.0,14.0,216.0,,Lebanon,CT,Farmer,['Jared Hinckley'],New London County,town,634.28
364,142.0,69.0,71.0,35.0,136.0,20.0,East Hartford,CT,Widow,['Jane Olmsted'],Hartford County,town,142.69
365,86.0,76.0,43.0,38.0,55.0,99.0,East Hartford,CT,Farmer,['William Olmsted'],Hartford County,town,86.76
366,1255.0,76.0,627.0,88.0,948.0,13.0,New Haven,CT,Merchant,['Elias Beers'],New Haven County,town,1255.76
367,5.0,73.0,2.0,86.0,38.0,38.0,Hartford,CT,,['Daniel Skinner'],Hartford County,town,5.73
368,3400.0,25.0,1700.0,13.0,2839.0,85.0,Bolton,CT,,['Elijah White'],Tolland County,town,3400.25
369,215.0,98.0,107.0,99.0,155.0,55.0,Hartford,CT,,['Joseph Woodbridge'],Hartford County,town,215.98
370,229.0,83.0,114.0,91.0,82.0,73.0,Hartford,CT,,['Hezekiah Wyllys'],Hartford County,town,229.83
371,426.0,77.0,213.0,38.0,307.0,27.0,New Haven,CT,,['Nathan Beers'],New Haven County,town,426.77
372,2113.0,47.0,1056.0,73.0,1105.0,46.0,Hartford,CT,,['Peter Colt'],Hartford County,town,2113.47
373,400.0,0.0,200.0,,288.0,,Norwich,CT,,['Christopher Leffingwell'],New London County,town,400.0
374,501.0,33.0,250.0,67.0,1650.0,37.0,Hartford,CT,,['Elisha Colt'],Hartford County,town,501.33
375,1020.0,71.0,510.0,36.0,860.0,29.0,New London,CT,Merchant,['Guy Richards'],New London County,town,1020.71
376,3524.0,74.0,1762.0,37.0,1272.0,79.0,East Hartford,CT,Sadler,"['Makens Bement', 'Makeus Bement']",Hartford County,town,3524.74
377,416.0,28.0,208.0,14.0,436.0,88.0,East Windsor,CT,Merchant,['John Watson'],Hartford County,town,416.28
378,54.0,50.0,27.0,25.0,14.0,71.0,Wethersfield,CT,Shoemaker,['James Wells'],Hartford County,town,54.5
379,175.0,34.0,87.0,67.0,63.0,12.0,Lebanon,CT,Carpenter,"['James Deanes', 'James Deans']",New London County,town,175.34
380,68.0,40.0,34.0,20.0,49.0,47.0,Windsor,CT,Farmer,['Edward Moore'],Hartford County,town,68.4
381,424.0,67.0,212.0,33.0,114.0,65.0,Lyme,CT,Treasurer,['Marshfield Parsons'],New London County,town,424.67
382,640.0,77.0,320.0,38.0,307.0,77.0,New Milford,CT,,"['Dan and Elijah Boardman', 'Daniel and Elijah Boardman']",Litchfield County,town,640.77
383,446.0,1.0,223.0,,670.0,,Enfield,CT,Post Rider,['Joseph Knight'],Hartford County,town,446.01
384,274.0,34.0,137.0,16.0,240.0,,Bolton,CT,,['George Colton'],Tolland County,town,274.34
385,217.0,21.0,108.0,61.0,200.0,95.0,Hartford,CT,Mariner,['Alexander Hunt'],Hartford County,town,217.21
386,536.0,62.0,268.0,31.0,672.0,,East Windsor,CT,,"['Nathaniel Sherman', 'Nath Sherman']",Hartford County,town,536.62
387,17.0,56.0,8.0,78.0,7.0,64.0,Wethersfield,CT,Farmer,['Jacob Robbins'],Hartford County,town,17.56
388,77.0,,38.0,49.0,55.0,42.0,Windsor,CT,Spinster,['Keziah Barber'],Hartford County,town,
389,400.0,,200.0,,108.0,,Farmington,CT,Farmer,['Jonathan Miller'],Hartford County,town,
390,261.0,31.0,130.0,65.0,340.0,53.0,City of New York,NY,Merchant,['John Mowatt'],New York County,town,261.31
391,24.0,89.0,12.0,44.0,,,Stratford,CT,,['Robert C Johnson'],Fairfield County,town,24.89
392,617.0,94.0,308.0,97.0,333.0,67.0,Tyringham Massachusetts,MA,Farmer,['Noah Allen'],Berkshire County,town,617.94
393,30.0,28.0,15.0,14.0,46.0,47.0,Goshen,CT,,['Ephraim Starr'],Litchfield County,town,30.28
394,8.0,33.0,4.0,17.0,8.0,,Farmington,CT,,['Ezekiel Cowles'],Hartford County,town,8.33
395,138.0,31.0,69.0,15.0,121.0,89.0,Mansfield,CT,,['David Davis'],Tolland County,town,138.31
396,150.0,48.0,75.0,24.0,144.0,,Farmington,CT,Widow,['Thankful Winchell'],Hartford County,town,150.48
397,32.0,,16.0,,23.0,2.0,Lebanon,CT,Farmer,['Reuben Porter'],New London County,town,
398,42.0,36.0,21.0,18.0,31.0,10.0,Hebron,CT,Farmer,['Timothy Porter'],Tolland County,town,42.36
399,499.0,16.0,249.0,58.0,670.0,11.0,Canterbury,CT,Farmer,['Ephraim Lyon'],Windham County,town,499.16
400,371.0,45.0,185.0,72.0,141.0,71.0,Charleston State of New Hampshire,NH,,['James Rogers'],Cheshire County,state,371.45
401,144.0,55.0,72.0,28.0,54.0,,New York,NY,,['Ammi R Robbins'],,state,144.55
402,179.0,67.0,89.0,82.0,48.0,50.0,New Hartford,CT,Farmer,['Thomas Bidwell'],Litchfield County,town,179.67
403,123.0,1.0,61.0,51.0,113.0,30.0,Branford,CT,Farmer,['Daniel Linsley'],New Haven County,town,123.01
404,665.0,49.0,332.0,75.0,239.0,58.0,Ashford,CT,Farmer,['Benjamin Summer'],Windham County,town,665.49
405,286.0,9.0,143.0,4.0,137.0,93.0,Hartford,CT,Merchant,['James A Wells'],Hartford County,town,286.09
406,281.0,51.0,140.0,75.0,203.0,41.0,Hebron,CT,Gentleman,['John H Buell'],Tolland County,town,281.51
407,209.0,81.0,104.0,90.0,56.0,64.0,Middletown,CT,Taylor,['Samuel Frothingham'],Middlesex County,town,209.81
408,7.0,72.0,3.0,86.0,,,Hartford,CT,Apothecary,['Reuben Smith'],Hartford County,town,7.72
409,19.0,8.0,9.0,54.0,,,New London,CT,Merchents,"['Jonathan and Jared Starr', 'Jon and Jacob Starr']",New London County,town,19.08
410,8.0,84.0,4.0,42.0,107.0,49.0,Hartford,CT,Merchant,['John Thomas'],Hartford County,town,8.84
411,170.0,89.0,85.0,44.0,98.0,3.0,Bolton,CT,Inn Keeper,['Saul Alvord'],Tolland County,town,170.89
412,53.0,81.0,26.0,91.0,38.0,74.0,New London,CT,Mariner,['Thomas Edgars'],New London County,town,53.81
413,92.0,13.0,46.0,7.0,92.0,45.0,Colchester,CT,Farmer,['Daniel Foot'],New London County,town,92.13
414,933.0,33.0,466.0,67.0,781.0,67.0,State of New York,NY,Physician,['Samuel Gale'],,state,933.33
415,54.0,98.0,27.0,49.0,14.0,83.0,Hartford,CT,Farmer,['Jeremiah Willcox'],Hartford County,town,54.98
416,180.0,8.0,90.0,4.0,48.0,61.0,Wethersfield,CT,Farmer,['Leonard Dix'],Hartford County,town,180.08
417,58.0,11.0,29.0,6.0,52.0,20.0,,CT,Guardian to J Neff,['Samuel Butler'],,state,58.11
418,13.0,65.0,6.0,82.0,9.0,82.0,Coventry,CT,,['Samuel Doggett'],Tolland County,town,13.65
419,175.0,27.0,87.0,64.0,180.0,24.0,Cornwall,CT,Treasurer 1st Society in Cornwall,['John Pierce'],Litchfield County,town,175.27
420,9.0,1.0,4.0,50.0,6.0,48.0,Farmington,CT,,['Ezekiel Cowles'],Hartford County,town,9.01
421,53.0,33.0,26.0,67.0,38.0,40.0,Colchester,CT,Clothier,['Asa Foot'],New London County,town,53.33
422,298.0,74.0,149.0,37.0,113.0,3.0,New Haven,CT,Merchant,['Elias Beers'],New Haven County,town,298.74
423,83.0,17.0,41.0,59.0,87.0,86.0,Stamford,CT,,['James Davenport'],Fairfield County,town,83.17
424,192.0,24.0,96.0,12.0,240.0,,Stamford,CT,,['John and James Davenport'],Fairfield County,town,192.24
425,333.0,33.0,166.0,67.0,233.0,15.0,Chatham,CT,Blacksmith,"['Samuel Smith of Chatham', 'Samuel Smith']",Middlesex County,town,333.33
426,64.0,96.0,32.0,48.0,45.0,5.0,East Haddam,CT,Merchant,['Samuel P Lord'],Middlesex County,town,64.96
427,78.0,88.0,39.0,45.0,12.0,94.0,Wethersfield,CT,,['Stephen M Mitchell'],Hartford County,town,78.88
428,87.0,65.0,43.0,83.0,,,Wethersfield,CT,,['Stephen M Mitchell'],Hartford County,town,87.65
429,862.0,69.0,431.0,34.0,837.0,50.0,Mansfield,CT,,"['John Saller', 'John Salter']",Tolland County,town,862.69
430,51.0,47.0,25.0,73.0,32.0,42.0,Hebron,CT,Farmer,['Zephaniah Davis'],Tolland County,town,51.47
431,20.0,18.0,10.0,9.0,,,New London,CT,Printer,['Timothy Green'],New London County,town,20.18
432,300.0,70.0,150.0,36.0,184.0,21.0,Wethersfield,CT,,['Stephen M Mitchell'],Hartford County,town,300.7
433,189.0,63.0,94.0,82.0,61.0,97.0,Willington,CT,Farmer,['Joseph Crocker'],Tolland County,town,189.63
434,383.0,74.0,191.0,87.0,103.0,61.0,Farmington,CT,Trader,"['Samuel Smith of Farmington', 'Samuel Smith']",Hartford County,town,383.74
435,67.0,48.0,33.0,74.0,18.0,21.0,Lebanon,CT,Widow,['Sarah Brown'],New London County,town,67.48
436,122.0,70.0,61.0,35.0,178.0,4.0,Lebanon,CT,Farmer,['Ichabod Robinson'],New London County,town,122.7
437,336.0,39.0,168.0,19.0,144.0,95.0,Stamford,CT,,['Smith Weed'],Fairfield County,town,336.39
438,200.0,,100.0,,189.0,10.0,Hadley Massachusetts,MA,,['Samuel Hopkins'],Hampshire County,town,
439,33.0,20.0,16.0,60.0,,,Windham,CT,,['John Ripley'],Windham County,town,33.2
