,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,orig_town,state,occupation,Name,county,6p_total,town,geo_level
1124,1606.0,54.0,803.0,26.0,1134.0,6.0,Charles County,MD,,"['Michael J Stone', 'Mitchel J Stone']",Charles County,1606.54,,county
1125,1305.0,8.0,652.0,54.0,857.0,90.0,Montgomery County,MD,,['Francis Deakins'],Montgomery County,1305.08,,county
1126,3120.0,91.0,1560.0,45.0,2499.0,70.0,George Town,MD,Merchant,['William Deakins'],Cecil County,3120.91,George,town
1127,354.0,24.0,177.0,11.0,,,,MD,,['James Calhoun'],,354.24,,state
1128,61.0,94.0,30.0,97.0,,,Baltimore,MD,Merchant,['Joseph Donaldson'],Baltimore County,61.94,Baltimore,town
1129,207.0,18.0,103.0,59.0,216.0,59.0,,MD,,"['Charles Shields', 'Charles Chields']",,207.18,,state
1130,359.0,81.0,179.0,90.0,307.0,56.0,Baltimore Town,MD,,['David McMechen'],Baltimore County,359.81,Baltimore,town
1131,1626.0,48.0,813.0,24.0,878.0,30.0,Calver County,MD,,['William Fitzhugh'],Calvert County,1626.48,,county
1132,389.0,51.0,194.0,75.0,377.0,7.0,,MD,,['William Fitzhugh'],,389.51,,state
1133,8657.0,21.0,4328.0,60.0,20478.0,84.0,Queen Annes County,MD,,['Edward Harris'],Queen Anne's County,8657.21,,county
1134,135.0,56.0,67.0,77.0,580.0,92.0,Harford County,MD,,['Edward Kain'],Harford County,135.56,,county
1135,286.0,67.0,143.0,33.0,266.0,52.0,Caroline County,MD,,['Philip Walker'],Caroline County,286.67,,county
1136,5.0,32.0,2.0,66.0,,,Baltimore County,MD,,"['Eliz Weatherly', 'Elizabeth Weatherby']",Baltimore County,5.32,,county
1137,946.0,41.0,473.0,20.0,816.0,4.0,Baltimore County,MD,Merchant,['Robert Gilmor'],Baltimore County,946.41,,county
1138,2648.0,89.0,1324.0,44.0,1853.0,55.0,Charles County,MD,,['Daniel Jenifer'],Charles County,2648.89,,county
1139,486.0,34.0,243.0,17.0,543.0,16.0,Anne Arundel County,MD,,['Thomas Marriott'],Anne Arundel County,486.34,,county
1140,39.0,11.0,19.0,55.0,41.0,57.0,Montgomery County,MD,,"['John Sumners', 'John Summers']",Montgomery County,39.11,,county
1141,67.0,34.0,33.0,67.0,65.0,72.0,St Marys County,MD,,['Henry Gardiner'],St Mary's County,67.34,,county
1142,268.0,88.0,134.0,43.0,280.0,93.0,Harford County,MD,,"['Samuel Griffin', 'Samuel Griffith']",Harford County,268.88,,county
1143,125.0,,62.0,50.0,110.0,58.0,Baltimore County,MD,,['Joshua Owens'],Baltimore County,,,county
1144,197.0,4.0,98.0,51.0,139.0,4.0,Frederick County,MD,,"['Daniel Boyle', 'Daniel Boyd']",Frederick County,197.04,,county
1145,282.0,67.0,141.0,33.0,201.0,27.0,Annapolis,MD,,['Nicholas Brewer'],Anne Arundel County,282.67,Annapolis,town
1146,300.0,67.0,150.0,33.0,216.0,97.0,,MD,,['Ralph Crabb'],,300.67,,state
1147,195.0,11.0,97.0,55.0,148.0,58.0,Annapolis,MD,,['Ann Gaither'],Anne Arundel County,195.11,Annapolis,town
1148,504.0,74.0,252.0,37.0,488.0,4.0,Prince Georges County,MD,,['John Ashton'],Prince George's County,504.74,,county
1149,744.0,47.0,372.0,23.0,531.0,62.0,Annapolis,MD,,['William Faris'],Anne Arundel County,744.47,Annapolis,town
1150,466.0,67.0,233.0,33.0,284.0,43.0,Talbot County,MD,,['William Hindman'],Talbot County,466.67,,county
1151,196.0,44.0,98.0,22.0,140.0,43.0,Calvert County,MD,,['William Sinclair'],Calvert County,196.44,,county
1152,1975.0,48.0,987.0,73.0,533.0,37.0,Annapolis,MD,,"['Christopher Richardson', 'Christopher Richmond']",Anne Arundel County,1975.48,Annapolis,town
1153,203.0,34.0,101.0,66.0,54.0,90.0,Annapolis,MD,,['Robert Johnson'],Anne Arundel County,203.34,Annapolis,town
1154,733.0,64.0,366.0,82.0,736.0,50.0,Annapolis,MD,,['John Muir'],Anne Arundel County,733.64,Annapolis,town
1155,59.0,40.0,29.0,70.0,62.0,73.0,Anne Arundel County,MD,,['David Weems'],Anne Arundel County,59.4,,county
1156,6.0,49.0,3.0,24.0,6.0,55.0,Annapolis,MD,,"['Charles McCubbin', 'Charles Maccubbin']",Anne Arundel County,6.49,Annapolis,town
1157,114.0,59.0,57.0,29.0,113.0,1.0,Annapolis,MD,Shoemaker,['John Welsh'],Anne Arundel County,114.59,Annapolis,town
1158,2908.0,67.0,1454.0,33.0,2045.0,65.0,George Town,MD,,['James Maccubbin Lingan'],Cecil County,2908.67,George,town
1159,195.0,5.0,97.0,52.0,188.0,80.0,Montgomery County,MD,,['John Bennett'],Montgomery County,195.05,,county
1160,14.0,36.0,7.0,18.0,11.0,10.0,Talbot,MD,,['Arthur Bryan'],Talbot County,14.36,,county
1161,48.0,15.0,24.0,7.0,50.0,90.0,,MD,,['Foster Maynard'],,48.15,,state
1162,7572.0,70.0,3786.0,35.0,7307.0,83.0,Calvert County,MD,,['John Weems'],Calvert County,7572.7,,county
1163,6565.0,31.0,3282.0,65.0,1775.0,40.0,Baltimore Town,MD,Merchant,['Nicholas Sluby'],Baltimore County,6565.31,Baltimore,town
1164,10426.0,20.0,5213.0,10.0,13057.0,95.0,Annapolis,MD,,['James Williams'],Anne Arundel County,10426.2,Annapolis,town
1165,438.0,60.0,219.0,30.0,396.0,52.0,,MD,acting Administrator of Robert Adam,['William Wilson'],,438.6,,state
1166,111.0,55.0,55.0,70.0,84.0,72.0,Frederick County,MD,,['Alexander Warfield'],Frederick County,111.55,,county
1167,1211.0,24.0,605.0,62.0,943.0,76.0,George Town,MD,,['John Threlkeld'],Cecil County,1211.24,George,town
1168,188.0,89.0,94.0,44.0,134.0,32.0,Harford County,MD,,['Mary Blany'],Harford County,188.89,,county
1169,173.0,69.0,86.0,84.0,119.0,60.0,Harford County,MD,,['Patrick Doran'],Harford County,173.69,,county
1170,3869.0,22.0,1934.0,61.0,2500.0,58.0,,MD,,"['John E Howard and Others', 'John E Howard and others']",,3869.22,,state
1171,208.0,81.0,104.0,40.0,,,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,208.81,Baltimore,town
1172,138.0,89.0,69.0,44.0,137.0,51.0,Frederick County,MD,,['William Miller'],Frederick County,138.89,,county
1173,183.0,65.0,91.0,82.0,145.0,62.0,Frederick,MD,,['John Ritchie'],Frederick County,183.65,Frederick,town
1174,1623.0,8.0,811.0,53.0,1110.0,25.0,Anne Arundel County,MD,,['Henry Baldwin'],Anne Arundel County,1623.08,,county
1175,2300.0,,1150.0,,5607.0,90.0,Annapolis,MD,Merchant,['John Davidson'],Anne Arundel County,,Annapolis,town
1176,16.0,80.0,8.0,40.0,,,Annapolis,MD,,['Ann Garston'],Anne Arundel County,16.8,Annapolis,town
1177,463.0,25.0,231.0,62.0,327.0,65.0,Annapolis,MD,,['Charles Wallace'],Anne Arundel County,463.25,Annapolis,town
1178,270.0,28.0,135.0,13.0,246.0,91.0,Baltimore Town,MD,,"['Josiah Carvell Hall', 'Josias Carvel Hall', 'Josias C Hall']",Baltimore County,270.28,Baltimore,town
1179,241.0,54.0,120.0,76.0,230.0,27.0,Montgomery County,MD,,['Francis Deakins'],Montgomery County,241.54,,county
1180,75.0,69.0,37.0,84.0,,,Harford County,MD,,"['John L Gibson', 'John Lee Gibson']",Harford County,75.69,,county
1181,902.0,74.0,451.0,37.0,900.0,87.0,Montgomery County,MD,,"['Lucy Orne', 'Lucy Orme']",Montgomery County,902.74,,county
1182,264.0,30.0,132.0,14.0,195.0,75.0,Montgomery County,MD,,"['Ignatius Smith', 'Iq Smith', 'James Smith']",Montgomery County,264.3,,county
1183,21.0,4.0,10.0,51.0,,,Baltimore,MD,,['Isaac Vanbibber'],Baltimore County,21.04,Baltimore,town
1184,25.0,90.0,12.0,95.0,27.0,52.0,Annapolis,MD,,['John Ridout'],Anne Arundel County,25.9,Annapolis,town
1185,364.0,16.0,182.0,7.0,98.0,31.0,Baltimore County,MD,,"['Mary Elliot', 'Mary Elliott']",Baltimore County,364.16,,county
1186,1050.0,28.0,525.0,13.0,283.0,56.0,Baltimore County,MD,,['Henrietta James'],Baltimore County,1050.28,,county
1187,188.0,89.0,94.0,44.0,134.0,32.0,Annapolis,MD,,"['Richard Owens', 'Richard Owen']",Anne Arundel County,188.89,Annapolis,town
1188,363.0,23.0,181.0,61.0,268.0,7.0,Bladensburg,MD,,"['John Steward', 'John Stewart']",Prince George's County,363.23,Bladensburg,town
1189,155.0,83.0,77.0,91.0,132.0,45.0,Cecil County,MD,,['Nathaniel Ramsay'],Cecil County,155.83,,county
1190,275.0,56.0,137.0,77.0,3173.0,74.0,Annapolis,MD,,['Charles Carroll of Carrolton'],Anne Arundel County,275.56,Annapolis,town
1191,1237.0,15.0,618.0,57.0,867.0,28.0,Baltimore Town,MD,,['Patrick Allison'],Baltimore County,1237.15,Baltimore,town
1192,52.0,99.0,26.0,49.0,51.0,63.0,Montgomery County,MD,,['Thomas Edmondson'],Montgomery County,52.99,,county
1193,2822.0,88.0,1411.0,44.0,847.0,53.0,Prince Georges County,MD,,['Alexander Hamilton'],Prince George's County,2822.88,,county
1194,84.0,18.0,42.0,9.0,69.0,20.0,Prince Georges County,MD,,['Alexander Hamilton'],Prince George's County,84.18,,county
1195,188.0,89.0,94.0,44.0,134.0,32.0,Baltimore Town,MD,,['John Williams'],Baltimore County,188.89,Baltimore,town
1196,1089.0,54.0,544.0,77.0,462.0,86.0,,MD,,['Henry Gaither'],,1089.54,,state
1197,71.0,38.0,35.0,69.0,51.0,12.0,St Marys County,MD,,['Philip Read'],St Mary's County,71.38,,county
1198,1538.0,62.0,769.0,31.0,1108.0,63.0,Montgomery County,MD,,['Richard Thomas'],Montgomery County,1538.62,,county
1199,957.0,54.0,478.0,77.0,686.0,21.0,Frederick County,MD,,['Margaret Fisher'],Frederick County,957.54,,county
1200,5811.0,99.0,2905.0,99.0,8293.0,98.0,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,5811.99,Annapolis,town
1201,,,,,1600.0,1.0,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,,Annapolis,town
1202,22.0,50.0,11.0,24.0,17.0,62.0,Annapolis,MD,Administrator of John Johnson,['Robert Johnson'],Anne Arundel County,22.5,Annapolis,town
1203,158.0,38.0,79.0,19.0,165.0,82.0,Frederick County,MD,,"['Henry Zealor and Margaret Fisher', 'Zealor E Fisher']",Frederick County,158.38,,county
1204,5877.0,58.0,2938.0,79.0,2825.0,76.0,Annapolis,MD,,['John Muir'],Anne Arundel County,5877.58,Annapolis,town
1205,2696.0,87.0,1348.0,43.0,1559.0,53.0,Annapolis,MD,,['Charles Wallace'],Anne Arundel County,2696.87,Annapolis,town
1206,4907.0,90.0,2453.0,94.0,1468.0,98.0,Annapolis,MD,,"['Wallace and Muir', 'Wallace Muir']",Anne Arundel County,4907.9,Annapolis,town
1207,160.0,,80.0,,115.0,80.0,Prince Georges County,MD,,['Daniel Clarke'],Prince George's County,,,county
1208,,,,,52.0,34.0,Annapolis,MD,,['Archibald Golder'],Anne Arundel County,,Annapolis,town
1209,64.0,76.0,32.0,38.0,68.0,82.0,Montgomery County,MD,,"['Aron Lanham', 'Aaron Lanham']",Montgomery County,64.76,,county
1210,,,,,5291.0,38.0,,MD,,['Philip Key'],,,,state
1211,,,,,1924.0,64.0,,MD,,['Gerrard Alexander'],,,,state
1212,16.0,,8.0,,,,Prince Georges County,MD,,['Benjamin Duvall'],Prince George's County,,,county
1213,15.0,42.0,7.0,70.0,,,Anne Arundel County,MD,,['Elizabeth Gassaway'],Anne Arundel County,15.42,,county
1214,1936.0,28.0,968.0,14.0,,,Virgina,VA,,['Gerrard Alexander'],,1936.28,,state
1215,2079.0,60.0,1039.0,90.0,1368.0,41.0,Dorchester County,MD,,['Elizabeth Gray'],Dorchester County,2079.6,,county
1216,118.0,22.0,59.0,11.0,80.0,,Prince Georges County,MD,,['Thomas Richardson'],Prince George's County,118.22,,county
1217,1235.0,92.0,617.0,95.0,933.0,73.0,Cambridge,MD,,['Gustavus Scott'],Dorchester County,1235.92,Cambridge,town
1218,126.0,1.0,63.0,,91.0,24.0,Prince Georges County,MD,,['Rinaldo Johnson'],Prince George's County,126.01,,county
1219,504.0,28.0,252.0,13.0,554.0,6.0,Annapolis,MD,Merchant,['John Davidson'],Anne Arundel County,504.28,Annapolis,town
1220,3177.0,36.0,1588.0,68.0,2612.0,45.0,Annapolis,MD,,['Frederick Grammar'],Anne Arundel County,3177.36,Annapolis,town
1221,158.0,1.0,79.0,,158.0,10.0,Pennsylvania,PA,,['Christian Lybrant'],,158.01,,state
1222,,,,,1240.0,,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,,Annapolis,town
1223,230.0,65.0,115.0,32.0,239.0,30.0,Annapolis,MD,Merchant,['John Davidson'],Anne Arundel County,230.65,Annapolis,town
1224,13700.0,94.0,6850.0,46.0,7487.0,1.0,Annapolis,MD,,['Benjamin Harwood'],Anne Arundel County,13700.94,Annapolis,town
1225,21854.0,30.0,10927.0,14.0,25213.0,72.0,George Town,MD,Merchant,['John Laird'],Cecil County,21854.3,George,town
1226,98.0,8.0,49.0,3.0,64.0,13.0,Annapolis,MD,,['William Marbury'],Anne Arundel County,98.08,Annapolis,town
1227,20.0,27.0,10.0,13.0,13571.0,95.0,Annapolis,MD,,['Randolph B Latimer'],Anne Arundel County,20.27,Annapolis,town
1228,262138.0,43.0,131069.0,21.0,152239.0,70.0,Annapolis,MD,,['Benjamin Harwood'],Anne Arundel County,262138.43,Annapolis,town
1229,272.0,48.0,136.0,24.0,278.0,11.0,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,272.48,Baltimore,town
1230,2202.0,48.0,1101.0,24.0,2129.0,56.0,Baltimore County,MD,,['James Gettings'],Baltimore County,2202.48,,county
1231,913.0,48.0,456.0,73.0,644.0,64.0,St Marys County,MD,,['Philip Key'],St Mary's County,913.48,,county
1232,2217.0,40.0,1108.0,70.0,1721.0,34.0,Annapolis,MD,,['Lewis Neth'],Anne Arundel County,2217.4,Annapolis,town
1233,803.0,11.0,401.0,55.0,811.0,45.0,Anne Arundel County,MD,,['Vachel White'],Anne Arundel County,803.11,,county
1234,2521.0,14.0,1260.0,57.0,1726.0,90.0,Worcester County,MD,,['Ezekiel Hanie'],Worcester County,2521.14,,county
1235,376.0,8.0,188.0,4.0,255.0,4.0,Cambridge,MD,,['Gustavus Scott'],Dorchester County,376.08,Cambridge,town
1236,312.0,84.0,156.0,42.0,280.0,28.0,Cambridge,MD,,['Gustavus Scott'],Dorchester County,312.84,Cambridge,town
1237,3045.0,87.0,1522.0,93.0,2033.0,30.0,Somerset County,MD,,"['Levin Winder', 'Lovin Winder']",Somerset County,3045.87,,county
1238,1619.0,36.0,809.0,68.0,1148.0,37.0,Dorchester County,MD,,['Robert Harrison'],Dorchester County,1619.36,,county
1239,15.0,,7.0,50.0,14.0,45.0,Anne Arundel County,MD,,['William Wyvell'],Anne Arundel County,,,county
1240,257.0,11.0,128.0,55.0,181.0,21.0,Anne Arundel County,MD,,['Joshua Yates'],Anne Arundel County,257.11,,county
1241,275.0,32.0,137.0,65.0,227.0,38.0,St Marys County,MD,,['Charles Chilton'],St Mary's County,275.32,,county
1242,121.0,52.0,60.0,75.0,117.0,58.0,Baltimore,MD,,['John McClellan'],Baltimore County,121.52,Baltimore,town
1243,243.0,94.0,121.0,96.0,65.0,85.0,Alexandria State of Virginia,VA,,['William Hodgson'],Fairfax County,243.94,,state
1244,133.0,15.0,66.0,57.0,130.0,47.0,Annapolis,MD,,['Thomas Hyde'],Anne Arundel County,133.15,Annapolis,town
1245,221.0,46.0,110.0,72.0,114.0,73.0,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,221.46,Baltimore,town
1246,123.0,56.0,61.0,77.0,81.0,32.0,Montgomery County,MD,,"['Richard Wootton', 'Richard Woottan']",Montgomery County,123.56,,county
1247,126.0,27.0,63.0,13.0,134.0,38.0,Baltimore,MD,,['Eleanor Croxall'],Baltimore County,126.27,Baltimore,town
1248,31.0,70.0,15.0,85.0,25.0,32.0,Annapolis,MD,,['Frederick Green'],Anne Arundel County,31.7,Annapolis,town
1249,323.0,84.0,161.0,91.0,315.0,1.0,Dorchester County,MD,,['Thomas Martin'],Dorchester County,323.84,,county
1250,,,,,2127.0,85.0,,MD,,['Benjamin Nicholson'],,,,state
1251,735.0,46.0,367.0,72.0,530.0,52.0,St Marys County,MD,,['Henry Tubman'],St Mary's County,735.46,,county
1252,1503.0,32.0,,,1119.0,53.0,Baltimore,MD,Merchant,['Adrian Valck'],Baltimore County,1503.32,Baltimore,town
1253,261.0,48.0,130.0,74.0,286.0,81.0,Prince Georges County,MD,,['Robert Bowie'],Prince George's County,261.48,,county
1254,333.0,33.0,,,,,Annapolis,MD,,['William Campbell'],Anne Arundel County,333.33,Annapolis,town
1255,1664.0,60.0,832.0,30.0,1205.0,15.0,Annapolis,MD,,['Robert Couden'],Anne Arundel County,1664.6,Annapolis,town
1256,73.0,36.0,36.0,68.0,72.0,67.0,Calvert County,MD,,['Walter Hellen'],Calvert County,73.36,,county
1257,82.0,56.0,41.0,27.0,79.0,13.0,Annapolis,MD,,['Thomas Callahan'],Anne Arundel County,82.56,Annapolis,town
1258,233.0,33.0,116.0,67.0,221.0,56.0,Annapolis,MD,,['Benjamin Harwood'],Anne Arundel County,233.33,Annapolis,town
1259,,,7360.0,77.0,,,Annapolis,MD,,['Benjamin Harwood'],Anne Arundel County,,Annapolis,town
1260,,,177.0,54.0,,,Baltimore,MD,,['William Smith'],Baltimore County,,Baltimore,town
1261,3.0,44.0,1.0,72.0,,,Cecil County,MD,,['John Ward'],Cecil County,3.44,,county
1262,3013.0,48.0,1506.0,74.0,2125.0,15.0,,MD,,['James Bruff'],,3013.48,,state
1263,620.0,47.0,310.0,24.0,1062.0,10.0,Queen Annes County,MD,,"['Philip Feddeman', 'Philip Feddman']",Queen Anne's County,620.47,,county
1264,68.0,84.0,34.0,42.0,66.0,32.0,,MD,,['William Hackett'],,68.84,,state
1265,80.0,,40.0,,57.0,60.0,Annapolis,MD,,['Joseph Sands'],Anne Arundel County,,Annapolis,town
1266,768.0,7.0,384.0,3.0,540.0,86.0,Washington County,MD,,['Moses Rawlings'],Washington County,768.07,,county
1267,803.0,96.0,401.0,98.0,1307.0,61.0,George town,MD,,['Charles Beatty'],Cecil County,803.96,George,town
1268,55.0,50.0,27.0,75.0,,,Prince Georges County,MD,,['Walter S Chandler'],Prince George's County,55.5,,county
1269,610.0,97.0,305.0,48.0,589.0,5.0,,MD,,"['Richard Alexander Cont', 'Richard A Contee']",,610.97,,state
1270,1034.0,12.0,517.0,6.0,558.0,42.0,Virginia,VA,,"['Daniel Carroll Brent', 'Daniel Carroll Brant Virginia']",,1034.12,,state
1271,165.0,92.0,82.0,96.0,176.0,23.0,Virginia,VA,,"['Charles Lee', 'Richard Lee', 'Charles Lee Virginia']",,165.92,,state
1272,3128.0,30.0,1564.0,15.0,1605.0,60.0,George Town,MD,Merchants,['Uriah Forrest and Benjamin Stoddert'],Cecil County,3128.3,George,town
1273,46.0,20.0,23.0,10.0,,,Frederick County,MD,,['Michael Baltzel'],Frederick County,46.2,,county
1274,15.0,62.0,7.0,81.0,,,Frederick County,MD,,['Peter Houck'],Frederick County,15.62,,county
1275,333.0,68.0,166.0,84.0,303.0,87.0,Prince Georges County,MD,,"['Walter S Chandler', 'Walter Storey Chandler']",Prince George's County,333.68,,county
1276,32.0,84.0,16.0,42.0,11.0,56.0,Frederick County,MD,,['Thomas Beatty'],Frederick County,32.84,,county
1277,22.0,22.0,11.0,11.0,24.0,93.0,Frederick County,MD,,['Henry Brotbeck'],Frederick County,22.22,,county
1278,38.0,72.0,19.0,36.0,38.0,47.0,Frederick County,MD,,['Casper Eader'],Frederick County,38.72,,county
1279,44.0,44.0,22.0,22.0,49.0,86.0,Frederick County,MD,,['Peter Giphard'],Frederick County,44.44,,county
1280,62.0,69.0,31.0,34.0,66.0,1.0,Frederick County,MD,,['Conrad Grosh'],Frederick County,62.69,,county
1281,2950.0,,1475.0,,1891.0,67.0,Worcester County,MD,,"['John Gunby', 'John Gunley']",Worcester County,,,county
1282,80.0,48.0,40.0,24.0,78.0,96.0,Frederick County,MD,,['Thomas Hawkins'],Frederick County,80.48,,county
1283,33.0,33.0,16.0,66.0,37.0,40.0,Frederick County,MD,,['Valentine Marter'],Frederick County,33.33,,county
1284,31.0,10.0,15.0,55.0,34.0,91.0,Frederick County,MD,,"['Philip Rodenpillar', 'Philip Rodenpiller']",Frederick County,31.1,,county
1285,22.0,64.0,11.0,32.0,23.0,83.0,Frederick County,MD,,['Matthias Shrub'],Frederick County,22.64,,county
1286,26.0,40.0,13.0,20.0,28.0,10.0,Frederick County,MD,,['George Simmerman'],Frederick County,26.4,,county
1287,53.0,16.0,26.0,58.0,49.0,96.0,Frederick Town,MD,,['James Smith'],Frederick County,53.16,Frederick,town
1288,90.0,78.0,45.0,39.0,93.0,2.0,Frederick County,MD,,"['Andrew Workman', 'Andrew Worman']",Frederick County,90.78,,county
1289,39.0,36.0,19.0,68.0,41.0,87.0,Annapolis,MD,,['Wallace and Muir'],Anne Arundel County,39.36,Annapolis,town
1290,258.0,20.0,129.0,10.0,248.0,47.0,Baltimore,MD,,['Isaac Vanbibber'],Baltimore County,258.2,Baltimore,town
1291,864.0,39.0,432.0,19.0,807.0,86.0,St Marys County,MD,,['John Briscoe'],St Mary's County,864.39,,county
1292,369.0,70.0,184.0,84.0,360.0,94.0,Virginia,VA,,['William Carlin'],,369.7,,state
1293,221.0,67.0,110.0,83.0,212.0,57.0,Prince Georges County,MD,,"['Francis Clement Dyer', 'Francis C Dyer']",Prince George's County,221.67,,county
1294,143.0,78.0,71.0,88.0,105.0,80.0,Baltimore County,MD,,"['Sutton Gudgeon', 'Sulton Gudgeon']",Baltimore County,143.78,,county
1295,1283.0,99.0,641.0,99.0,903.0,22.0,Charles County,MD,,['Edward Hamilton'],Charles County,1283.99,,county
1296,2416.0,60.0,1208.0,30.0,1857.0,50.0,,MD,,"['Absalom Redgely', 'Absalom Ridgely']",,2416.6,,state
1297,430.0,,215.0,,116.0,10.0,Annapolis,MD,,['James Williams'],Anne Arundel County,,Annapolis,town
1298,2548.0,46.0,1274.0,22.0,1731.0,41.0,Montgomery County,MD,,['Richard Anderson'],Montgomery County,2548.46,,county
1299,65.0,98.0,32.0,99.0,69.0,74.0,Talbot County,MD,,['Sarah Marshall'],Talbot County,65.98,,county
1300,1783.0,18.0,891.0,59.0,1286.0,33.0,,MD,,['Perry Benson'],,1783.18,,state
1301,115.0,85.0,57.0,92.0,123.0,47.0,Annapolis,MD,,['Jesse Dewees'],Anne Arundel County,115.85,Annapolis,town
1302,1085.0,24.0,542.0,62.0,1321.0,25.0,Baltimore Town,MD,Merchant,['Nicholas Sluby'],Baltimore County,1085.24,Baltimore,town
1303,50.0,,25.0,,46.0,25.0,Annapolis,MD,,['James Williams'],Anne Arundel County,,Annapolis,town
1304,912.0,45.0,456.0,22.0,971.0,43.0,Prince Georges County,MD,,"['Walter S Chandler', 'Walter Storey Chandler']",Prince George's County,912.45,,county
1305,28.0,4.0,14.0,3.0,29.0,93.0,,MD,,['Rezin Davis'],,28.04,,state
1306,33.0,34.0,16.0,66.0,35.0,3.0,Frederick County,MD,,['William Dickensheet'],Frederick County,33.34,,county
1307,1390.0,89.0,695.0,45.0,556.0,70.0,,MD,the estate of the late,"['John Jordon', 'John Jordans Estate', 'The Estate of John Jordon']",,1390.89,,state
1308,,,,,375.0,54.0,,MD,,['John Jordans Estate'],,,,state
1309,725.0,75.0,362.0,87.0,794.0,68.0,Annapolis,MD,,"['Randolph Brandt Latimer', 'Randolph B Latimer']",Anne Arundel County,725.75,Annapolis,town
1310,186.0,86.0,93.0,42.0,90.0,44.0,Annapolis,MD,,['William Marbury'],Anne Arundel County,186.86,Annapolis,town
1311,608.0,5.0,304.0,2.0,364.0,95.0,Washington County,MD,,['Moses Rawlings'],Washington County,608.05,,county
1312,,,,,164.0,16.0,Washington County,MD,,['Moses Rawlings'],Washington County,,,county
1313,135.0,56.0,67.0,77.0,91.0,12.0,Baltimore County,MD,,['John Thomas'],Baltimore County,135.56,,county
1314,2148.0,66.0,1074.0,34.0,1409.0,32.0,,MD,,['John Gale'],,2148.66,,state
1315,1036.0,86.0,518.0,43.0,683.0,74.0,,MD,Executor of Ebenezer Finlay,"['John Gale Execr of Ebenezer Finlays', 'John Gale']",,1036.86,,state
1316,362.0,91.0,181.0,43.0,225.0,10.0,Baltimore County,MD,Merchant,['Robert Gilmor'],Baltimore County,362.91,,county
1317,4666.0,66.0,2333.0,34.0,1952.0,30.0,,MD,,['Nicholas Low'],,4666.66,,state
1318,129.0,10.0,64.0,55.0,162.0,4.0,Dorchester County,MD,,['Robert Harrison'],Dorchester County,129.1,,county
