,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url,town,county,state,geo_level
3289,3682,['Nicholas Power'],['Nicholas Power'],1,Match,Full Match,"Providence, Providence, Rhode Island",17,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Power&name_x=1_1&residence=_providence-providence-rhode island-usa_5531&residence_x=1-0_1-0,Providence,Providence County,RI,town
3290,3684,['Samuel Fowler'],"[""['Samuel Fowler']""]",1,Match,Only Location Found, Newport,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Fowler&name_x=1_1&residence=_newport-newport-rhode island-usa_5500&residence_x=1-0_1-0,Newport,Newport County,RI,town
3291,3686,['William Greene'],"[""['William Greene']""]",1,Match,Only Location Found, Kent,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Greene&name_x=s_s&residence=_warwick-kent-rhode+island-usa_5485&residence_x=1-0_1-0,Warwick,Kent County,RI,town
3292,3688,['Nancy Russell'],"[""['Nancy Russell']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nancy_Russell&name_x=ps_ps&residence=_bristol-bristol-rhode+island-usa_5479&residence_x=1-0_1-1,Bristol,Bristol County,RI,town
3293,3689,['Asahel Carpenter'],['Asel Carpenter'],1,Match,Full Match,"Rehoboth, Bristol, Massachusetts",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Asahel_Carpenter&name_x=s_s&residence=_rehoboth-bristol-massachusetts-usa_4346&residence_x=1-0_1-0,Rehoboth,Bristol County,MA,town
3294,3691,['Zuriel Waterman'],['Zuriel Waterman'],1,Match,Full Match,"Cranston, Providence, Rhode Island",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Zuriel_Waterman&name_x=1_1&residence=_cranston-providence-rhode island-usa_5508&residence_x=1-0_1-0,Cranston,Providence County,RI,town
3295,3692,['Job Knight'],['Job Knight'],1,Match,Full Match,"Cranston, Providence, Rhode Island",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Job_Knight&name_x=1_1&residence=_cranston-providence-rhode island-usa_5508&residence_x=1-0_1-0,Cranston,Providence County,RI,town
3296,3694,['Caleb Aldrich'],['Caleb Aldrich'],1,Match,Full Match,"Smithfield, Providence, Rhode Island",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Caleb_Aldrich&name_x=1_1&residence=_smithfield-providence-rhode island-usa_5536&residence_x=1-0_1-0,Smithfield,Providence County,RI,town
3297,3695,"['Robert Cooke', 'Robert Crooke']",['Robert Cooke'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Cooke&name_x=ps_ps&residence=_newport-newport-rhode+island-usa_5500&residence_x=1-0_1-1,Newport,Newport County,RI,town
3298,3695,"['Robert Cooke', 'Robert Crooke']",['Robert Crook'],1,Match,Full Match,"Newport, Newport, Rhode Island",12,1,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Crooke&name_x=s_s&residence=_newport-newport-rhode+island-usa_5500&residence_x=1-0_1-0,Newport,Newport County,RI,town
3299,3696,['Robert Robinson'],"[""['Robert Robinson']""]",1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Robinson&name_x=1_1&residence=_New York-usa_35&residence_x=1-0_1-0,,,NY,state
3300,3698,['William Earle'],['William Earle'],1,Match,Full Match,"Providence, Providence, Rhode Island",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Earle&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,,,RI,state
3301,3699,"['John Faxon', 'John Faxson']",['John Faxson'],1,Match,Full Match,"Newport, Newport, Rhode Island",6,1,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Faxon&name_x=s_s&residence=_newport-newport-rhode+island-usa_5500&residence_x=1-0_1-0,Newport,Newport County,RI,town
3302,3699,"['John Faxon', 'John Faxson']",['John Faxson'],1,Match,Full Match,"Newport, Newport, Rhode Island",6,1,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Faxson&name_x=1_1&residence=_newport-newport-rhode island-usa_5500&residence_x=1-0_1-0,Newport,Newport County,RI,town
3303,3701,"['William Waterman', 'William Waterman Johnson', 'William Waterman Johnston']",['William Waterman'],1,Match,Only Location Found, Providence,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Waterman&name_x=1_1&residence=_johnston-providence-rhode+island-usa_5521&residence_x=1-0_1-1,Johnston,Providence County,RI,town
3304,3701,"['William Waterman', 'William Waterman Johnson', 'William Waterman Johnston']",['William Johnston'],1,Match,Full Match,"Scituate, Providence, Rhode Island",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William+Waterman_Johnston&name_x=s_s&residence=_johnston-providence-rhode+island-usa_5521&residence_x=1-0_1-1,Johnston,Providence County,RI,town
3305,3701,"['William Waterman', 'William Waterman Johnson', 'William Waterman Johnston']",['William Waterman Johnson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William+Waterman_Johnson&name_x=ps_ps&residence=_johnston-providence-rhode+island-usa_5521&residence_x=1-0_1-1,Johnston,Providence County,RI,town
3306,3702,['Caleb Godfrey'],['Caleb Godfrey'],1,Match,Full Match,"Providence, Providence, Rhode Island",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Caleb_Godfrey&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,,,RI,state
3307,3703,['William N Rhodes'],['William Rhodes'],1,Match,Full Match,"Providence, Providence, Rhode Island",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William+N_Rhodes&name_x=s_s&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-0,Providence,Providence County,RI,town
3308,3704,"['Theodosius Fowler in Co', 'Theodosius Fowler and Co']",['Theodorius Fowler'],1,Match,Full Match,"New York City East Ward, New York, New York",8,2,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theodosius_Fowler&name_x=s_s&residence=_new+york-usa_35&residence_x=1-0_1-0,,,NY,state
3309,3704,"['Theodosius Fowler in Co', 'Theodosius Fowler and Co']",['Theodosius Fowler In Co'],1,No Match,Too Many Potential Matches Found 9,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theodosius+Fowler+In_Co&name_x=ps_ps&residence=_new+york-usa_35&residence_x=1-0_1-0,,,NY,state
3310,3705,"['John Hunt', 'John Hurt']",['John Hunt'],1,Match,Full Match,"Rehoboth, Bristol, Massachusetts",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Hunt&name_x=1_1&residence=_rehoboth-bristol-massachusetts-usa_4346&residence_x=1-0_1-0,Rehoboth,Bristol County,MA,town
3311,3705,"['John Hunt', 'John Hurt']",['John Hart'],1,Match,Full Match,"Taunton, Bristol, Massachusetts",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Hurt&name_x=ps_ps&residence=_rehoboth-bristol-massachusetts-usa_4346&residence_x=1-0_1-1,Rehoboth,Bristol County,MA,town
3312,3706,['John Allen'],"[""['John Allen']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Allen&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3313,3709,['James Congdon'],"[""['James Congdon']""]",1,No Match,Too Many Potential Matches Found 7,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Congdon&name_x=1_1&residence=_charlestown-washington-rhode+island-usa_5543&residence_x=1-0_1-1,Charlestown,Washington County,RI,town
3314,3710,['Isaac Bailey'],"[""['Isaac Bailey']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Bailey&name_x=ps_ps&residence=_little+compton-newport-rhode+island-usa_5494&residence_x=1-0_1-1,Little Compton,Newport County,RI,town
3315,3711,['Philip Gray'],"[""['Philip Gray']""]",1,Match,Only Location Found, Newport,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Gray&name_x=s_s&residence=_tiverton-newport-rhode+island-usa_5502&residence_x=1-0_1-0,Tiverton,Newport County,RI,town
3316,3712,['Samuel Bailey'],"[""['Samuel Bailey']""]",1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Bailey&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,,,RI,state
3317,3713,"['Ephraim Wheaten', 'Ephraim Wheater']",['Ephraim Wheater'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ephraim_Wheater&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3318,3713,"['Ephraim Wheaten', 'Ephraim Wheater']",['Ephraim Wheaton'],1,Match,Full Match,"Providence, Providence, Rhode Island",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ephraim_Wheaten&name_x=s_s&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-0,Providence,Providence County,RI,town
3319,3714,"['William Wheater', 'William Wheaten']",['William Wheater'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Wheater&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3320,3714,"['William Wheater', 'William Wheaten']",['William Wheaton'],1,Match,Full Match,"Providence, Providence, Rhode Island",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Wheaten&name_x=s_s&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-0,Providence,Providence County,RI,town
3321,3715,['Nicholas E Gardner'],"[""['Nicholas E Gardner']""]",1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas+E_Gardner&name_x=s_s&residence=_washington-rhode+island-usa_3072&residence_x=1-0_1-0,South Kingston,Washington County,RI,town
3322,3716,['Thomas Aldrich'],['Thomas Aldrich'],1,Match,Full Match,"East Greenwich, Kent, Rhode Island",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Aldrich&name_x=1_1&residence=_east greenwich-kent-rhode island-usa_5483&residence_x=1-0_1-0,East Greenwich,Kent County,RI,town
3323,3717,['John Almy'],['John Almey'],1,Match,Full Match,"Tiverton, Newport, Rhode Island",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Almy&name_x=s_s&residence=_tiverton-newport-rhode+island-usa_5502&residence_x=1-0_1-0,Tiverton,Newport County,RI,town
3324,3719,['Richard Borden'],['Richard Burden'],1,Match,Full Match,"Freetown, Bristol, Massachusetts",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Borden&name_x=ps_ps&residence=_freetown-bristol-massachusetts-usa_4335&residence_x=1-0_1-0,Freetown,Bristol County,MA,town
3325,3720,['Mary Borden'],['Mary Borden'],1,Match,Full Match,"Tiverton, Newport, Rhode Island",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Borden&name_x=1_1&residence=_tiverton-newport-rhode island-usa_5502&residence_x=1-0_1-0,Tiverton,Newport County,RI,town
3326,3721,['Beriah Brown'],"['Beriah, 2d Brown II']",1,Match,Full Match,"Exeter, Washington, Rhode Island",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Beriah_Brown&name_x=1_1&residence=_exeter-washington-rhode island-usa_5544&residence_x=1-0_1-0,Exeter,Washington County,RI,town
3327,3722,['Beriah Brown'],"[""['Beriah Brown']""]",1,Match,Only Location Found, Washington,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Beriah_Brown&name_x=1_1&residence=_north kingston-washington-rhode island-usa_3072&residence_x=1-0_1-0,North Kingston,Washington County,RI,town
3328,3723,['Paul Greene'],['Paul Green'],1,Match,Full Match,"Warwick, Kent, Rhode Island",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Paul_Greene&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,,,RI,state
3329,3727,['Israel Gorton'],['Israel Gorton'],1,Match,Full Match,"Cranston, Providence, Rhode Island",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Israel_Gorton&name_x=1_1&residence=_cranston-providence-rhode island-usa_5508&residence_x=1-0_1-0,Cranston,Providence County,RI,town
3330,3729,['George Leonard'],['George Leonard'],1,Match,Full Match,"Norton, Bristol, Massachusetts",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Leonard&name_x=1_1&residence=_norton-bristol-massachusetts-usa_4343&residence_x=1-0_1-0,Norton,Bristol County,MA,town
3331,3730,"['Sandars Pitman', 'Sanders Pitman']",['Saunders Pitman'],1,Match,Full Match,"Providence, Providence, Rhode Island",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sanders_Pitman&name_x=s_s&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-0,Providence,Providence County,RI,town
3332,3730,"['Sandars Pitman', 'Sanders Pitman']",['Saunders Pitman'],1,Match,Full Match,"Providence, Providence, Rhode Island",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sandars_Pitman&name_x=s_s&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-0,Providence,Providence County,RI,town
3333,3731,['Thomas Arnold'],['Thomas Arnold'],1,Match,Full Match,"Providence, Providence, Rhode Island",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Arnold&name_x=1_1&residence=_providence-providence-rhode island-usa_5531&residence_x=1-0_1-0,Providence,Providence County,RI,town
3334,3733,['William Wall'],"[""['William Wall']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Wall&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3335,3734,['David Brown'],['David Brown'],1,Match,Full Match,"Ashford, Windham, Connecticut",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Brown&name_x=1_1&residence=_ashford-windham-connecticut-usa_3432&residence_x=1-0_1-0,Ashford,Windham County,CT,town
3336,3736,['Sarah Brown'],['Sarah Brown'],1,Match,Full Match,"Newport, Newport, Rhode Island",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sarah_Brown&name_x=1_1&residence=_newport-newport-rhode island-usa_5500&residence_x=1-0_1-0,Newport,Newport County,RI,town
3337,3737,['Samuel and Charles Sampson'],['Charles Sampson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Sampson&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3338,3737,['Samuel and Charles Sampson'],['Samuel Sampson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Sampson&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3339,3739,"['Mary Whitsey', 'Mary Whitney']",['Mary Whitney'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Whitney&name_x=ps_ps&residence=_warwick-kent-rhode+island-usa_5485&residence_x=1-0_1-1,Warwick,Kent County,RI,town
3340,3739,"['Mary Whitsey', 'Mary Whitney']",['Mary Whitsey'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Whitsey&name_x=ps_ps&residence=_warwick-kent-rhode+island-usa_5485&residence_x=1-0_1-1,Warwick,Kent County,RI,town
3341,3740,"['Chris Burden', 'Chris T Burden', 'Christopher Burden']",['Christopher Borden'],1,Match,Full Match,"Tiverton, Newport, Rhode Island",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christopher_Burden&name_x=ps_ps&residence=_tiverton-newport-rhode+island-usa_5502&residence_x=1-0_1-0,Tiverton,Newport County,RI,town
3342,3740,"['Chris Burden', 'Chris T Burden', 'Christopher Burden']",['Christopher Borden'],1,Match,Full Match,"Tiverton, Newport, Rhode Island",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Chris+T_Burden&name_x=ps_ps&residence=_tiverton-newport-rhode+island-usa_5502&residence_x=1-0_1-0,Tiverton,Newport County,RI,town
3343,3740,"['Chris Burden', 'Chris T Burden', 'Christopher Burden']",['Christopher Borden'],1,Match,Full Match,"Tiverton, Newport, Rhode Island",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Chris_Burden&name_x=ps_ps&residence=_tiverton-newport-rhode+island-usa_5502&residence_x=1-0_1-0,Tiverton,Newport County,RI,town
3344,3741,['Nathaniel Medbury'],['Nathaniel Medberry'],1,Match,Full Match,"Scituate, Providence, Rhode Island",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Medbury&name_x=s_s&residence=_scituate-providence-rhode+island-usa_5534&residence_x=1-0_1-0,Scituate,Providence County,RI,town
3345,3742,['Nicholas Gardner'],"[""['Nicholas Gardner']""]",1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Gardner&name_x=1_1&residence=_exeter-washington-rhode island-usa_5544&residence_x=1-0_1-0,Exeter,Washington County,RI,town
3346,3744,['James Gardner'],['James (of Nicholas) Gardner'],1,Match,Full Match,"Exeter, Washington, Rhode Island",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Gardner&name_x=1_1&residence=_exeter-washington-rhode island-usa_5544&residence_x=1-0_1-0,Exeter,Washington County,RI,town
3347,3745,['Benjamin Barton'],['Benjamin Barton'],1,Match,Full Match,"Warren, Bristol, Rhode Island",7,1,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Barton&name_x=1_1&residence=_warren-bristol-rhode island-usa_5481&residence_x=1-0_1-0,Warren,Bristol County,RI,town
3348,3746,['Joseph Potter'],['Joseph Potter'],1,Match,Full Match,"Providence, Providence, Rhode Island",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Potter&name_x=1_1&residence=_providence-providence-rhode island-usa_5531&residence_x=1-0_1-0,Providence,Providence County,RI,town
3349,3747,['William Wilkinson'],"[""['William Wilkinson']""]",1,Match,Only Location Found, Providence,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Wilkinson&name_x=1_1&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3350,3748,['Ezekiel Whipple'],['Ezekiel Whipple'],1,Match,Full Match,"North Providence, Providence, Rhode Island",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ezekiel_Whipple&name_x=1_1&residence=_north providence-providence-rhode island-usa_5525&residence_x=1-0_1-0,North Providence,Providence County,RI,town
3351,3749,['Imanuel Case'],['Imanuel Case'],1,Match,Full Match,"North Kingston, Washington, Rhode Island",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Imanuel_Case&name_x=1_1&residence=_north kingston-washington-rhode island-usa_3072&residence_x=1-0_1-0,North Kingston,Washington County,RI,town
3352,3750,['Elisha Finney'],['Elisha Finney'],1,Match,Full Match,"Warren, Bristol, Rhode Island",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elisha_Finney&name_x=1_1&residence=_warren-bristol-rhode island-usa_5481&residence_x=1-0_1-0,Warren,Bristol County,RI,town
3353,3751,['Gardner William Mumford'],['Gardner Mumford'],1,Match,Full Match,"South Kingston, Washington, Rhode Island",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gardner+William_Mumford&name_x=s_s&residence=_washington-rhode+island-usa_3072&residence_x=1-0_1-0,South Kingston,Washington County,RI,town
3354,3752,"['Ephraim Browning', 'Ephraim Browing']",['Ephraim Browning'],1,Match,Only Location Found, Washington,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ephraim_Browning&name_x=1_1&residence=_charlestown-washington-rhode+island-usa_5543&residence_x=1-0_1-1,Charlestown,Washington County,RI,town
3355,3752,"['Ephraim Browning', 'Ephraim Browing']",['Ephraim Browing'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ephraim_Browing&name_x=ps_ps&residence=_charlestown-washington-rhode+island-usa_5543&residence_x=1-0_1-1,Charlestown,Washington County,RI,town
3356,3753,['Asa Leonard'],"[""['Asa Leonard']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Asa_Leonard&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3357,3754,['William Hall'],['William Hill'],1,Match,Full Match,"Foster, Providence, Rhode Island",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Hall&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3358,3755,"['Daniel Whitney', 'Daniel Whitsey']",['Daniel Whitney'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Whitney&name_x=ps_ps&residence=_newport-newport-rhode+island-usa_5500&residence_x=1-0_1-1,Newport,Newport County,RI,town
3359,3755,"['Daniel Whitney', 'Daniel Whitsey']",['Daniel Whitsey'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_Whitsey&name_x=ps_ps&residence=_newport-newport-rhode+island-usa_5500&residence_x=1-0_1-1,Newport,Newport County,RI,town
3360,3756,['Robert Taylor'],['Robert Taylor'],1,Match,Full Match,"Attleborough, Bristol, Massachusetts",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Taylor&name_x=1_1&residence=_attleborough-bristol-massachusetts-usa_373&residence_x=1-0_1-0,Attleborough,Bristol County,MA,town
3361,3757,['Abner Butler'],['Abner Butler'],1,Match,Full Match,"Providence, Providence, Rhode Island",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abner_Butler&name_x=1_1&residence=_providence-providence-rhode island-usa_5531&residence_x=1-0_1-0,Providence,Providence County,RI,town
3362,3758,['Hoppin and Snow'],"[""['Hoppin and Snow']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hoppin+and_Snow&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3363,3761,['John Peck'],"[""['John Peck']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Peck&name_x=ps_ps&residence=_boston-suffolk-massachusetts-usa_4668&residence_x=1-0_1-1,Boston,Suffolk County,MA,town
3364,3762,['Nicholas Power'],['Nicholas Power'],1,Match,Full Match,"Providence, Providence, Rhode Island",17,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Power&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,,,RI,state
3365,3763,['John Smith'],"[""['John Smith']""]",1,No Match,Too Many Potential Matches Found 10,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Smith&name_x=1_1&residence=_johnston-providence-rhode+island-usa_5521&residence_x=1-0_1-1,Johnston,Providence County,RI,town
3366,3764,['Andrew Elliott'],['Andrew Elliot'],1,Match,Full Match,"Sutton, Worcester, Massachusetts",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=andrew_Elliott&name_x=s_s&residence=_sutton-worcester-massachusetts-usa_4754&residence_x=1-0_1-0,Sutton,Worcester County,MA,town
3367,3765,['Henry Smith'],"[""['Henry Smith']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Smith&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3368,3767,['Samuel Martin'],['Samuel Martin'],1,Match,Full Match,"Barrington, Bristol, Rhode Island",2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Martin&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,,,RI,state
3369,3768,['Joseph Barker'],['Joseph Barker'],1,Match,Full Match,"Newport, Newport, Rhode Island",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Barker&name_x=1_1&residence=_tiverton-newport-rhode+island-usa_5502&residence_x=1-0_1-1,Tiverton,Newport County,RI,town
3370,3770,"['Welcome Allen', 'William Allen']",['Welcome Allen'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Welcome_Allen&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3371,3770,"['Welcome Allen', 'William Allen']",['William Allen'],1,Match,Only Location Found, Providence,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Allen&name_x=1_1&residence=_providence-providence-rhode island-usa_5531&residence_x=1-0_1-0,Providence,Providence County,RI,town
3372,3772,['Benjamin Stelle'],"[""['Benjamin Stelle']""]",1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Stelle&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Providence,Providence County,RI,town
3373,3774,"['John Munray', 'John Murray']",['John Murray'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Murray&name_x=ps_ps&residence=_alexandria-grafton-new+hampshire-usa_4918&residence_x=1-0_1-1,Alexandria,Grafton County,NH,town
3374,3774,"['John Munray', 'John Murray']",['John Munray'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Munray&name_x=ps_ps&residence=_alexandria-grafton-new+hampshire-usa_4918&residence_x=1-0_1-1,Alexandria,Grafton County,NH,town
